Orthogroup	longest_isoform_HydraProteins	longest_isoform_ClytiaProteins
OG0004920	Hydra|LOC100207442	Clytia|LOC_002623
OG0004921	Hydra|LOC100207821	Clytia|LOC_002627
OG0004922	Hydra|LOC100201833	Clytia|LOC_002631
OG0004923	Hydra|LOC100207492	Clytia|LOC_002633
OG0004924	Hydra|LOC101234944	Clytia|LOC_002634
OG0004925	Hydra|LOC100201445	Clytia|LOC_002639
OG0004926	Hydra|LOC100208869	Clytia|LOC_002642
OG0004927	Hydra|LOC100210275	Clytia|LOC_002649
OG0004928	Hydra|LOC100198867	Clytia|LOC_002650
OG0004929	Hydra|LOC100198742	Clytia|LOC_002651
OG0004930	Hydra|LOC100203942	Clytia|LOC_002680
OG0004931	Hydra|LOC100208376	Clytia|LOC_002687
OG0004932	Hydra|LOC100199901	Clytia|LOC_002693
OG0004933	Hydra|LOC101235191	Clytia|LOC_002701
OG0004934	Hydra|LOC100213995	Clytia|LOC_002705
OG0004936	Hydra|LOC100202535	Clytia|LOC_002714
OG0004938	Hydra|LOC101236599	Clytia|LOC_002742
OG0004939	Hydra|LOC105849949	Clytia|LOC_002754
OG0004940	Hydra|LOC100200152	Clytia|LOC_002755
OG0004941	Hydra|LOC100197682	Clytia|LOC_002757
OG0004942	Hydra|LOC100210616	Clytia|LOC_002759
OG0004943	Hydra|LOC101235650	Clytia|LOC_002771
OG0004944	Hydra|LOC100206382	Clytia|LOC_002776
OG0004945	Hydra|LOC100210433	Clytia|LOC_002780
OG0004946	Hydra|LOC100206337	Clytia|LOC_002781
OG0004947	Hydra|LOC100199066	Clytia|LOC_002782
OG0004948	Hydra|LOC100197626	Clytia|LOC_002784
OG0004949	Hydra|LOC105846105	Clytia|LOC_002785
OG0004950	Hydra|LOC100212329	Clytia|LOC_002804
OG0004951	Hydra|LOC101240286	Clytia|LOC_002830
OG0004952	Hydra|LOC101236768	Clytia|LOC_002841
OG0004953	Hydra|LOC100199640	Clytia|LOC_002843
OG0004954	Hydra|LOC100215119	Clytia|LOC_002848
OG0004956	Hydra|LOC124806966, Hydra|LOC124807816, Hydra|LOC124807751	Clytia|LOC_002861
OG0004957	Hydra|LOC100200028	Clytia|LOC_002862
OG0004958	Hydra|LOC105848807	Clytia|LOC_002864
OG0004959	Hydra|LOC100209738	Clytia|LOC_002867
OG0004960	Hydra|LOC124813747	Clytia|LOC_002880
OG0004961	Hydra|LOC100206584	Clytia|LOC_002894
OG0004962	Hydra|LOC100203890	Clytia|LOC_002905
OG0004963	Hydra|LOC100215786	Clytia|LOC_002906
OG0004965	Hydra|LOC100214060	Clytia|LOC_002925
OG0004966	Hydra|LOC100212973	Clytia|LOC_002933
OG0004967	Hydra|LOC100209362	Clytia|LOC_002940
OG0004968	Hydra|LOC100212135, Hydra|LOC124809699, Hydra|LOC105844729	Clytia|LOC_002949
OG0004969	Hydra|LOC100210424	Clytia|LOC_002953
OG0004970	Hydra|LOC100211757	Clytia|LOC_002971
OG0004971	Hydra|LOC100206606	Clytia|LOC_002973
OG0004972	Hydra|LOC100215362	Clytia|LOC_002999
OG0004973	Hydra|LOC100200623	Clytia|LOC_003032, Clytia|LOC_003011
OG0004974	Hydra|LOC100201543	Clytia|LOC_003014
OG0004975	Hydra|LOC100200520	Clytia|LOC_003018
OG0004976	Hydra|LOC100202475	Clytia|LOC_003020
OG0004977	Hydra|LOC100201625	Clytia|LOC_003021
OG0004978	Hydra|LOC100204193	Clytia|LOC_003025
OG0004979	Hydra|LOC100206733	Clytia|LOC_003035
OG0004980	Hydra|LOC100210930	Clytia|LOC_003040
OG0004981	Hydra|LOC100197456	Clytia|LOC_003041
OG0004982	Hydra|LOC100200440	Clytia|LOC_003046
OG0004983	Hydra|LOC100208075	Clytia|LOC_003048
OG0004984	Hydra|LOC100206195	Clytia|LOC_003051
OG0004986	Hydra|LOC100206113	Clytia|LOC_003086
OG0004987	Hydra|LOC100202538	Clytia|LOC_003096
OG0004988	Hydra|LOC100207400	Clytia|LOC_003097
OG0004989	Hydra|LOC100204272	Clytia|LOC_003098
OG0004990	Hydra|LOC100198483	Clytia|LOC_003102
OG0004991	Hydra|LOC100200383	Clytia|LOC_003103
OG0004992	Hydra|LOC100213320	Clytia|LOC_003104
OG0004993	Hydra|LOC100199000	Clytia|LOC_003105
OG0004994	Hydra|LOC100203704	Clytia|LOC_003108
OG0004995	Hydra|LOC100211645	Clytia|LOC_003109
OG0004996	Hydra|LOC100215533	Clytia|LOC_003110
OG0004997	Hydra|LOC100212099	Clytia|LOC_003112
OG0004998	Hydra|LOC100212871	Clytia|LOC_003118
OG0004999	Hydra|LOC101235570	Clytia|LOC_003127
OG0005001	Hydra|LOC100200777	Clytia|LOC_003161
OG0005002	Hydra|LOC100201115	Clytia|LOC_003165
OG0005003	Hydra|LOC100203107	Clytia|LOC_003169
OG0005004	Hydra|LOC100214335	Clytia|LOC_003172
OG0005005	Hydra|LOC101236758	Clytia|LOC_003203, Clytia|LOC_003180
OG0005006	Hydra|LOC100202377	Clytia|LOC_003191
OG0005007	Hydra|LOC101241009	Clytia|LOC_003193
OG0005008	Hydra|LOC100207125	Clytia|LOC_003194
OG0005010	Hydra|LOC124814961	Clytia|LOC_003199
OG0005012	Hydra|LOC100210640	Clytia|LOC_003206
OG0005014	Hydra|LOC124807073	Clytia|LOC_003251
OG0005016	Hydra|LOC100206758	Clytia|LOC_003259
OG0005017	Hydra|LOC100205647	Clytia|LOC_003265
OG0005018	Hydra|LOC100200641	Clytia|LOC_003267
OG0005019	Hydra|LOC100205990	Clytia|LOC_003268
OG0005020	Hydra|LOC100206935	Clytia|LOC_003271
OG0005021	Hydra|LOC100209813	Clytia|LOC_003278
OG0005022	Hydra|LOC100202174	Clytia|LOC_003328, Clytia|LOC_045716, Clytia|LOC_045715
OG0005023	Hydra|LOC100197269	Clytia|LOC_003330
OG0005024	Hydra|LOC100200811	Clytia|LOC_003331
OG0005025	Hydra|LOC101235835	Clytia|LOC_003344
OG0005026	Hydra|LOC100207719	Clytia|LOC_003346
OG0005028	Hydra|LOC100209445	Clytia|LOC_003360
OG0005029	Hydra|LOC100198652	Clytia|LOC_003364
OG0005030	Hydra|LOC100203093	Clytia|LOC_003371
OG0005031	Hydra|LOC100212262	Clytia|LOC_003376
OG0005032	Hydra|LOC101238925	Clytia|LOC_003377
OG0005033	Hydra|LOC100192263	Clytia|LOC_003425
OG0005034	Hydra|LOC100204253	Clytia|LOC_003426
OG0005035	Hydra|LOC100200918	Clytia|LOC_003435
OG0005036	Hydra|LOC100197412	Clytia|LOC_003436
OG0005037	Hydra|LOC100204652	Clytia|LOC_003443
OG0005038	Hydra|LOC100209337	Clytia|LOC_003444
OG0005039	Hydra|LOC100207024	Clytia|LOC_003454
OG0005040	Hydra|LOC101237227	Clytia|LOC_003456
OG0005041	Hydra|LOC100201328	Clytia|LOC_003460
OG0005042	Hydra|LOC100206885	Clytia|LOC_003498
OG0005043	Hydra|LOC100212606	Clytia|LOC_003501
OG0005044	Hydra|LOC100198482	Clytia|LOC_003509, Clytia|LOC_021207
OG0005045	Hydra|LOC100208144	Clytia|LOC_003511
OG0005046	Hydra|LOC101241262	Clytia|LOC_003513, Clytia|LOC_010888
OG0005047	Hydra|LOC105848005	Clytia|LOC_003518, Clytia|LOC_006856
OG0005048	Hydra|LOC124818209	Clytia|LOC_003524, Clytia|LOC_023356, Clytia|LOC_035075, Clytia|LOC_026025
OG0005049	ctnnb1	Clytia|LOC_003560
OG0005050	Hydra|LOC100204052	Clytia|LOC_003561
OG0005051	Hydra|LOC100201904	Clytia|LOC_003565
OG0005052	Hydra|LOC100204591	Clytia|LOC_003566
OG0005053	Hydra|LOC100203503	Clytia|LOC_003580
OG0005054	Hydra|LOC100209938	Clytia|LOC_003592
OG0005055	Hydra|LOC105845175, Hydra|LOC124810505, Hydra|LOC105849841, Hydra|LOC105845858	Clytia|LOC_003593
OG0005057	Hydra|LOC100199054	Clytia|LOC_003601
OG0005058	Hydra|LOC101234298	Clytia|LOC_003611
OG0005059	Hydra|LOC100212030	Clytia|LOC_003652
OG0005060	Hydra|LOC100215908	Clytia|LOC_003653
OG0005061	Hydra|LOC100199451	Clytia|LOC_003654
OG0005062	Hydra|LOC105843968, Hydra|LOC124810153	Clytia|LOC_003683, Clytia|LOC_003657
OG0005063	Hydra|LOC105843550	Clytia|LOC_003661
OG0005064	Hydra|LOC100213368	Clytia|LOC_003663
OG0005065	Hydra|LOC101234965	Clytia|LOC_003673
OG0005066	Hydra|LOC100204258	Clytia|LOC_003676, Clytia|LOC_003675
OG0005067	Hydra|LOC100206766	Clytia|LOC_003677
OG0005068	Hydra|LOC100211467	Clytia|LOC_003679
OG0005069	Hydra|LOC101240149	Clytia|LOC_003685
OG0005070	Hydra|LOC100206287	Clytia|LOC_003687
OG0005071	Hydra|LOC101234329	Clytia|LOC_003690
OG0005072	Hydra|LOC100215739	Clytia|LOC_003695
OG0005073	Hydra|LOC100215653	Clytia|LOC_003697
OG0005074	Hydra|LOC100197174	Clytia|LOC_003720
OG0005075	Hydra|LOC100204596	Clytia|LOC_003723
OG0005076	Hydra|LOC100205190	Clytia|LOC_003730
OG0005077	Hydra|LOC100215003	Clytia|LOC_003732
OG0005078	Hydra|LOC100197379	Clytia|LOC_003742
OG0005079	Hydra|LOC100198951	Clytia|LOC_003765
OG0005080	Hydra|LOC100215466	Clytia|LOC_003768
OG0005081	Hydra|LOC100205616	Clytia|LOC_003774
OG0005084	Hydra|LOC100212289	Clytia|LOC_003854
OG0005085	Hydra|LOC100205557	Clytia|LOC_003871
OG0005086	Hydra|LOC100197301	Clytia|LOC_003874
OG0005087	Hydra|LOC124806778	Clytia|LOC_003877
OG0005088	Hydra|LOC100204934	Clytia|LOC_003878
OG0005089	Hydra|LOC100198452	Clytia|LOC_003879
OG0005090	Hydra|LOC101241007	Clytia|LOC_003884
OG0005091	Hydra|LOC100205662	Clytia|LOC_003886
OG0005092	Hydra|LOC100210147	Clytia|LOC_003915
OG0005093	Hydra|LOC101240454	Clytia|LOC_003920
OG0005094	Hydra|LOC100207185	Clytia|LOC_003923
OG0005095	Hydra|LOC100197335	Clytia|LOC_003935
OG0005097	Hydra|LOC100211596, Hydra|LOC100215183	Clytia|LOC_003940
OG0005098	Hydra|LOC101234866	Clytia|LOC_003948
OG0005099	Hydra|LOC100211938	Clytia|LOC_003949
OG0005100	Hydra|LOC100200765	Clytia|LOC_003950
OG0005101	Hydra|LOC100197294	Clytia|LOC_003951
OG0005102	Hydra|LOC100208071	Clytia|LOC_003960
OG0005103	Hydra|LOC100206759	Clytia|LOC_003962
OG0005104	Hydra|LOC100209702	Clytia|LOC_003967
OG0005105	Hydra|LOC100204367	Clytia|LOC_003995
OG0005106	Hydra|LOC100213469	Clytia|LOC_004010
OG0005107	Hydra|LOC100206282	Clytia|LOC_004016
OG0005108	Hydra|LOC101234959	Clytia|LOC_004043, Clytia|LOC_004018
OG0005109	Hydra|LOC100197057	Clytia|LOC_004036
OG0005110	Hydra|LOC100215143	Clytia|LOC_004037
OG0005111	Hydra|LOC100203738	Clytia|LOC_004040
OG0005112	Hydra|LOC105850102	Clytia|LOC_004060
OG0005113	Hydra|LOC100199749	Clytia|LOC_004071
OG0005114	Hydra|LOC100197430	Clytia|LOC_004075
OG0005115	Hydra|LOC100206418	Clytia|LOC_004076
OG0005116	Hydra|LOC100201412	Clytia|LOC_004079
OG0005117	Hydra|LOC100206659	Clytia|LOC_004080
OG0005118	Hydra|LOC100201196	Clytia|LOC_004085
OG0005119	Hydra|LOC100208698	Clytia|LOC_004091
OG0005120	Hydra|LOC100208934	Clytia|LOC_004106
OG0005121	Hydra|LOC105845105	Clytia|LOC_004123
OG0005122	Hydra|LOC100214473	Clytia|LOC_004137
OG0005123	Hydra|LOC100210337	Clytia|LOC_004138
OG0005124	Hydra|LOC124817488	Clytia|LOC_004152
OG0005125	Hydra|LOC105846624	Clytia|LOC_004158
OG0005126	Hydra|LOC101235504	Clytia|LOC_004160
OG0005127	Hydra|LOC100206631	Clytia|LOC_004164
OG0005130	Hydra|LOC100209075	Clytia|LOC_004200
OG0005131	Hydra|LOC100197932	Clytia|LOC_004204
OG0005132	Hydra|LOC100200107	Clytia|LOC_004209
OG0005133	Hydra|LOC100203317	Clytia|LOC_004212
OG0005134	Hydra|LOC100197309	Clytia|LOC_004214
OG0005135	Hydra|LOC100201314	Clytia|LOC_004216
OG0005136	Hydra|LOC100211366	Clytia|LOC_004220
OG0005137	Hydra|LOC100204448	Clytia|LOC_004221
OG0005138	Hydra|LOC100213943	Clytia|LOC_004223
OG0005140	Hydra|LOC100210793	Clytia|LOC_004230
OG0005142	Hydra|LOC100208563	Clytia|LOC_004263
OG0005143	Hydra|LOC100215556	Clytia|LOC_004266
OG0005144	Hydra|LOC100203530	Clytia|LOC_004269
OG0005145	Hydra|LOC101235119	Clytia|LOC_004271, Clytia|LOC_004270
OG0005147	Hydra|LOC101238300, Hydra|LOC101238935	Clytia|LOC_004275
OG0005148	Hydra|LOC100213326	Clytia|LOC_004279
OG0005149	Hydra|LOC100211050	Clytia|LOC_004284
OG0005150	Hydra|LOC100211576	Clytia|LOC_004285
OG0005151	Hydra|LOC100210172	Clytia|LOC_004286
OG0005152	Hydra|LOC100213266	Clytia|LOC_004289
OG0005153	Hydra|LOC100207743	Clytia|LOC_004291
OG0005154	Hydra|LOC100211758	Clytia|LOC_004297
OG0005155	Hydra|LOC100203653	Clytia|LOC_004298
OG0005156	Hydra|LOC101237608	Clytia|LOC_004304
OG0005157	Hydra|LOC100214497	Clytia|LOC_004306
OG0005158	Hydra|LOC100202733	Clytia|LOC_004308
OG0005159	Hydra|LOC101235093	Clytia|LOC_004310
OG0005160	Hydra|LOC100197664	Clytia|LOC_004311
OG0005161	Hydra|LOC100205950	Clytia|LOC_004333
OG0005163	Hydra|LOC101235768	Clytia|LOC_004353
OG0005164	Hydra|LOC100205841	Clytia|LOC_004362
OG0005165	Hydra|LOC101235301	Clytia|LOC_004368
OG0005166	Hydra|LOC100206181	Clytia|LOC_004375
OG0005167	Hydra|LOC100205304	Clytia|LOC_004376
OG0005168	Hydra|LOC100213466	Clytia|LOC_004385
OG0005169	Hydra|LOC100209966	Clytia|LOC_004386
OG0005170	Hydra|LOC101241327	Clytia|LOC_004387
OG0005171	Hydra|LOC100208684	Clytia|LOC_004390
OG0005173	Hydra|LOC101235419	Clytia|LOC_004432
OG0005174	Hydra|LOC100212724	Clytia|LOC_004434
OG0005175	Hydra|LOC100197981	Clytia|LOC_004436
OG0005176	Hydra|LOC100214937	Clytia|LOC_004438
OG0005177	Hydra|LOC100206915	Clytia|LOC_004439
OG0005178	Hydra|LOC100211762	Clytia|LOC_004441
OG0005179	Hydra|LOC100203783	Clytia|LOC_004444
OG0005180	Hydra|LOC100210671	Clytia|LOC_004445
OG0005181	Hydra|LOC100213876	Clytia|LOC_004450
OG0005182	Hydra|LOC100209618	Clytia|LOC_004451
OG0005183	Hydra|LOC100215419	Clytia|LOC_004458
OG0005184	Hydra|LOC100200382	Clytia|LOC_004461
OG0005185	Hydra|LOC100213042	Clytia|LOC_004467
OG0005186	Hydra|LOC100200124	Clytia|LOC_004468
OG0005187	Hydra|LOC100209816	Clytia|LOC_004475
OG0005188	Hydra|LOC100205747	Clytia|LOC_004476
OG0005189	Hydra|LOC100200857	Clytia|LOC_004483
OG0005191	Hydra|LOC100200213	Clytia|LOC_004503
OG0005192	Hydra|LOC101235994	Clytia|LOC_004508
OG0005193	Hydra|LOC100203439	Clytia|LOC_004509
OG0005194	Hydra|LOC100197823	Clytia|LOC_004513
OG0005195	Hydra|LOC100215858	Clytia|LOC_004516
OG0005196	Hydra|LOC100203740	Clytia|LOC_004518
OG0005197	Hydra|LOC100205355	Clytia|LOC_004520
OG0005198	Hydra|LOC101240608	Clytia|LOC_004521
OG0005199	Hydra|LOC101237501	Clytia|LOC_004528
OG0005200	Hydra|LOC100215691	Clytia|LOC_004530
OG0005202	Hydra|LOC100209489	Clytia|LOC_004581
OG0005203	Hydra|LOC100202439	Clytia|LOC_004582
OG0005204	Hydra|LOC100211339	Clytia|LOC_004583
OG0005205	Hydra|LOC100199777	Clytia|LOC_004590
OG0005206	Hydra|LOC100198773	Clytia|LOC_004592
OG0005207	Hydra|LOC101241558	Clytia|LOC_004601
OG0005208	Hydra|LOC100209455	Clytia|LOC_004603
OG0005209	Hydra|LOC101237774	Clytia|LOC_004609
OG0005210	Hydra|LOC101240675	Clytia|LOC_004610
OG0005211	Hydra|LOC100214687	Clytia|LOC_004629
OG0005212	Hydra|LOC100198158, Hydra|LOC124812362	Clytia|LOC_004648, Clytia|LOC_027720
OG0005213	Hydra|LOC100203020	Clytia|LOC_004665
OG0005214	Hydra|LOC100215288	Clytia|LOC_004671
OG0005215	Hydra|LOC105849103	Clytia|LOC_004678
OG0005216	Hydra|LOC101240645	Clytia|LOC_004711
OG0005217	Hydra|LOC100198136	Clytia|LOC_004712
OG0005218	Hydra|LOC100205702	Clytia|LOC_004716
OG0005219	Hydra|LOC100213990	Clytia|LOC_004717
OG0005220	Hydra|LOC100214557	Clytia|LOC_004718
OG0005221	Hydra|LOC101238412	Clytia|LOC_004719
OG0005223	Hydra|LOC105844320	Clytia|LOC_004748
OG0005225	Hydra|LOC100199446	Clytia|LOC_004786
OG0005227	Hydra|LOC100202090	Clytia|LOC_004795
OG0005228	Hydra|LOC100198081	Clytia|LOC_004797
OG0005229	Hydra|LOC100208837	Clytia|LOC_004806
OG0005231	Hydra|LOC100214157	Clytia|LOC_004813
OG0005232	Hydra|LOC100210581, Hydra|LOC105847084	Clytia|LOC_004826
OG0005234	Hydra|LOC100207938	Clytia|LOC_004891
OG0005235	Hydra|LOC100215557	Clytia|LOC_004896
OG0005236	Hydra|LOC100210778	Clytia|LOC_004900
OG0005237	Hydra|LOC100215867	Clytia|LOC_004901
OG0005238	Hydra|LOC101241569	Clytia|LOC_004909
OG0005240	Hydra|LOC100212510	Clytia|LOC_004918
OG0005241	Hydra|LOC100212840	Clytia|LOC_004924
OG0005243	Hydra|LOC100211237	Clytia|LOC_004963
OG0005244	Hydra|LOC101235051	Clytia|LOC_004979
OG0005245	Hydra|LOC100204948	Clytia|LOC_004981
OG0005246	Hydra|LOC100207934	Clytia|LOC_004984
OG0005247	Hydra|LOC100197634	Clytia|LOC_005028
OG0005248	Hydra|LOC100213052	Clytia|LOC_005029
OG0005249	Hydra|LOC100214193	Clytia|LOC_005030
OG0005250	Hydra|LOC100210563	Clytia|LOC_005031
OG0005251	Hydra|LOC100207044	Clytia|LOC_005032
OG0005252	Hydra|LOC100203624	Clytia|LOC_005093
OG0005253	Hydra|LOC100203821	Clytia|LOC_005097
OG0005254	Hydra|LOC101240388	Clytia|LOC_005099
OG0005256	Hydra|LOC100201769	Clytia|LOC_005116
OG0005257	Hydra|LOC100205419	Clytia|LOC_005117
OG0005258	Hydra|LOC101237455	Clytia|LOC_005120
OG0005260	Hydra|LOC100213907	Clytia|LOC_005123
OG0005261	Hydra|LOC101235401	Clytia|LOC_005179
OG0005262	Hydra|LOC100199055	Clytia|LOC_005183
OG0005263	Hydra|LOC100207349	Clytia|LOC_005184
OG0005264	Hydra|LOC101240882	Clytia|LOC_005186
OG0005265	Hydra|LOC100211296	Clytia|LOC_005188
OG0005266	Hydra|LOC100213066	Clytia|LOC_005193
OG0005267	Hydra|LOC100208384	Clytia|LOC_005209
OG0005269	Hydra|LOC100209694	Clytia|LOC_005235
OG0005270	Hydra|LOC100205824	Clytia|LOC_005236
OG0005271	Hydra|LOC100215404	Clytia|LOC_005242
OG0005272	Hydra|LOC100200434	Clytia|LOC_005244
OG0005273	Hydra|LOC100202458	Clytia|LOC_005246
OG0005274	Hydra|LOC100206264	Clytia|LOC_005251
OG0005275	Hydra|LOC100199650	Clytia|LOC_005256
OG0005276	Hydra|LOC100201539	Clytia|LOC_005261
OG0005277	Hydra|LOC100200834	Clytia|LOC_005271
OG0005278	Hydra|LOC100207299	Clytia|LOC_005280
OG0005279	Hydra|LOC100204188	Clytia|LOC_005295
OG0005280	Hydra|LOC100204814	Clytia|LOC_005297
OG0005281	Hydra|LOC100209762	Clytia|LOC_005299
OG0005282	Hydra|LOC100207087	Clytia|LOC_031035, Clytia|LOC_005319, Clytia|LOC_005304
OG0005284	Hydra|LOC100208923	Clytia|LOC_005310
OG0005285	Hydra|LOC101240826	Clytia|LOC_005315
OG0005287	Hydra|LOC100197338	Clytia|LOC_005358
OG0005288	Hydra|LOC100203279	Clytia|LOC_005361
OG0005289	Hydra|LOC100213905	Clytia|LOC_005373
OG0005290	Hydra|LOC100211344	Clytia|LOC_005378
OG0005291	Hydra|LOC100214474	Clytia|LOC_005380
OG0005292	Hydra|LOC105844527	Clytia|LOC_005417
OG0005293	Hydra|LOC100215136	Clytia|LOC_005418
OG0005294	Hydra|LOC101236821	Clytia|LOC_005426
OG0005295	Hydra|LOC100203976	Clytia|LOC_005436
OG0005296	Hydra|LOC100202884	Clytia|LOC_005438
OG0005297	Hydra|LOC100214198	Clytia|LOC_005440
OG0005298	Hydra|LOC100199471	Clytia|LOC_005447
OG0005299	Hydra|LOC100207877	Clytia|LOC_005450
OG0005300	Hydra|LOC101236968	Clytia|LOC_005468
OG0005301	Hydra|LOC100211012	Clytia|LOC_005482
OG0005302	Hydra|LOC100209373	Clytia|LOC_005487
OG0005304	Hydra|LOC100210854	Clytia|LOC_005503
OG0005306	Hydra|LOC100199304	Clytia|LOC_005548
OG0005307	Hydra|LOC100210215	Clytia|LOC_005549
OG0005308	Hydra|LOC100215046	Clytia|LOC_014194, Clytia|LOC_005554
OG0005309	Hydra|LOC100208034	Clytia|LOC_005559
OG0005311	Hydra|LOC100206589	Clytia|LOC_005571
OG0005312	Hydra|LOC100206827	Clytia|LOC_005572
OG0005313	Hydra|LOC101239131	Clytia|LOC_005574
OG0005314	Hydra|LOC100208403	Clytia|LOC_005603
OG0005315	Hydra|LOC100198080	Clytia|LOC_005610
OG0005316	Hydra|LOC100206966	Clytia|LOC_005615
OG0005317	Hydra|LOC101234502	Clytia|LOC_005618
OG0005319	Hydra|LOC100214427	Clytia|LOC_005639
OG0005320	Hydra|LOC105848637	Clytia|LOC_005645
OG0005321	Hydra|LOC100212868	Clytia|LOC_005651
OG0005323	Hydra|LOC100209377	Clytia|LOC_005658
OG0005324	Hydra|LOC100206169	Clytia|LOC_005659
OG0005325	Hydra|LOC100198447	Clytia|LOC_005661
OG0005326	Hydra|LOC124807635	Clytia|LOC_005663
OG0005327	Hydra|LOC100215933	Clytia|LOC_005665
OG0005328	Hydra|LOC100212861	Clytia|LOC_005672
OG0005329	Hydra|LOC105843702	Clytia|LOC_005718
OG0005330	Hydra|LOC100201311	Clytia|LOC_005720
OG0005331	Hydra|LOC100201081	Clytia|LOC_005763
OG0005332	Hydra|LOC100211417	Clytia|LOC_005764
OG0005333	Hydra|LOC101235332	Clytia|LOC_005773
OG0005335	Hydra|LOC100202509	Clytia|LOC_005782
OG0005336	Hydra|LOC100215715	Clytia|LOC_005783
OG0005338	Hydra|LOC100211877	Clytia|LOC_005787
OG0005339	Hydra|LOC100209815	Clytia|LOC_005791, Clytia|LOC_027505
OG0005340	Hydra|LOC100212150	Clytia|LOC_005794
OG0005343	Hydra|LOC100213081	Clytia|LOC_005838
OG0005344	Hydra|LOC100206694	Clytia|LOC_005839
OG0005345	Hydra|LOC100200992	Clytia|LOC_005840
OG0005346	Hydra|LOC100199753	Clytia|LOC_005841
OG0005347	Hydra|LOC100199966	Clytia|LOC_005843
OG0005348	Hydra|LOC100212491	Clytia|LOC_005860
OG0005349	Hydra|LOC100206022	Clytia|LOC_005861
OG0005351	Hydra|LOC100199143	Clytia|LOC_005869
OG0005352	Hydra|LOC100200535	Clytia|LOC_005900
OG0005353	Hydra|LOC100213499	Clytia|LOC_005905
OG0005354	Hydra|LOC100197850	Clytia|LOC_005906
OG0005355	Hydra|LOC100205496	Clytia|LOC_005911
OG0005356	Hydra|LOC100204296	Clytia|LOC_005912
OG0005357	Hydra|LOC100204578	Clytia|LOC_005922
OG0005358	Hydra|LOC100197001	Clytia|LOC_005923
OG0005359	Hydra|LOC100208929	Clytia|LOC_005973
OG0005360	Hydra|LOC100209415	Clytia|LOC_006006
OG0005361	Hydra|LOC100200278	Clytia|LOC_006008
OG0005362	Hydra|LOC100202673	Clytia|LOC_006011
OG0005363	Hydra|LOC100210906	Clytia|LOC_006019
OG0005364	Hydra|LOC100214412	Clytia|LOC_006055
OG0005365	Hydra|LOC100214471	Clytia|LOC_006056
OG0005366	Hydra|LOC100202242	Clytia|LOC_006058
OG0005367	Hydra|LOC101240690	Clytia|LOC_006060
OG0005368	Hydra|LOC100207389	Clytia|LOC_006087
OG0005369	Hydra|LOC100215141	Clytia|LOC_006109
OG0005370	Hydra|LOC100202029	Clytia|LOC_006111
OG0005371	Hydra|LOC100199731	Clytia|LOC_006114
OG0005372	Hydra|LOC100215367	Clytia|LOC_006118
OG0005373	Hydra|LOC100204649	Clytia|LOC_006128
OG0005374	Hydra|LOC100209983	Clytia|LOC_006130
OG0005375	Hydra|LOC100198432	Clytia|LOC_006135
OG0005376	Hydra|LOC100199699	Clytia|LOC_006136
OG0005377	Hydra|LOC100206719	Clytia|LOC_006152
OG0005378	Hydra|LOC101239998	Clytia|LOC_006175, Clytia|LOC_006154
OG0005379	Hydra|LOC101239367	Clytia|LOC_006168
OG0005380	Hydra|LOC100204917	Clytia|LOC_006170
OG0005381	Hydra|LOC101234483	Clytia|LOC_006177
OG0005382	Hydra|LOC100214855	Clytia|LOC_006179
OG0005383	Hydra|LOC105848440	Clytia|LOC_006187
OG0005384	Hydra|LOC100209293	Clytia|LOC_006203
OG0005385	Hydra|LOC100205518	Clytia|LOC_006207
OG0005386	Hydra|LOC100208035	Clytia|LOC_006208
OG0005387	Hydra|LOC100211357	Clytia|LOC_006216
OG0005388	Hydra|LOC100206717	Clytia|LOC_006219
OG0005389	Hydra|LOC100210259	Clytia|LOC_006220
OG0005390	Hydra|LOC105848152	Clytia|LOC_006229
OG0005391	Hydra|LOC100200179	Clytia|LOC_006230
OG0005392	Hydra|LOC100214423	Clytia|LOC_006262
OG0005393	Hydra|LOC100203211	Clytia|LOC_006265
OG0005394	Hydra|LOC101234828	Clytia|LOC_006268, Clytia|LOC_006285
OG0005395	Hydra|LOC100213960	Clytia|LOC_006275
OG0005396	Hydra|LOC100200632	Clytia|LOC_006279
OG0005397	Hydra|LOC100207984	Clytia|LOC_006282
OG0005398	Hydra|LOC100215958	Clytia|LOC_006286
OG0005399	Hydra|LOC101234523	Clytia|LOC_006287
OG0005401	Hydra|LOC100198702	Clytia|LOC_006313
OG0005402	Hydra|LOC100214547	Clytia|LOC_006317
OG0005404	Hydra|LOC100198914	Clytia|LOC_006338
OG0005405	Hydra|LOC100207420	Clytia|LOC_006340
OG0005406	Hydra|LOC101237472	Clytia|LOC_006358
OG0005407	Hydra|LOC101234912	Clytia|LOC_006361
OG0005409	Hydra|LOC100209911	Clytia|LOC_006402, Clytia|LOC_006367
OG0005411	Hydra|LOC100205442	Clytia|LOC_006389
OG0005412	Hydra|LOC100213014	Clytia|LOC_006391
OG0005413	Hydra|LOC100203776	Clytia|LOC_006415
OG0005414	Hydra|LOC101237132	Clytia|LOC_006417
OG0005415	Hydra|LOC100198152	Clytia|LOC_006421
OG0005416	Hydra|LOC100199025	Clytia|LOC_006428
OG0005417	Hydra|LOC100206537	Clytia|LOC_006433
OG0005418	Hydra|LOC100209984	Clytia|LOC_006435
OG0005419	Hydra|LOC100215064	Clytia|LOC_006436
OG0005420	Hydra|LOC100197010	Clytia|LOC_006437
OG0005421	Hydra|LOC101240579	Clytia|LOC_006439
