Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_NematostellaProteins
OG0005776	Clytia|LOC009232	Nematostella|LOC5505181
OG0005778	Clytia|LOC009235	Nematostella|LOC5513362
OG0005779	Clytia|LOC009236	Nematostella|LOC5513369
OG0005780	Clytia|LOC009244	Nematostella|LOC5513790
OG0005781	Clytia|LOC009246	Nematostella|LOC5510088
OG0005783	Clytia|LOC009249	Nematostella|LOC5513793
OG0005784	Clytia|LOC009263	Nematostella|LOC5503630
OG0005786	Clytia|LOC009266	Nematostella|LOC116614670
OG0005787	Clytia|LOC009267	Nematostella|LOC5519491
OG0005789	Clytia|LOC009277	Nematostella|LOC116615287
OG0005790	Clytia|LOC009321	Nematostella|LOC5518518
OG0005791	Clytia|LOC009323	Nematostella|LOC5521598
OG0005792	Clytia|LOC009324	Nematostella|LOC5500931
OG0005793	Clytia|LOC009325	Nematostella|LOC5511953
OG0005794	Clytia|LOC009326	Nematostella|LOC116621077
OG0005795	Clytia|LOC009327	Nematostella|LOC5515348
OG0005796	Clytia|LOC009343	Nematostella|LOC5507483
OG0005799	Clytia|LOC009367	Nematostella|LOC5504507
OG0005802	Clytia|LOC009401	Nematostella|LOC5522133
OG0005803	Clytia|LOC009407	Nematostella|LOC5511579
OG0005804	Clytia|LOC009430	Nematostella|LOC5508864
OG0005805	Clytia|LOC009432	Nematostella|LOC5521435
OG0005807	Clytia|LOC009439	Nematostella|LOC5516612
OG0005808	Clytia|LOC009440	Nematostella|LOC5516611
OG0005809	Clytia|LOC009455	Nematostella|LOC5507560
OG0005810	Clytia|LOC009470	Nematostella|LOC5519018
OG0005812	Clytia|LOC009479	Nematostella|LOC5503931
OG0005813	Clytia|LOC009484	Nematostella|LOC5515424
OG0005814	Clytia|LOC009485	Nematostella|LOC5517469
OG0005815	Clytia|LOC036127, Clytia|LOC009493	Nematostella|LOC5519992
OG0005816	Clytia|LOC009498	Nematostella|LOC5522373
OG0005817	Clytia|LOC009528	Nematostella|LOC5506097
OG0005818	Clytia|LOC009530	Nematostella|LOC5512149
OG0005819	Clytia|LOC009539, Clytia|LOC027166	Nematostella|LOC5520259
OG0005822	Clytia|LOC009559	Nematostella|LOC5510772
OG0005823	Clytia|LOC009571	Nematostella|LOC5518663
OG0005824	Clytia|LOC009572	Nematostella|LOC116610618
OG0005825	Clytia|LOC009576	Nematostella|LOC5511857
OG0005827	Clytia|LOC009594	Nematostella|LOC5507710
OG0005828	Clytia|LOC009599	Nematostella|LOC5508109
OG0005829	Clytia|LOC009601	Nematostella|LOC5514763
OG0005830	Clytia|LOC009613	Nematostella|LOC5514939
OG0005831	Clytia|LOC009634	Nematostella|LOC5517503
OG0005832	Clytia|LOC009636	Nematostella|LOC5517568
OG0005833	Clytia|LOC009640	Nematostella|LOC5514738
OG0005835	Clytia|LOC009656	Nematostella|LOC5509993
OG0005836	Clytia|LOC009671	Nematostella|LOC5517862
OG0005837	Clytia|LOC009673	Nematostella|LOC5517049
OG0005838	Clytia|LOC009683	Nematostella|LOC5508488
OG0005839	Clytia|LOC009684	Nematostella|LOC5508790
OG0005840	Clytia|LOC009686	Nematostella|LOC5512595
OG0005841	Clytia|LOC009690	Nematostella|LOC5520087
OG0005842	Clytia|LOC009693	Nematostella|LOC116603552
OG0005843	Clytia|LOC009696	Nematostella|LOC5515294
OG0005844	Clytia|LOC009705	Nematostella|LOC5511338
OG0005845	Clytia|LOC009714	Nematostella|LOC5514894
OG0005846	Clytia|LOC009716	Nematostella|LOC5514961
OG0005847	Clytia|LOC009718	Nematostella|LOC5512319
OG0005848	Clytia|LOC009719	Nematostella|LOC5508216
OG0005849	Clytia|LOC009721	Nematostella|LOC5512973
OG0005850	Clytia|LOC009722	Nematostella|LOC5512974
OG0005851	Clytia|LOC009723	Nematostella|LOC5508664
OG0005852	Clytia|LOC009727	Nematostella|LOC5510705
OG0005853	Clytia|LOC009731	Nematostella|LOC5516042
OG0005854	Clytia|LOC009733	Nematostella|LOC116615017
OG0005855	Clytia|LOC009760	Nematostella|LOC5519225
OG0005856	Clytia|LOC009762	Nematostella|LOC5516438
OG0005857	Clytia|LOC009765	Nematostella|LOC5514541
OG0005859	Clytia|LOC009778	Nematostella|LOC5511287
OG0005860	Clytia|LOC009782	Nematostella|LOC5511193
OG0005861	Clytia|LOC009787	Nematostella|LOC5504561
OG0005862	Clytia|LOC009791	Nematostella|LOC5520957
OG0005863	Clytia|LOC009793	Nematostella|LOC5501183
OG0005864	Clytia|LOC009802	Nematostella|LOC5514864
OG0005865	Clytia|LOC009803	Nematostella|LOC5514091
OG0005866	Clytia|LOC009824	Nematostella|LOC5507360
OG0005867	Clytia|LOC009836	Nematostella|LOC5520109
OG0005868	Clytia|LOC009845	Nematostella|LOC5511306, Nematostella|LOC116617703
OG0005869	Clytia|LOC009848	Nematostella|LOC5521656
OG0005870	Clytia|LOC009850	Nematostella|LOC5518764
OG0005871	Clytia|LOC009852	Nematostella|LOC5521767
OG0005872	Clytia|LOC009860	Nematostella|LOC5508994
OG0005873	Clytia|LOC009887	Nematostella|LOC5514910
OG0005874	Clytia|LOC009894	Nematostella|LOC5511924
OG0005875	Clytia|LOC009896	Nematostella|LOC5514603
OG0005877	Clytia|LOC009917	Nematostella|LOC116611882
OG0005878	Clytia|LOC009933	Nematostella|LOC5507294
OG0005879	Clytia|LOC009934	Nematostella|LOC5510931
OG0005880	Clytia|LOC009940	Nematostella|LOC116620713
OG0005881	Clytia|LOC009941	Nematostella|LOC5507285
OG0005882	Clytia|LOC009965	Nematostella|LOC5521765
OG0005883	Clytia|LOC009975	Nematostella|LOC5518054
OG0005884	Clytia|LOC009980	Nematostella|LOC5514335
OG0005885	Clytia|LOC009981	Nematostella|LOC5509062
OG0005886	Clytia|LOC010012	Nematostella|LOC5509188
OG0005887	Clytia|LOC010013	Nematostella|LOC116620722
OG0005888	Clytia|LOC010017	Nematostella|LOC5513076
OG0005889	Clytia|LOC010018	Nematostella|LOC5519565
OG0005890	Clytia|LOC010035	Nematostella|LOC5517207
OG0005891	Clytia|LOC010036	Nematostella|LOC5507797
OG0005892	Clytia|LOC010039	Nematostella|LOC5510996
OG0005893	Clytia|LOC010045	Nematostella|LOC5502899
OG0005894	Clytia|LOC010049	Nematostella|LOC5515408
OG0005895	Clytia|LOC010057	Nematostella|LOC5506230
OG0005896	Clytia|LOC010065	Nematostella|LOC5520926
OG0005897	Clytia|LOC010075	Nematostella|LOC5521020
OG0005899	Clytia|LOC010126	Nematostella|LOC5512174
OG0005901	Clytia|LOC010146	Nematostella|LOC5518363
OG0005902	Clytia|LOC010152	Nematostella|LOC5517510
OG0005903	Clytia|LOC010177	Nematostella|LOC5517552
OG0005905	Clytia|LOC010204	Nematostella|LOC5514711
OG0005906	Clytia|LOC010215	Nematostella|LOC5505700
OG0005907	Clytia|LOC010219	Nematostella|LOC5522040
OG0005908	Clytia|LOC010224	Nematostella|LOC5521955
OG0005910	Clytia|LOC010229	Nematostella|LOC5520704
OG0005911	Clytia|LOC010230	Nematostella|LOC5499345
OG0005912	Clytia|LOC010235	Nematostella|LOC5507449
OG0005913	Clytia|LOC010244	Nematostella|LOC5508872
OG0005914	Clytia|LOC010258	Nematostella|LOC5513972
OG0005915	Clytia|LOC010259	Nematostella|LOC5508888
OG0005916	Clytia|LOC010268	Nematostella|LOC5522095
OG0005917	Clytia|LOC010269	Nematostella|LOC5512185
OG0005918	Clytia|LOC010270	Nematostella|LOC5506075
OG0005919	Clytia|LOC010272	Nematostella|LOC5522169
OG0005920	Clytia|LOC027578, Clytia|LOC010275	Nematostella|LOC5510589
OG0005921	Clytia|LOC010276	Nematostella|LOC5519086
OG0005923	Clytia|LOC010298	Nematostella|LOC5510446
OG0005924	Clytia|LOC010300	Nematostella|LOC5510282
OG0005925	Clytia|LOC010304	Nematostella|LOC5518794
OG0005926	Clytia|LOC010309	Nematostella|LOC5510461
OG0005927	Clytia|LOC010311	Nematostella|LOC125561405
OG0005928	Clytia|LOC010312	Nematostella|LOC5511895
OG0005929	Clytia|LOC010342	Nematostella|LOC5521422
OG0005930	Clytia|LOC010343	Nematostella|LOC5501746
OG0005931	Clytia|LOC010345	Nematostella|LOC5521438
OG0005932	Clytia|LOC010352	Nematostella|LOC5518441
OG0005933	Clytia|LOC010368	Nematostella|LOC5515178
OG0005934	Clytia|LOC010377	Nematostella|LOC5515332
OG0005935	Clytia|LOC010380	Nematostella|LOC5515077
OG0005936	Clytia|LOC010383	Nematostella|LOC5507948
OG0005937	Clytia|LOC010384	Nematostella|LOC116604366
OG0005938	Clytia|LOC010406	Nematostella|LOC5507580
OG0005939	Clytia|LOC010409	Nematostella|LOC5509831
OG0005940	Clytia|LOC010413	Nematostella|LOC116611763
OG0005941	Clytia|LOC010445	Nematostella|LOC5504626
OG0005942	Clytia|LOC010455	Nematostella|LOC5511240
OG0005943	Clytia|LOC010456	Nematostella|LOC116618122
OG0005945	Clytia|LOC010490	Nematostella|LOC5507258
OG0005946	Clytia|LOC010504	Nematostella|LOC5517107
OG0005947	Clytia|LOC045143, Clytia|LOC010521, Clytia|LOC038548, Clytia|LOC022744	Nematostella|LOC5507375
OG0005948	Clytia|LOC010523	Nematostella|LOC5506102
OG0005950	Clytia|LOC010548	Nematostella|LOC5521944
OG0005951	Clytia|LOC010554	Nematostella|LOC5505843
OG0005952	Clytia|LOC010555, Clytia|LOC045120	Nematostella|LOC5507027
OG0005955	Clytia|LOC010597	Nematostella|LOC5507999
OG0005956	Clytia|LOC010599	Nematostella|LOC5504454
OG0005957	Clytia|LOC010608	Nematostella|LOC5511947
OG0005958	Clytia|LOC010610	Nematostella|LOC116612147
OG0005959	Clytia|LOC010612	Nematostella|LOC5504455
OG0005960	Clytia|LOC010614	Nematostella|LOC5514901
OG0005961	Clytia|LOC010616	Nematostella|LOC5504457
OG0005962	Clytia|LOC010634	Nematostella|LOC5509299
OG0005963	Clytia|LOC010636	Nematostella|LOC5511558
OG0005964	Clytia|LOC010637	Nematostella|LOC5508862
OG0005965	Clytia|LOC010638	Nematostella|LOC5510894
OG0005966	Clytia|LOC010644	Nematostella|LOC5511551
OG0005967	Clytia|LOC010646	Nematostella|LOC5504819
OG0005968	Clytia|LOC010647	Nematostella|LOC5511340
OG0005969	Clytia|LOC010649	Nematostella|LOC5515436
OG0005970	Clytia|LOC010664	Nematostella|LOC5510847
OG0005971	Clytia|LOC010666	Nematostella|LOC5519505
OG0005972	Clytia|LOC010669	Nematostella|LOC5506293
OG0005974	Clytia|LOC010709	Nematostella|LOC5507843
OG0005975	Clytia|LOC010725	Nematostella|LOC5509250
OG0005976	Clytia|LOC010751	Nematostella|LOC5520711
OG0005977	Clytia|LOC010752	Nematostella|LOC5513005
OG0005978	Clytia|LOC010753	Nematostella|LOC5508003
OG0005979	Clytia|LOC010756	Nematostella|LOC5514951
OG0005980	Clytia|LOC010757	Nematostella|LOC5511840
OG0005981	Clytia|LOC010761	Nematostella|LOC5522302
OG0005982	Clytia|LOC010764	Nematostella|LOC5504249
OG0005983	Clytia|LOC010765	Nematostella|LOC5513281
OG0005984	Clytia|LOC010767	Nematostella|LOC5513043
OG0005985	Clytia|LOC010770	Nematostella|LOC5516023
OG0005986	Clytia|LOC010772	Nematostella|LOC5503066
OG0005987	Clytia|LOC010787	Nematostella|LOC5501832
OG0005988	Clytia|LOC010791	Nematostella|LOC5510155
OG0005989	Clytia|LOC010792	Nematostella|LOC5513775
OG0005990	Clytia|LOC010795	Nematostella|LOC5513843
OG0005991	Clytia|LOC010796	Nematostella|LOC5519087
OG0005992	Clytia|LOC010813	Nematostella|LOC5515330
OG0005993	Clytia|LOC010816	Nematostella|LOC5522292
OG0005994	Clytia|LOC010822	Nematostella|LOC5519380
OG0005995	Clytia|LOC010826	Nematostella|LOC5507944
OG0005997	Clytia|LOC010896	Nematostella|LOC5511283
OG0005998	Clytia|LOC010907	Nematostella|LOC5500519
OG0005999	Clytia|LOC010943	Nematostella|LOC5521294, Nematostella|LOC5514866
OG0006000	Clytia|LOC010948	Nematostella|LOC5508712
OG0006001	Clytia|LOC010966	Nematostella|LOC5516426
OG0006002	Clytia|LOC010972	Nematostella|LOC5510573
OG0006003	Clytia|LOC010979	Nematostella|LOC5513086
OG0006004	Clytia|LOC010998	Nematostella|LOC5519857
OG0006005	Clytia|LOC011005	Nematostella|LOC5521053
OG0006006	Clytia|LOC011009	Nematostella|LOC5515052
OG0006007	Clytia|LOC011010	Nematostella|LOC5510521
OG0006008	Clytia|LOC011012	Nematostella|LOC5514654
OG0006009	Clytia|LOC011038	Nematostella|LOC5520497
OG0006010	Clytia|LOC011040	Nematostella|LOC5514417
OG0006011	Clytia|LOC011041	Nematostella|LOC5505836
OG0006012	Clytia|LOC011046	Nematostella|LOC5511148
OG0006013	Clytia|LOC011061	Nematostella|LOC116609558
OG0006014	Clytia|LOC011063	Nematostella|LOC5508328
OG0006015	Clytia|LOC011086	Nematostella|LOC5508096
OG0006016	Clytia|LOC011093	Nematostella|LOC5516143
OG0006017	Clytia|LOC011099	Nematostella|LOC116613849
OG0006018	Clytia|LOC011108	Nematostella|LOC5502997
OG0006019	Clytia|LOC011126	Nematostella|LOC5501847
OG0006020	Clytia|LOC011132	Nematostella|LOC5511854
OG0006021	Clytia|LOC011133	Nematostella|LOC5505941
OG0006022	Clytia|LOC011134	Nematostella|LOC5518449
OG0006023	Clytia|LOC011136	Nematostella|LOC116615631
OG0006024	Clytia|LOC011139	Nematostella|LOC5513626
OG0006025	Clytia|LOC011140	Nematostella|LOC5506556
OG0006026	Clytia|LOC011187	Nematostella|LOC5522045
OG0006027	Clytia|LOC011190	Nematostella|LOC5522100
OG0006028	Clytia|LOC011191	Nematostella|LOC116601476
OG0006029	Clytia|LOC011216	Nematostella|LOC5508079
OG0006030	Clytia|LOC011260	Nematostella|LOC5501047
OG0006032	Clytia|LOC011267	Nematostella|LOC5510169
OG0006034	Clytia|LOC011275	Nematostella|LOC5516936
OG0006035	Clytia|LOC011278	Nematostella|LOC116602239
OG0006036	Clytia|LOC011282	Nematostella|LOC5505099
OG0006037	Clytia|LOC011284	Nematostella|LOC5506343
OG0006038	Clytia|LOC011292	Nematostella|LOC5508915
OG0006039	Clytia|LOC011297	Nematostella|LOC5520600
OG0006040	Clytia|LOC011298	Nematostella|LOC5517222
OG0006041	Clytia|LOC011300	Nematostella|LOC5515440
OG0006042	Clytia|LOC011302	Nematostella|LOC5520371
OG0006043	Clytia|LOC011307	Nematostella|LOC5501676
OG0006044	Clytia|LOC011310	Nematostella|LOC5506125
OG0006045	Clytia|LOC011324	Nematostella|LOC5514872
OG0006046	Clytia|LOC011325	Nematostella|LOC5508768
OG0006047	Clytia|LOC011360, Clytia|LOC011337	Nematostella|LOC116613958
OG0006048	Clytia|LOC011339	Nematostella|LOC5509884
OG0006049	Clytia|LOC011345	Nematostella|LOC5513186
OG0006050	Clytia|LOC011359	Nematostella|LOC5502650
OG0006051	Clytia|LOC011387	Nematostella|LOC5505987
OG0006052	Clytia|LOC011391	Nematostella|LOC5517611
OG0006053	Clytia|LOC011398	Nematostella|LOC5517674
OG0006054	Clytia|LOC011448	Nematostella|LOC5508316
OG0006055	Clytia|LOC011477, Clytia|LOC011466	Nematostella|LOC5515067
OG0006056	Clytia|LOC011503	Nematostella|LOC116617231
OG0006057	Clytia|LOC011508	Nematostella|LOC5519108
OG0006058	Clytia|LOC011510	Nematostella|LOC5509746
OG0006059	Clytia|LOC011514	Nematostella|LOC5514998
OG0006060	Clytia|LOC011532	Nematostella|LOC5506012
OG0006061	Clytia|LOC011537	Nematostella|LOC5513682
OG0006062	Clytia|LOC011538	Nematostella|LOC5507562
OG0006063	Clytia|LOC011541	Nematostella|LOC5506196, Nematostella|LOC5519541
OG0006064	Clytia|LOC011548	Nematostella|LOC5513099
OG0006065	Clytia|LOC011563	Nematostella|LOC5511619
OG0006066	Clytia|LOC011570	Nematostella|LOC5507822
OG0006067	Clytia|LOC011574	Nematostella|LOC116608807
OG0006068	Clytia|LOC011579	Nematostella|LOC5518189
OG0006069	Clytia|LOC011584	Nematostella|LOC5510981
OG0006070	Clytia|LOC011585	Nematostella|LOC116612367
OG0006071	Clytia|LOC011598	Nematostella|LOC5511028
OG0006072	Clytia|LOC011599	Nematostella|LOC116603387
OG0006073	Clytia|LOC011600	Nematostella|LOC116603354
OG0006074	Clytia|LOC011610	Nematostella|LOC5516169
OG0006075	Clytia|LOC011612	Nematostella|LOC5516516
OG0006076	Clytia|LOC011613	Nematostella|LOC5519236
OG0006078	Clytia|LOC011659	Nematostella|LOC116620840
OG0006079	Clytia|LOC011660	Nematostella|LOC5508752
OG0006080	Clytia|LOC011661	Nematostella|LOC5525240
OG0006081	Clytia|LOC011670	Nematostella|LOC5514375
OG0006082	Clytia|LOC011694	Nematostella|LOC5499414
OG0006083	Clytia|LOC011707	Nematostella|LOC5510320, Nematostella|LOC116616659
OG0006084	Clytia|LOC011710	Nematostella|LOC5513559
OG0006085	Clytia|LOC011717	Nematostella|LOC5502827
OG0006086	Clytia|LOC011739	Nematostella|LOC5508719
OG0006087	Clytia|LOC011743	Nematostella|LOC5517628
OG0006088	Clytia|LOC011757	Nematostella|LOC5517916
OG0006089	Clytia|LOC011766	Nematostella|LOC5522088
OG0006090	Clytia|LOC011768	Nematostella|LOC5516480
OG0006091	Clytia|LOC011774	Nematostella|LOC5513546
OG0006092	Clytia|LOC011776	Nematostella|LOC5507564
OG0006093	Clytia|LOC011779	Nematostella|LOC5504324
OG0006094	Clytia|LOC011801	Nematostella|LOC5520192
OG0006095	Clytia|LOC011802	Nematostella|LOC5520138
OG0006096	Clytia|LOC011804	Nematostella|LOC5516880
OG0006097	Clytia|LOC011806	Nematostella|LOC5506071
OG0006098	Clytia|LOC011807	Nematostella|LOC5517389
OG0006099	Clytia|LOC011809	Nematostella|LOC5506418
OG0006100	Clytia|LOC011825	Nematostella|LOC5521539
OG0006101	Clytia|LOC011826	Nematostella|LOC5519374
OG0006102	Clytia|LOC011827	Nematostella|LOC5514123
OG0006103	Clytia|LOC011834	Nematostella|LOC5501998
OG0006104	Clytia|LOC011837	Nematostella|LOC5510484
OG0006105	Clytia|LOC011843	Nematostella|LOC5508812
OG0006106	Clytia|LOC011855	Nematostella|LOC5516276
OG0006107	Clytia|LOC011863	Nematostella|LOC5510710
OG0006108	Clytia|LOC011865	Nematostella|LOC5505663
OG0006109	Clytia|LOC011872	Nematostella|LOC5509089
OG0006110	Clytia|LOC011922	Nematostella|LOC5516274
OG0006111	Clytia|LOC011926	Nematostella|LOC5505906
OG0006112	Clytia|LOC011946	Nematostella|LOC125561074
OG0006113	Clytia|LOC011949	Nematostella|LOC5510866
OG0006114	Clytia|LOC011951	Nematostella|LOC5518005
OG0006115	Clytia|LOC011952	Nematostella|LOC5503485
OG0006116	Clytia|LOC011953	Nematostella|LOC5501232
OG0006117	Clytia|LOC011973	Nematostella|LOC5508854
OG0006118	Clytia|LOC011974	Nematostella|LOC5518924
OG0006119	Clytia|LOC011980	Nematostella|LOC5503929
OG0006120	Clytia|LOC012025	Nematostella|LOC5506309
OG0006121	Clytia|LOC012033	Nematostella|LOC5514390
OG0006122	Clytia|LOC012053	Nematostella|LOC5515543
OG0006123	Clytia|LOC012077	Nematostella|LOC5502932
OG0006124	Clytia|LOC012084	Nematostella|LOC116614423
OG0006125	Clytia|LOC012088	Nematostella|LOC5516581
OG0006126	Clytia|LOC012089	Nematostella|LOC5511066
OG0006127	Clytia|LOC012113	Nematostella|LOC5510546
OG0006128	Clytia|LOC012115	Nematostella|LOC5504076
OG0006130	Clytia|LOC012129	Nematostella|LOC5502897
OG0006131	Clytia|LOC012132	Nematostella|LOC5501467
OG0006132	Clytia|LOC012138	Nematostella|LOC5509906
OG0006133	Clytia|LOC012140	Nematostella|LOC5515463
OG0006134	Clytia|LOC012173	Nematostella|LOC5518851
OG0006135	Clytia|LOC040767, Clytia|LOC012183	Nematostella|LOC5505639
OG0006136	Clytia|LOC012184	Nematostella|LOC5514984
OG0006137	Clytia|LOC012192	Nematostella|LOC5510183
OG0006138	Clytia|LOC012206	Nematostella|LOC5501291
OG0006139	Clytia|LOC012208	Nematostella|LOC5504984
OG0006140	Clytia|LOC012210	Nematostella|LOC5522336
OG0006141	Clytia|LOC012211	Nematostella|LOC5506059
OG0006142	Clytia|LOC012221	Nematostella|LOC5522225
OG0006144	Clytia|LOC012239	Nematostella|LOC5514108
OG0006145	Clytia|LOC012255	Nematostella|LOC5521376
OG0006146	Clytia|LOC012269	Nematostella|LOC5509696
OG0006147	Clytia|LOC012275	Nematostella|LOC5512997
OG0006148	Clytia|LOC012304	Nematostella|LOC116604161
OG0006149	Clytia|LOC012330	Nematostella|LOC116614780
OG0006150	Clytia|LOC012341	Nematostella|LOC5518238
OG0006151	Clytia|LOC012345	Nematostella|LOC5510675
OG0006152	Clytia|LOC012346	Nematostella|LOC5510909
OG0006153	Clytia|LOC012369	Nematostella|LOC116604541
OG0006154	Clytia|LOC012371	Nematostella|LOC5509852
OG0006155	Clytia|LOC012376	Nematostella|LOC5518636
OG0006156	Clytia|LOC012377	Nematostella|LOC5515490
OG0006158	Clytia|LOC012379	Nematostella|LOC5504624
OG0006159	Clytia|LOC012390	Nematostella|LOC5521856
OG0006160	Clytia|LOC012392	Nematostella|LOC5517326
OG0006161	Clytia|LOC012394	Nematostella|LOC5512746
OG0006162	Clytia|LOC012396	Nematostella|LOC5515824
OG0006163	Clytia|LOC012405	Nematostella|LOC5521150
OG0006164	Clytia|LOC012425	Nematostella|LOC5509028
OG0006165	Clytia|LOC012426	Nematostella|LOC5503034
OG0006166	Clytia|LOC012428	Nematostella|LOC5510593
OG0006167	Clytia|LOC012429	Nematostella|LOC5511214
OG0006168	Clytia|LOC012430	Nematostella|LOC5517793
OG0006169	Clytia|LOC012432	Nematostella|LOC5505999
OG0006170	Clytia|LOC012433	Nematostella|LOC5503433
OG0006172	Clytia|LOC012447	Nematostella|LOC5510442
OG0006173	Clytia|LOC012449	Nematostella|LOC5509910
OG0006174	Clytia|LOC012454	Nematostella|LOC5505115
OG0006175	Clytia|LOC012455	Nematostella|LOC5501031
OG0006176	Clytia|LOC012461	Nematostella|LOC5507478
OG0006177	Clytia|LOC012463	Nematostella|LOC5503175
OG0006178	Clytia|LOC012464	Nematostella|LOC5502636
OG0006179	Clytia|LOC012466	Nematostella|LOC5511959
OG0006180	Clytia|LOC012467	Nematostella|LOC5521040
OG0006181	Clytia|LOC012488	Nematostella|LOC5505694
OG0006182	Clytia|LOC012491	Nematostella|LOC5515602
OG0006183	Clytia|LOC012509	Nematostella|LOC5517156
OG0006184	Clytia|LOC012512	Nematostella|LOC5520509
OG0006185	Clytia|LOC012513	Nematostella|LOC5517386
OG0006187	Clytia|LOC012516	Nematostella|LOC5517414
OG0006188	Clytia|LOC012517	Nematostella|LOC5521092
OG0006189	Clytia|LOC012520	Nematostella|LOC5521664
OG0006190	Clytia|LOC012521	Nematostella|LOC5520428
OG0006191	Clytia|LOC012527	Nematostella|LOC5507512
OG0006192	Clytia|LOC012528	Nematostella|LOC5516047
OG0006193	Clytia|LOC012550	Nematostella|LOC5509872
OG0006194	Clytia|LOC012553	Nematostella|LOC116604614
OG0006195	Clytia|LOC012556	Nematostella|LOC116602029
OG0006196	Clytia|LOC012558	Nematostella|LOC5522083
OG0006197	Clytia|LOC012561	Nematostella|LOC5502348
OG0006198	Clytia|LOC012562	Nematostella|LOC5509874
OG0006199	Clytia|LOC012574	Nematostella|LOC5519970
OG0006200	Clytia|LOC012581	Nematostella|LOC5502956
OG0006201	Clytia|LOC012595	Nematostella|LOC5503225
OG0006203	Clytia|LOC012608	Nematostella|LOC5515115
OG0006204	Clytia|LOC012621	Nematostella|LOC5507856
OG0006205	Clytia|LOC012623	Nematostella|LOC5511901
OG0006206	Clytia|LOC012628	Nematostella|LOC5514883
OG0006207	Clytia|LOC012630	Nematostella|LOC5520769
OG0006208	Clytia|LOC012632	Nematostella|LOC5519007
OG0006209	Clytia|LOC012633	Nematostella|LOC5513276
OG0006210	Clytia|LOC012646	Nematostella|LOC5520557
OG0006211	Clytia|LOC012649	Nematostella|LOC5509603
OG0006212	Clytia|LOC012652	Nematostella|LOC5509534
OG0006213	Clytia|LOC012653	Nematostella|LOC5503872
OG0006214	Clytia|LOC012654	Nematostella|LOC5509535
OG0006215	Clytia|LOC012655	Nematostella|LOC5515956
OG0006216	Clytia|LOC012658	Nematostella|LOC5520555, Nematostella|LOC5520665
OG0006217	Clytia|LOC012669	Nematostella|LOC5502529
OG0006219	Clytia|LOC012706	Nematostella|LOC5502415
OG0006220	Clytia|LOC012712	Nematostella|LOC5506397
OG0006221	Clytia|LOC012731	Nematostella|LOC116614245
OG0006222	Clytia|LOC012735	Nematostella|LOC5511225
OG0006223	Clytia|LOC012766	Nematostella|LOC5509390
OG0006224	Clytia|LOC029858, Clytia|LOC012782	Nematostella|LOC116621125
OG0006225	Clytia|LOC012784	Nematostella|LOC5514960
OG0006226	Clytia|LOC012797	Nematostella|LOC5505759
OG0006227	Clytia|LOC012798	Nematostella|LOC5516230
OG0006229	Clytia|LOC012808, Clytia|LOC033620, Clytia|LOC019671	Nematostella|LOC116603570
OG0006230	Clytia|LOC012821	Nematostella|LOC5514163
OG0006231	Clytia|LOC012825	Nematostella|LOC5517614
OG0006232	Clytia|LOC012852	Nematostella|LOC5513055
OG0006233	Clytia|LOC012855	Nematostella|LOC5518279
OG0006234	Clytia|LOC012870	Nematostella|LOC5504183
OG0006235	Clytia|LOC012871	Nematostella|LOC5514885
OG0006236	Clytia|LOC012874	Nematostella|LOC5515998
OG0006237	Clytia|LOC012877	Nematostella|LOC5518728
OG0006238	Clytia|LOC012881	Nematostella|LOC5516005
OG0006239	Clytia|LOC012882	Nematostella|LOC5507596
OG0006240	Clytia|LOC012883	Nematostella|LOC5501939
OG0006241	Clytia|LOC012903	Nematostella|LOC5513411
OG0006242	Clytia|LOC012909	Nematostella|LOC5509303
OG0006243	Clytia|LOC012912	Nematostella|LOC5509294
OG0006244	Clytia|LOC012913	Nematostella|LOC5513128
OG0006245	Clytia|LOC012945	Nematostella|LOC5500605
OG0006246	Clytia|LOC012948	Nematostella|LOC5504085
OG0006247	Clytia|LOC012951	Nematostella|LOC5520828
OG0006248	Clytia|LOC012952	Nematostella|LOC5511838
OG0006249	Clytia|LOC012969	Nematostella|LOC5505607
OG0006250	Clytia|LOC012970	Nematostella|LOC5514953
OG0006251	Clytia|LOC012972	Nematostella|LOC5510336
OG0006252	Clytia|LOC012976	Nematostella|LOC5519781
OG0006253	Clytia|LOC012977	Nematostella|LOC5509604
OG0006254	Clytia|LOC012978	Nematostella|LOC5509658
OG0006255	Clytia|LOC012979	Nematostella|LOC5506093
OG0006256	Clytia|LOC012995	Nematostella|LOC5520369
OG0006257	Clytia|LOC013013	Nematostella|LOC5498749
OG0006258	Clytia|LOC013014	Nematostella|LOC5513528
OG0006259	Clytia|LOC013016	Nematostella|LOC5506882
OG0006260	Clytia|LOC013023	Nematostella|LOC5516443
OG0006261	Clytia|LOC013029	Nematostella|LOC116614573
OG0006262	Clytia|LOC013041	Nematostella|LOC5516531
OG0006263	Clytia|LOC013081	Nematostella|LOC5501696
OG0006264	Clytia|LOC013084	Nematostella|LOC5512844
OG0006265	Clytia|LOC013098	Nematostella|LOC116620785
OG0006266	Clytia|LOC013102	Nematostella|LOC5510250
OG0006267	Clytia|LOC013110	Nematostella|LOC5515417
OG0006268	Clytia|LOC013111	Nematostella|LOC5520802
OG0006269	Clytia|LOC013112	Nematostella|LOC5513605
OG0006272	Clytia|LOC013164	Nematostella|LOC116603361
OG0006273	Clytia|LOC013165	Nematostella|LOC5516518
