Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydraProteins
OG0006128	Clytia|LOC012115	Hydra|LOC100209617
OG0006130	Clytia|LOC012129	Hydra|LOC100197802
OG0006131	Clytia|LOC012132	Hydra|LOC100200534
OG0006132	Clytia|LOC012138	Hydra|LOC100209633
OG0006133	Clytia|LOC012140	Hydra|LOC100198323
OG0006134	Clytia|LOC012173	Hydra|LOC100213563
OG0006135	Clytia|LOC040767, Clytia|LOC012183	Hydra|LOC100215429
OG0006136	Clytia|LOC012184	Hydra|LOC101239321
OG0006137	Clytia|LOC012192	Hydra|LOC100211834
OG0006138	Clytia|LOC012206	Hydra|LOC100201097
OG0006139	Clytia|LOC012208	Hydra|LOC100210679
OG0006140	Clytia|LOC012210	Hydra|LOC105846215
OG0006141	Clytia|LOC012211	Hydra|LOC101238459
OG0006142	Clytia|LOC012221	Hydra|LOC100214258
OG0006143	Clytia|LOC012226, Clytia|LOC017853, Clytia|LOC027150	Hydra|LOC124812286, Hydra|LOC124818547
OG0006144	Clytia|LOC012239	Hydra|LOC100210831
OG0006145	Clytia|LOC012255	Hydra|LOC100201905
OG0006146	Clytia|LOC012269	Hydra|LOC100205270
OG0006147	Clytia|LOC012275	Hydra|LOC100204922
OG0006148	Clytia|LOC012304	Hydra|LOC100207468
OG0006149	Clytia|LOC012330	Hydra|LOC101236616
OG0006150	Clytia|LOC012341	Hydra|LOC101238455
OG0006151	Clytia|LOC012345	Hydra|LOC100198762
OG0006152	Clytia|LOC012346	Hydra|LOC100200523
OG0006153	Clytia|LOC012369	Hydra|LOC100205936
OG0006154	Clytia|LOC012371	Hydra|LOC100206660
OG0006155	Clytia|LOC012376	Hydra|LOC100198973
OG0006156	Clytia|LOC012377	Hydra|LOC100207358
OG0006157	Clytia|LOC012378, Clytia|LOC032488	Hydra|LOC101234888
OG0006158	Clytia|LOC012379	Hydra|LOC100204758
OG0006159	Clytia|LOC012390	Hydra|LOC100211925
OG0006160	Clytia|LOC012392	Hydra|LOC100201079, Hydra|LOC100198945
OG0006161	Clytia|LOC012394	Hydra|LOC100208542
OG0006162	Clytia|LOC012396	Hydra|LOC100208000
OG0006163	Clytia|LOC012405	Hydra|LOC101238737
OG0006164	Clytia|LOC012425	Hydra|LOC100210427
OG0006165	Clytia|LOC012426	Hydra|LOC101235394
OG0006166	Clytia|LOC012428	Hydra|LOC101239699
OG0006167	Clytia|LOC012429	Hydra|LOC101236080
OG0006168	Clytia|LOC012430	Hydra|LOC101238046
OG0006169	Clytia|LOC012432	Hydra|LOC105850724
OG0006170	Clytia|LOC012433	Hydra|LOC100199317
OG0006171	Clytia|LOC037920, Clytia|LOC037902, Clytia|LOC012446, Clytia|LOC042450	Hydra|LOC124808783
OG0006172	Clytia|LOC012447	Hydra|LOC100201609
OG0006173	Clytia|LOC012449	Hydra|LOC100207629
OG0006174	Clytia|LOC012454	Hydra|LOC100212278
OG0006175	Clytia|LOC012455	Hydra|LOC100215881
OG0006176	Clytia|LOC012461	Hydra|LOC100212477
OG0006177	Clytia|LOC012463	Hydra|LOC105846721
OG0006178	Clytia|LOC012464	Hydra|LOC105850867
OG0006179	Clytia|LOC012466	Hydra|LOC100211346
OG0006180	Clytia|LOC012467	Hydra|LOC100213437
OG0006181	Clytia|LOC012488	Hydra|LOC100209130
OG0006182	Clytia|LOC012491	Hydra|LOC100204486
OG0006183	Clytia|LOC012509	Hydra|LOC101240051
OG0006184	Clytia|LOC012512	Hydra|LOC100209134
OG0006185	Clytia|LOC012513	Hydra|LOC100211036
OG0006186	Clytia|LOC012514, Clytia|LOC012515	Hydra|LOC100204023
OG0006187	Clytia|LOC012516	Hydra|LOC100200456
OG0006188	Clytia|LOC012517	Hydra|LOC100215978
OG0006189	Clytia|LOC012520	Hydra|LOC100205848
OG0006190	Clytia|LOC012521	Hydra|LOC100200111
OG0006191	Clytia|LOC012527	Hydra|LOC101236869
OG0006192	Clytia|LOC012528	Hydra|LOC100204041
OG0006193	Clytia|LOC012550	Hydra|LOC100207562
OG0006194	Clytia|LOC012553	Hydra|LOC100213121
OG0006195	Clytia|LOC012556	Hydra|LOC100208044
OG0006196	Clytia|LOC012558	Hydra|LOC100210123
OG0006197	Clytia|LOC012561	Hydra|LOC100199026
OG0006198	Clytia|LOC012562	Hydra|LOC100202971
OG0006199	Clytia|LOC012574	Hydra|LOC100211473
OG0006200	Clytia|LOC012581	Hydra|LOC101241588
OG0006201	Clytia|LOC012595	Hydra|LOC100205524
OG0006203	Clytia|LOC012608	Hydra|LOC100214136
OG0006204	Clytia|LOC012621	Hydra|LOC100199383
OG0006205	Clytia|LOC012623	Hydra|LOC100213887
OG0006206	Clytia|LOC012628	Hydra|LOC100198164
OG0006207	Clytia|LOC012630	Hydra|LOC100215175
OG0006208	Clytia|LOC012632	Hydra|LOC101241639
OG0006209	Clytia|LOC012633	Hydra|LOC100206393
OG0006210	Clytia|LOC012646	Hydra|LOC105845602
OG0006211	Clytia|LOC012649	Hydra|LOC100210298
OG0006212	Clytia|LOC012652	Hydra|LOC100202047
OG0006213	Clytia|LOC012653	Hydra|LOC100199663
OG0006214	Clytia|LOC012654	ecd
OG0006215	Clytia|LOC012655	Hydra|LOC100197415
OG0006217	Clytia|LOC012669	Hydra|LOC100212727
OG0006219	Clytia|LOC012706	Hydra|LOC101239894
OG0006220	Clytia|LOC012712	Hydra|LOC100210037
OG0006221	Clytia|LOC012731	Hydra|LOC100208792
OG0006222	Clytia|LOC012735	Hydra|LOC101236590
OG0006223	Clytia|LOC012766	Hydra|LOC100205568
OG0006225	Clytia|LOC012784	Hydra|LOC100209249
OG0006226	Clytia|LOC012797	Hydra|LOC101235404
OG0006227	Clytia|LOC012798	Hydra|LOC100211293
OG0006229	Clytia|LOC012808, Clytia|LOC033620, Clytia|LOC019671	Hydra|LOC105844094
OG0006231	Clytia|LOC012825	Hydra|LOC100199081
OG0006232	Clytia|LOC012852	Hydra|LOC100201756
OG0006233	Clytia|LOC012855	Hydra|LOC100208708
OG0006234	Clytia|LOC012870	Hydra|LOC100206028
OG0006235	Clytia|LOC012871	Hydra|LOC100201178
OG0006236	Clytia|LOC012874	Hydra|LOC101238567
OG0006237	Clytia|LOC012877	Hydra|LOC100203843
OG0006238	Clytia|LOC012881	Hydra|LOC100214612
OG0006239	Clytia|LOC012882	Hydra|LOC100209171
OG0006240	Clytia|LOC012883	Hydra|LOC101236408
OG0006241	Clytia|LOC012903	Hydra|LOC124816658
OG0006242	Clytia|LOC012909	Hydra|LOC101239895
OG0006243	Clytia|LOC012912	Hydra|LOC100214984
OG0006244	Clytia|LOC012913	Hydra|LOC101234591
OG0006245	Clytia|LOC012945	Hydra|LOC100215128
OG0006246	Clytia|LOC012948	Hydra|LOC100211490
OG0006247	Clytia|LOC012951	Hydra|LOC100211537
OG0006248	Clytia|LOC012952	Hydra|LOC105847710
OG0006249	Clytia|LOC012969	Hydra|LOC100201462
OG0006250	Clytia|LOC012970	Hydra|LOC105845510
OG0006251	Clytia|LOC012972	Hydra|LOC105847469
OG0006252	Clytia|LOC012976	Hydra|LOC100199176
OG0006253	Clytia|LOC012977	Hydra|LOC100201622
OG0006254	Clytia|LOC012978	Hydra|LOC100209007
OG0006255	Clytia|LOC012979	Hydra|LOC100215841
OG0006256	Clytia|LOC012995	Hydra|LOC100204292
OG0006257	Clytia|LOC013013	Hydra|LOC101240901
OG0006258	Clytia|LOC013014	Hydra|LOC100208772
OG0006259	Clytia|LOC013016	Hydra|LOC100200645
OG0006260	Clytia|LOC013023	Hydra|LOC101235091
OG0006261	Clytia|LOC013029	Hydra|LOC100207807
OG0006262	Clytia|LOC013041	Hydra|LOC100214023
OG0006263	Clytia|LOC013081	Hydra|LOC100213299
OG0006264	Clytia|LOC013084	Hydra|LOC100211327
OG0006265	Clytia|LOC013098	Hydra|LOC100211789
OG0006266	Clytia|LOC013102	Hydra|LOC100205236
OG0006267	Clytia|LOC013110	Hydra|LOC100210543
OG0006268	Clytia|LOC013111	Hydra|LOC100212966
OG0006269	Clytia|LOC013112	Hydra|LOC100205631
OG0006272	Clytia|LOC013164	Hydra|LOC100211777
OG0006273	Clytia|LOC013165	Hydra|LOC105844177
OG0006274	Clytia|LOC013170	Hydra|LOC100213864
OG0006275	Clytia|LOC013171	Hydra|LOC100213566
OG0006276	Clytia|LOC013183	Hydra|LOC100201146
OG0006277	Clytia|LOC013189	Hydra|LOC100204164
OG0006278	Clytia|LOC013192	Hydra|LOC101234559
OG0006280	Clytia|LOC013207	Hydra|LOC100200912
OG0006281	Clytia|LOC013218	Hydra|LOC100213999
OG0006282	Clytia|LOC013235	Hydra|LOC100197646
OG0006283	Clytia|LOC013236	Hydra|LOC105844890
OG0006284	Clytia|LOC013237	Hydra|LOC101235827
OG0006285	Clytia|LOC013239	Hydra|LOC100203357
OG0006286	Clytia|LOC013241	Hydra|LOC100200823
OG0006287	Clytia|LOC013246	Hydra|LOC100210841
OG0006289	Clytia|LOC013271	Hydra|LOC105848964
OG0006290	Clytia|LOC013272	Hydra|LOC100201992
OG0006291	Clytia|LOC013273	Hydra|LOC100204766
OG0006292	Clytia|LOC013274	Hydra|LOC100203543
OG0006293	Clytia|LOC013301	Hydra|LOC100201390
OG0006294	Clytia|LOC013304	Hydra|LOC100206412
OG0006295	Clytia|LOC013307	Hydra|LOC100205201
OG0006296	Clytia|LOC013320	Hydra|LOC100210554
OG0006297	Clytia|LOC013321	Hydra|LOC100199637
OG0006298	Clytia|LOC013323	Hydra|LOC100215995
OG0006299	Clytia|LOC013324	Hydra|LOC100211221
OG0006300	Clytia|LOC013326	Hydra|LOC100205449
OG0006301	Clytia|LOC013331	Hydra|LOC100209077
OG0006302	Clytia|LOC013337	Hydra|LOC100197055
OG0006303	Clytia|LOC013353	Hydra|LOC100206510
OG0006304	Clytia|LOC013355	Hydra|LOC105843168
OG0006305	Clytia|LOC013370	Hydra|LOC101234408
OG0006306	Clytia|LOC013371	Hydra|LOC100215397
OG0006307	Clytia|LOC013374	Hydra|LOC100211577
OG0006308	Clytia|LOC013377	Hydra|LOC100212689
OG0006309	Clytia|LOC013378	Hydra|LOC101237804
OG0006310	Clytia|LOC013383	Hydra|LOC101238385
OG0006311	Clytia|LOC013397	Hydra|LOC100200676
OG0006312	Clytia|LOC013399	Hydra|LOC100198098
OG0006313	Clytia|LOC013404, Clytia|LOC022470, Clytia|LOC022164	Hydra|LOC105843244
OG0006315	Clytia|LOC013468	Hydra|LOC101241796
OG0006316	Clytia|LOC013483	Hydra|LOC100202053
OG0006317	Clytia|LOC013484	Hydra|LOC100213412
OG0006318	Clytia|LOC013485	Hydra|LOC100215976
OG0006319	Clytia|LOC030876, Clytia|LOC013486, Clytia|LOC030875	Hydra|LOC100211314
OG0006320	Clytia|LOC013487	Hydra|LOC100213002
OG0006322	Clytia|LOC013495	Hydra|LOC101237531
OG0006323	Clytia|LOC013519	Hydra|LOC100200758
OG0006324	Clytia|LOC013524	Hydra|LOC100214237
OG0006325	Clytia|LOC013525	Hydra|LOC100208664
OG0006326	Clytia|LOC013529	Hydra|LOC100206518
OG0006327	Clytia|LOC013530	Hydra|LOC101237426
OG0006328	Clytia|LOC013533	Hydra|LOC100204683
OG0006330	Clytia|LOC013548	Hydra|LOC100202023
OG0006331	Clytia|LOC013549	Hydra|LOC100203277
OG0006332	Clytia|LOC013553	Hydra|LOC100205377
OG0006333	Clytia|LOC013555	Hydra|LOC100212202
OG0006335	Clytia|LOC013564	Hydra|LOC100209432
OG0006336	Clytia|LOC013583	Hydra|LOC100206275
OG0006337	Clytia|LOC013588	Hydra|LOC101240794
OG0006338	Clytia|LOC013601	Hydra|LOC100202951
OG0006339	Clytia|LOC013608	Hydra|LOC100213124
OG0006340	Clytia|LOC013610	Hydra|LOC100208846
OG0006341	Clytia|LOC013625	Hydra|LOC101234335
OG0006342	Clytia|LOC013664	Hydra|LOC100205078
OG0006343	Clytia|LOC013673	Hydra|LOC100200521
OG0006344	Clytia|LOC013696	Hydra|LOC105848799
OG0006345	Clytia|LOC013697, Clytia|LOC038465	Hydra|LOC105846194
OG0006346	Clytia|LOC013738	Hydra|LOC100208408
OG0006347	Clytia|LOC013741	Hydra|LOC100210886
OG0006348	Clytia|LOC013742	Hydra|LOC100211585
OG0006349	Clytia|LOC013743	Hydra|LOC100203022
OG0006350	Clytia|LOC013752	Hydra|LOC100210980
OG0006351	Clytia|LOC013766	Hydra|LOC101236409
OG0006352	Clytia|LOC013776, Clytia|LOC036423	Hydra|LOC100198390
OG0006353	Clytia|LOC013784	Hydra|LOC100214271
OG0006354	Clytia|LOC013786	Hydra|LOC100212022
OG0006355	Clytia|LOC013789	Hydra|LOC100215770
OG0006356	Clytia|LOC013794	Hydra|LOC100203611
OG0006357	Clytia|LOC013809	Hydra|LOC100208133
OG0006358	Clytia|LOC013814	Hydra|LOC100214468
OG0006359	Clytia|LOC013815	Hydra|LOC100197520
OG0006360	Clytia|LOC013816, Clytia|LOC013819	Hydra|LOC100201087
OG0006361	Clytia|LOC013826	Hydra|LOC100211402
OG0006362	Clytia|LOC013829	Hydra|LOC124807022
OG0006363	Clytia|LOC013831	Hydra|LOC100210200
OG0006364	Clytia|LOC013833	Hydra|LOC100212506
OG0006365	Clytia|LOC013837	Hydra|LOC101236943
OG0006366	Clytia|LOC013839	Hydra|LOC100203494
OG0006367	Clytia|LOC013841	Hydra|LOC100208033
OG0006368	Clytia|LOC013855	Hydra|LOC101236706
OG0006369	Clytia|LOC013856	Hydra|LOC100209421
OG0006370	Clytia|LOC013864	Hydra|LOC100210060
OG0006371	Clytia|LOC013883	Hydra|LOC100211720
OG0006372	Clytia|LOC013887	Hydra|LOC100208588
OG0006373	Clytia|LOC013888	Hydra|LOC100200594
OG0006374	Clytia|LOC013889	Hydra|LOC100213621
OG0006375	Clytia|LOC013896	Hydra|LOC100215329
OG0006376	Clytia|LOC013897	Hydra|LOC100215536
OG0006377	Clytia|LOC013898	Hydra|LOC100198913
OG0006378	Clytia|LOC013899	Hydra|LOC100204427
OG0006379	Clytia|LOC013917	Hydra|LOC105845492
OG0006380	Clytia|LOC013919	Hydra|LOC100197315
OG0006381	Clytia|LOC013988	Hydra|LOC100204708
OG0006382	Clytia|LOC013999	Hydra|LOC100201285
OG0006383	Clytia|LOC014008	Hydra|LOC100212543
OG0006384	Clytia|LOC014009	Hydra|LOC101236496
OG0006385	Clytia|LOC014024	Hydra|LOC100197951
OG0006386	Clytia|LOC014056	Hydra|LOC100204640
OG0006388	Clytia|LOC014063	Hydra|LOC100197916
OG0006389	Clytia|LOC014065	Hydra|LOC100214605
OG0006390	Clytia|LOC014094	Hydra|LOC100198714
OG0006391	Clytia|LOC014115	Hydra|LOC100212659
OG0006392	Clytia|LOC014121	Hydra|LOC100199685
OG0006393	Clytia|LOC014122	Hydra|LOC100212467
OG0006394	Clytia|LOC014142	Hydra|LOC100209406
OG0006395	Clytia|LOC014161	Hydra|LOC100209980
OG0006396	Clytia|LOC014163	Hydra|LOC100212287
OG0006397	Clytia|LOC014185	Hydra|LOC100211290
OG0006398	Clytia|LOC014186	Hydra|LOC100199208
OG0006399	Clytia|LOC014190	Hydra|LOC101238367
OG0006400	Clytia|LOC014195	Hydra|LOC100214361
OG0006401	Clytia|LOC014202	Hydra|LOC124811624
OG0006402	Clytia|LOC014205	Hydra|LOC100211299
OG0006403	Clytia|LOC014215	Hydra|LOC100212562
OG0006404	Clytia|LOC014218	Hydra|LOC100198291
OG0006405	Clytia|LOC014219	Hydra|LOC100198206
OG0006406	Clytia|LOC014224	Hydra|LOC124812686, Hydra|LOC124813256, Hydra|LOC124813919, Hydra|LOC105847515
OG0006408	Clytia|LOC014251	Hydra|LOC100205758
OG0006409	Clytia|LOC014271	Hydra|LOC100199130
OG0006410	Clytia|LOC014293	Hydra|LOC100198118
OG0006411	Clytia|LOC014301	Hydra|LOC100208828
OG0006412	Clytia|LOC014322	Hydra|LOC100214976
OG0006413	Clytia|LOC014332	Hydra|LOC100202916
OG0006414	Clytia|LOC014348	Hydra|LOC101240117
OG0006415	Clytia|LOC014358	Hydra|LOC100203414
OG0006416	Clytia|LOC014391	Hydra|LOC100202086
OG0006417	Clytia|LOC014395	Hydra|LOC100215800
OG0006418	Clytia|LOC014407	Hydra|LOC100208640
OG0006419	Clytia|LOC014408	Hydra|LOC100210672
OG0006420	Clytia|LOC014431	Hydra|LOC100201387
OG0006421	Clytia|LOC014432	Hydra|LOC105848813
OG0006422	Clytia|LOC014438	Hydra|LOC100210023
OG0006423	Clytia|LOC014439	Hydra|LOC100209856
OG0006424	Clytia|LOC014440	Hydra|LOC100211425
OG0006425	Clytia|LOC014441	Hydra|LOC100203706
OG0006426	Clytia|LOC014448	Hydra|LOC100215973
OG0006427	Clytia|LOC014486, Clytia|LOC040984	Hydra|LOC101241437
OG0006429	Clytia|LOC014516	Hydra|LOC101241363
OG0006430	Clytia|LOC014521	Hydra|LOC101241426
OG0006431	Clytia|LOC014526	Hydra|LOC100205337
OG0006432	Clytia|LOC014544	Hydra|LOC100198802
OG0006433	Clytia|LOC014548	Hydra|LOC100200766
OG0006434	Clytia|LOC014552	Hydra|LOC100197240
OG0006435	Clytia|LOC014554	Hydra|LOC105845188
OG0006436	Clytia|LOC014564	Hydra|LOC100211709
OG0006437	Clytia|LOC014566	Hydra|LOC100203849
OG0006438	Clytia|LOC014579	Hydra|LOC101237090
OG0006439	Clytia|LOC014582	Hydra|LOC100210252
OG0006440	Clytia|LOC014588	Hydra|LOC100202888
OG0006441	Clytia|LOC014589	Hydra|LOC100205021
OG0006442	Clytia|LOC014596	Hydra|LOC124809151
OG0006443	Clytia|LOC014602	Hydra|LOC100215219
OG0006444	Clytia|LOC014603	Hydra|LOC100203125
OG0006445	Clytia|LOC014607	Hydra|LOC100210358
OG0006446	Clytia|LOC014609	Hydra|LOC105848289
OG0006447	Clytia|LOC014625	Hydra|LOC100199350
OG0006448	Clytia|LOC014632	Hydra|LOC101236448
OG0006449	Clytia|LOC014634	Hydra|LOC105843081
OG0006450	Clytia|LOC014635	Hydra|LOC100207230
OG0006451	Clytia|LOC014651	Hydra|LOC100203346
OG0006452	Clytia|LOC014670	Hydra|LOC100198325
OG0006453	Clytia|LOC014671	Hydra|LOC101240572
OG0006454	Clytia|LOC014677	Hydra|LOC101237433
OG0006455	Clytia|LOC014693	Hydra|LOC100215375
OG0006456	Clytia|LOC014707	Hydra|LOC100210289
OG0006457	Clytia|LOC014719	Hydra|LOC100198455
OG0006458	Clytia|LOC014728	Hydra|LOC100201401
OG0006459	Clytia|LOC014762	Hydra|LOC100192291
OG0006460	Clytia|LOC014766	Hydra|LOC100198877
OG0006461	Clytia|LOC017960, Clytia|LOC014781	Hydra|LOC100205576
OG0006462	Clytia|LOC014786	Hydra|LOC101238082
OG0006463	Clytia|LOC014793	Hydra|LOC100199117
OG0006464	Clytia|LOC014798	Hydra|LOC100204077
OG0006465	Clytia|LOC014799	Hydra|LOC100209767
OG0006466	Clytia|LOC014807	Hydra|LOC100198946
OG0006467	Clytia|LOC014814	Hydra|LOC100198910
OG0006468	Clytia|LOC014815	Hydra|LOC100210923
OG0006469	Clytia|LOC014820	Hydra|LOC100204379
OG0006470	Clytia|LOC014822	Hydra|LOC100207060
OG0006471	Clytia|LOC014841	Hydra|LOC100203559
OG0006472	Clytia|LOC014842	Hydra|LOC100207157
OG0006473	Clytia|LOC043489, Clytia|LOC014901	Hydra|LOC124814436
OG0006474	Clytia|LOC014909	Hydra|LOC101238684
OG0006475	Clytia|LOC014916	Hydra|LOC100207189
OG0006476	Clytia|LOC014917	Hydra|LOC100201325
OG0006477	Clytia|LOC014919	Hydra|LOC100210057
OG0006478	Clytia|LOC014938	Hydra|LOC100206908
OG0006479	Clytia|LOC014945	Hydra|LOC100209037
OG0006480	Clytia|LOC014959	Hydra|LOC101241013
OG0006481	Clytia|LOC014991	Hydra|LOC100204685
OG0006482	Clytia|LOC015013	Hydra|LOC100211373
OG0006483	Clytia|LOC015014	Hydra|LOC100204508
OG0006484	Clytia|LOC015016	Hydra|LOC100202681
OG0006485	Clytia|LOC015017	Hydra|LOC100208352
OG0006486	Clytia|LOC015039	Hydra|LOC100202243
OG0006487	Clytia|LOC015046	Hydra|LOC100211670
OG0006488	Clytia|LOC015047	Hydra|LOC100215274
OG0006489	Clytia|LOC015054	Hydra|LOC100210418
OG0006490	Clytia|LOC015102	Hydra|LOC101239635
OG0006491	Clytia|LOC015106	Hydra|LOC101234687
OG0006492	Clytia|LOC015112	Hydra|LOC100203159
OG0006493	Clytia|LOC015115	Hydra|LOC100212878
OG0006494	Clytia|LOC023716, Clytia|LOC015116	Hydra|LOC100201710
OG0006495	Clytia|LOC015117, Clytia|LOC015126	Hydra|LOC105843806
OG0006496	Clytia|LOC015121	Hydra|LOC100210167
OG0006497	Clytia|LOC015122	Hydra|LOC101234934
OG0006498	Clytia|LOC015136	Hydra|LOC100208691
OG0006499	Clytia|LOC015142	Hydra|LOC100214695
OG0006500	Clytia|LOC015159	Hydra|LOC100202807
OG0006501	Clytia|LOC015160	Hydra|LOC100199218
OG0006502	Clytia|LOC015178	Hydra|LOC100212875
OG0006503	Clytia|LOC019152, Clytia|LOC015184	Hydra|LOC100203270
OG0006504	Clytia|LOC015185	Hydra|LOC105843285
OG0006505	Clytia|LOC015186	Hydra|LOC100214592
OG0006506	Clytia|LOC015187	Hydra|LOC100198305
OG0006508	Clytia|LOC015217	Hydra|LOC100209610
OG0006509	Clytia|LOC015218	Hydra|LOC100198454
OG0006510	Clytia|LOC015224	Hydra|LOC101239412
OG0006512	Clytia|LOC015283	Hydra|LOC100212340
OG0006514	Clytia|LOC015338	Hydra|LOC101240736
OG0006515	Clytia|LOC015357	Hydra|LOC100208025
OG0006516	Clytia|LOC015359	Hydra|LOC100198694
OG0006517	Clytia|LOC015363	Hydra|LOC101236710
OG0006518	Clytia|LOC015378	Hydra|LOC100215923
OG0006519	Clytia|LOC015394	Hydra|LOC124814471
OG0006520	Clytia|LOC015404	hywnt1
OG0006521	Clytia|LOC015416	Hydra|LOC100201323
OG0006522	Clytia|LOC015433	Hydra|LOC100200130
OG0006526	Clytia|LOC015485	Hydra|LOC100206948
OG0006527	Clytia|LOC015491	Hydra|LOC100207255
OG0006528	Clytia|LOC015492	Hydra|LOC100198869
OG0006529	Clytia|LOC015494	Hydra|LOC105845760
OG0006530	Clytia|LOC015509	Hydra|LOC100210364
OG0006531	Clytia|LOC015533	Hydra|LOC100213114
OG0006532	Clytia|LOC015548	Hydra|LOC101238484
OG0006533	Clytia|LOC015556	Hydra|LOC101239168
OG0006534	Clytia|LOC015560	Hydra|LOC100198392
OG0006536	Clytia|LOC015596	Hydra|LOC100192290
OG0006537	Clytia|LOC015606	Hydra|LOC100215532
OG0006539	Clytia|LOC015637	Hydra|LOC100214520
OG0006540	Clytia|LOC015638	Hydra|LOC100200092
OG0006541	Clytia|LOC015649	Hydra|LOC100197791
OG0006542	Clytia|LOC015668	Hydra|LOC100201243
OG0006543	Clytia|LOC015672	Hydra|LOC100203787
OG0006544	Clytia|LOC015686	Hydra|LOC100212691
OG0006546	Clytia|LOC015708	Hydra|LOC100198460
OG0006547	Clytia|LOC015709	Hydra|LOC100200716
OG0006548	Clytia|LOC015721	Hydra|LOC101234717
OG0006549	Clytia|LOC015731	Hydra|LOC100206370
OG0006550	Clytia|LOC015732	Hydra|LOC100200477
OG0006551	Clytia|LOC015752	Hydra|LOC100198293
OG0006552	Clytia|LOC015753	Hydra|LOC100210210
OG0006553	Clytia|LOC015754	Hydra|LOC100211216
OG0006554	Clytia|LOC015756	Hydra|LOC100200675
OG0006555	Clytia|LOC015757	Hydra|LOC100212246, Hydra|LOC100197995
OG0006556	Clytia|LOC015763	Hydra|LOC100210533
OG0006557	Clytia|LOC015769	Hydra|LOC100197357
OG0006558	Clytia|LOC015773	Hydra|LOC100202795
OG0006559	Clytia|LOC015795	Hydra|LOC100208297
OG0006560	Clytia|LOC015827	Hydra|LOC100201966
OG0006561	Clytia|LOC015829	Hydra|LOC100204266
OG0006562	Clytia|LOC015830	Hydra|LOC100212250
OG0006564	Clytia|LOC015877	Hydra|LOC100210641
OG0006565	Clytia|LOC015878	Hydra|LOC100204680
OG0006567	Clytia|LOC015888	Hydra|LOC100210809
OG0006568	Clytia|LOC015897	Hydra|LOC100205553
OG0006569	Clytia|LOC015941	Hydra|LOC101238687
OG0006570	Clytia|LOC015943	Hydra|LOC100215455
OG0006571	Clytia|LOC015952	Hydra|LOC100214056
OG0006572	Clytia|LOC016014	Hydra|LOC100208911
OG0006573	Clytia|LOC016072	Hydra|LOC100199004
OG0006574	Clytia|LOC016076	Hydra|LOC100207177
OG0006575	Clytia|LOC016102	Hydra|LOC100207168
OG0006576	Clytia|LOC016106	Hydra|LOC100201274
OG0006578	Clytia|LOC016108	Hydra|LOC100199238
OG0006579	Clytia|LOC016124	Hydra|LOC100198050
OG0006580	Clytia|LOC016125	Hydra|LOC105845403
OG0006581	Clytia|LOC016126	Hydra|LOC100200697
OG0006582	Clytia|LOC016152	Hydra|LOC100197903
OG0006584	Clytia|LOC016170	Hydra|LOC100208132
OG0006585	Clytia|LOC016171	Hydra|LOC101235467
OG0006587	Clytia|LOC016186	Hydra|LOC100204516
OG0006588	Clytia|LOC016190	Hydra|LOC100210830
OG0006590	Clytia|LOC016211	Hydra|LOC100200793
OG0006591	Clytia|LOC016213	Hydra|LOC101238257
OG0006592	Clytia|LOC016214	Hydra|LOC105844532
OG0006593	Clytia|LOC016224	Hydra|LOC105848157
OG0006594	Clytia|LOC016225	Hydra|LOC100198167
OG0006595	Clytia|LOC016231	Hydra|LOC100212895
OG0006596	Clytia|LOC016264	Hydra|LOC100205561
OG0006597	Clytia|LOC016269	Hydra|LOC100210082
OG0006598	Clytia|LOC016273	Hydra|LOC100209074
OG0006599	Clytia|LOC016279	Hydra|LOC100203012
OG0006600	Clytia|LOC016293	Hydra|LOC100203870
OG0006601	Clytia|LOC016294	Hydra|LOC100214974
OG0006602	Clytia|LOC016306	Hydra|LOC100197245
OG0006603	Clytia|LOC016310	Hydra|LOC100206397
OG0006604	Clytia|LOC016311	Hydra|LOC100213111
OG0006605	Clytia|LOC016316	Hydra|LOC101236819
OG0006606	Clytia|LOC016332	Hydra|LOC100207607
OG0006607	Clytia|LOC016339	Hydra|LOC100203080
OG0006608	Clytia|LOC016341	Hydra|LOC101241763
OG0006609	Clytia|LOC016369	Hydra|LOC100203183
OG0006610	Clytia|LOC016402	Hydra|LOC100213064
OG0006611	Clytia|LOC016403	Hydra|LOC101237615
OG0006612	Clytia|LOC016413	Hydra|LOC101237508
OG0006613	Clytia|LOC016441	Hydra|LOC100200612
OG0006614	Clytia|LOC016504	Hydra|LOC100199634
OG0006615	Clytia|LOC016539	Hydra|LOC124815383
OG0006616	Clytia|LOC016541	Hydra|LOC101236702
OG0006617	Clytia|LOC016542	Hydra|LOC105845897
OG0006618	Clytia|LOC016545	Hydra|LOC100203522
OG0006619	Clytia|LOC016549	Hydra|LOC100209410
OG0006620	Clytia|LOC016552	Hydra|LOC100214249
OG0006621	Clytia|LOC016582	Hydra|LOC100212367
OG0006622	Clytia|LOC016598	Hydra|LOC101240473
OG0006623	Clytia|LOC016638	Hydra|LOC100199523
OG0006624	Clytia|LOC016674	Hydra|LOC100197581
OG0006625	Clytia|LOC016680	Hydra|LOC100208917
OG0006626	Clytia|LOC016682	Hydra|LOC100204476
OG0006627	Clytia|LOC016731	Hydra|LOC101240225
OG0006628	Clytia|LOC016733	Hydra|LOC101239359
OG0006629	Clytia|LOC016734	Hydra|LOC101239969
OG0006630	Clytia|LOC016735	Hydra|LOC100210083
