Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydractiniaProteins
OG0005695	Clytia|LOC008576	Hydractinia|LOC130649422
OG0005696	Clytia|LOC008578	Hydractinia|LOC130649610
OG0005697	Clytia|LOC008579	Hydractinia|LOC130648809
OG0005698	Clytia|LOC008585, Clytia|LOC035233	Hydractinia|LOC130656173
OG0005699	Clytia|LOC008588	Hydractinia|LOC130649421
OG0005700	Clytia|LOC008591	Hydractinia|LOC130648824
OG0005701	Clytia|LOC008617	Hydractinia|LOC130644271
OG0005702	Clytia|LOC008618	Hydractinia|LOC130644627
OG0005703	Clytia|LOC008620	Hydractinia|LOC130630435
OG0005704	Clytia|LOC008621	Hydractinia|LOC130645542
OG0005705	Clytia|LOC008629	Hydractinia|LOC130640859
OG0005706	Clytia|LOC008631	Hydractinia|LOC130644359
OG0005707	Clytia|LOC008651	Hydractinia|LOC130645748
OG0005708	Clytia|LOC008653	Hydractinia|LOC130644776
OG0005709	Clytia|LOC008654	Hydractinia|LOC130644763
OG0005710	Clytia|LOC008655	Hydractinia|LOC130645277
OG0005711	Clytia|LOC008697, Clytia|LOC018886, Clytia|LOC008669, Clytia|LOC018887	Hydractinia|LOC130644912
OG0005712	Clytia|LOC008676	Hydractinia|LOC130644612
OG0005713	Clytia|LOC008685	Hydractinia|LOC130612074, Hydractinia|LOC130648670, Hydractinia|LOC130649496, Hydractinia|LOC130644978
OG0005714	Clytia|LOC008707	Hydractinia|LOC130648982
OG0005715	Clytia|LOC008708	Hydractinia|LOC130649220
OG0005716	Clytia|LOC008716	Hydractinia|LOC130648847
OG0005717	Clytia|LOC008737	Hydractinia|LOC130657154
OG0005718	Clytia|LOC008738	Hydractinia|LOC130656249
OG0005719	Clytia|LOC008743	Hydractinia|LOC130656340
OG0005720	Clytia|LOC008758	Hydractinia|LOC130656604
OG0005722	Clytia|LOC008840	Hydractinia|LOC130645872
OG0005723	Clytia|LOC008841	Hydractinia|LOC130646625
OG0005724	Clytia|LOC008848	Hydractinia|LOC130646345
OG0005725	Clytia|LOC008852	Hydractinia|LOC130637091, Hydractinia|LOC130635816
OG0005726	Clytia|LOC008859	Hydractinia|LOC130646409
OG0005727	Clytia|LOC008877	Hydractinia|LOC130644995
OG0005728	Clytia|LOC008882	Hydractinia|LOC130644211
OG0005729	Clytia|LOC035141, Clytia|LOC008885	Hydractinia|LOC130623710
OG0005731	Clytia|LOC008894	Hydractinia|LOC130646204, Hydractinia|LOC130644210
OG0005732	Clytia|LOC008900	Hydractinia|LOC130644180, Hydractinia|LOC130646179
OG0005733	Clytia|LOC008920	Hydractinia|LOC130630236
OG0005734	Clytia|LOC008924	Hydractinia|LOC130630235
OG0005735	Clytia|LOC008929	Hydractinia|LOC130629458
OG0005736	Clytia|LOC008939	Hydractinia|LOC130630316
OG0005737	Clytia|LOC008940	Hydractinia|LOC130629460
OG0005738	Clytia|LOC008941	Hydractinia|LOC130629462
OG0005740	Clytia|LOC008963	Hydractinia|LOC130647849
OG0005741	Clytia|LOC008998	Hydractinia|LOC130640001
OG0005742	Clytia|LOC009009, Clytia|LOC008999	Hydractinia|LOC130639916, Hydractinia|LOC130642839
OG0005743	Clytia|LOC009008	Hydractinia|LOC130643069
OG0005744	Clytia|LOC009021	Hydractinia|LOC130641711
OG0005745	Clytia|LOC009023	Hydractinia|LOC130641863
OG0005746	Clytia|LOC009024	Hydractinia|LOC130641861
OG0005747	Clytia|LOC009055	Hydractinia|LOC130645354
OG0005748	Clytia|LOC009056	Hydractinia|LOC130645638
OG0005749	Clytia|LOC009067	Hydractinia|LOC130645072
OG0005750	Clytia|LOC009085	Hydractinia|LOC130641252
OG0005751	Clytia|LOC009086	Hydractinia|LOC130641255
OG0005752	Clytia|LOC009087	Hydractinia|LOC130641253
OG0005754	Clytia|LOC009099	Hydractinia|LOC130641571
OG0005755	Clytia|LOC009100	Hydractinia|LOC130641229
OG0005756	Clytia|LOC009122	Hydractinia|LOC130641080
OG0005757	Clytia|LOC009125	Hydractinia|LOC130640683
OG0005758	Clytia|LOC009127, Clytia|LOC018094	Hydractinia|LOC130622046
OG0005759	Clytia|LOC009142	Hydractinia|LOC130622657
OG0005760	Clytia|LOC009143	Hydractinia|LOC130621967
OG0005761	Clytia|LOC009166	Hydractinia|LOC130647919
OG0005762	Clytia|LOC009167	Hydractinia|LOC130647921
OG0005763	Clytia|LOC009170	Hydractinia|LOC130647396
OG0005764	Clytia|LOC009171	Hydractinia|LOC130647402
OG0005765	Clytia|LOC009172	Hydractinia|LOC130647439
OG0005766	Clytia|LOC009173	Hydractinia|LOC130647404
OG0005767	Clytia|LOC009175	Hydractinia|LOC130647915
OG0005768	Clytia|LOC009177	Hydractinia|LOC130646994
OG0005769	Clytia|LOC009178	Hydractinia|LOC130647441
OG0005770	Clytia|LOC009194, Clytia|LOC009195, Clytia|LOC009208	Hydractinia|LOC130647021
OG0005771	Clytia|LOC009199	Hydractinia|LOC130647908
OG0005772	Clytia|LOC009204	Hydractinia|LOC130646955
OG0005773	Clytia|LOC009209	Hydractinia|LOC130646968
OG0005774	Clytia|LOC009211	Hydractinia|LOC130648837
OG0005775	Clytia|LOC009231	Hydractinia|LOC130614842
OG0005776	Clytia|LOC009232	Hydractinia|LOC130614159
OG0005777	Clytia|LOC009234	Hydractinia|LOC130628950
OG0005778	Clytia|LOC009235	Hydractinia|LOC130613952
OG0005779	Clytia|LOC009236	Hydractinia|LOC130613954
OG0005780	Clytia|LOC009244	Hydractinia|LOC130613698
OG0005781	Clytia|LOC009246	Hydractinia|LOC130614162
OG0005782	Clytia|LOC009247, Clytia|LOC012057	Hydractinia|LOC130645189
OG0005783	Clytia|LOC009249	Hydractinia|LOC130613836
OG0005784	Clytia|LOC009263	Hydractinia|LOC130614619
OG0005785	Clytia|LOC044672, Clytia|LOC009274, Clytia|LOC009264	Hydractinia|LOC130644775
OG0005786	Clytia|LOC009266	Hydractinia|LOC130614626
OG0005787	Clytia|LOC009267	Hydractinia|LOC130614800
OG0005788	Clytia|LOC038296, Clytia|LOC009275, Clytia|LOC022851	Hydractinia|LOC130636643
OG0005789	Clytia|LOC009277	Hydractinia|LOC130614441
OG0005790	Clytia|LOC009321	Hydractinia|LOC130614038
OG0005791	Clytia|LOC009323	Hydractinia|LOC130614334
OG0005792	Clytia|LOC009324	Hydractinia|LOC130614345
OG0005793	Clytia|LOC009325	Hydractinia|LOC130614476
OG0005794	Clytia|LOC009326	Hydractinia|LOC130614008
OG0005795	Clytia|LOC009327	Hydractinia|LOC130614856
OG0005796	Clytia|LOC009343	Hydractinia|LOC130662280
OG0005799	Clytia|LOC009367	Hydractinia|LOC130662659
OG0005800	Clytia|LOC023016, Clytia|LOC023017, Clytia|LOC009380	Hydractinia|LOC130645967, Hydractinia|LOC130642322
OG0005801	Clytia|LOC014491, Clytia|LOC009395, Clytia|LOC009394, Clytia|LOC014490	Hydractinia|LOC130630620
OG0005802	Clytia|LOC009401	Hydractinia|LOC130628755
OG0005803	Clytia|LOC009407	Hydractinia|LOC130628756
OG0005804	Clytia|LOC009430	Hydractinia|LOC130623568
OG0005805	Clytia|LOC009432	Hydractinia|LOC130622860
OG0005806	Clytia|LOC009435, Clytia|LOC009445	Hydractinia|LOC130624194
OG0005807	Clytia|LOC009439	Hydractinia|LOC130623728
OG0005808	Clytia|LOC009440	Hydractinia|LOC130623725
OG0005809	Clytia|LOC009455	Hydractinia|LOC130623727
OG0005810	Clytia|LOC009470	Hydractinia|LOC130625816
OG0005811	Clytia|LOC009476, Clytia|LOC009483, Clytia|LOC028515	Hydractinia|LOC130625110
OG0005812	Clytia|LOC009479	Hydractinia|LOC130626171
OG0005813	Clytia|LOC009484	Hydractinia|LOC130625660
OG0005814	Clytia|LOC009485	Hydractinia|LOC130625363
OG0005815	Clytia|LOC036127, Clytia|LOC009493	Hydractinia|LOC130623908
OG0005816	Clytia|LOC009498	Hydractinia|LOC130624112
OG0005817	Clytia|LOC009528	Hydractinia|LOC130649507
OG0005818	Clytia|LOC009530	Hydractinia|LOC130648896
OG0005819	Clytia|LOC009539, Clytia|LOC027166	Hydractinia|LOC130648927
OG0005821	Clytia|LOC009552	Hydractinia|LOC130649095, Hydractinia|LOC130649256
OG0005822	Clytia|LOC009559	Hydractinia|LOC130656353
OG0005823	Clytia|LOC009571	Hydractinia|LOC130656350
OG0005824	Clytia|LOC009572	Hydractinia|LOC130656346
OG0005825	Clytia|LOC009576	Hydractinia|LOC130656396
OG0005827	Clytia|LOC009594	Hydractinia|LOC130646950
OG0005828	Clytia|LOC009599	Hydractinia|LOC130647471
OG0005829	Clytia|LOC009601	Hydractinia|LOC130647010
OG0005830	Clytia|LOC009613	Hydractinia|LOC130647935
OG0005831	Clytia|LOC009634	Hydractinia|LOC130647623
OG0005832	Clytia|LOC009636	Hydractinia|LOC130647189
OG0005833	Clytia|LOC009640	Hydractinia|LOC130647830
OG0005834	Clytia|LOC009655, Clytia|LOC009654	Hydractinia|LOC130647318, Hydractinia|LOC130648125
OG0005835	Clytia|LOC009656	Hydractinia|LOC130647374
OG0005836	Clytia|LOC009671	Hydractinia|LOC130641680
OG0005837	Clytia|LOC009673	Hydractinia|LOC130641887
OG0005838	Clytia|LOC009683	Hydractinia|LOC130641330
OG0005839	Clytia|LOC009684	Hydractinia|LOC130641377
OG0005840	Clytia|LOC009686	Hydractinia|LOC130642102
OG0005841	Clytia|LOC009690	Hydractinia|LOC130641890
OG0005842	Clytia|LOC009693	Hydractinia|LOC130641000
OG0005843	Clytia|LOC009696	Hydractinia|LOC130640965
OG0005844	Clytia|LOC009705	Hydractinia|LOC130642251
OG0005845	Clytia|LOC009714	Hydractinia|LOC130657966
OG0005846	Clytia|LOC009716	Hydractinia|LOC130657963
OG0005847	Clytia|LOC009718	Hydractinia|LOC130657870
OG0005848	Clytia|LOC009719	Hydractinia|LOC130656010
OG0005849	Clytia|LOC009721	Hydractinia|LOC130656328
OG0005850	Clytia|LOC009722	Hydractinia|LOC130656188
OG0005851	Clytia|LOC009723	Hydractinia|LOC130656192
OG0005852	Clytia|LOC009727	Hydractinia|LOC130656200
OG0005853	Clytia|LOC009731	Hydractinia|LOC130656231
OG0005854	Clytia|LOC009733	Hydractinia|LOC130657436
OG0005855	Clytia|LOC009760	Hydractinia|LOC130654860
OG0005856	Clytia|LOC009762	Hydractinia|LOC130654152
OG0005857	Clytia|LOC009765	Hydractinia|LOC130655720
OG0005858	Clytia|LOC009772	Hydractinia|LOC130626149, Hydractinia|LOC130646042, Hydractinia|LOC130626074, Hydractinia|LOC130625708
OG0005859	Clytia|LOC009778	Hydractinia|LOC130629280
OG0005860	Clytia|LOC009782	Hydractinia|LOC130655242
OG0005861	Clytia|LOC009787	Hydractinia|LOC130640887
OG0005862	Clytia|LOC009791	Hydractinia|LOC130612402
OG0005863	Clytia|LOC009793	Hydractinia|LOC130662350
OG0005864	Clytia|LOC009802	Hydractinia|LOC130641621
OG0005865	Clytia|LOC009803	Hydractinia|LOC130640863
OG0005866	Clytia|LOC009824	Hydractinia|LOC130662277
OG0005867	Clytia|LOC009836	Hydractinia|LOC130640907
OG0005868	Clytia|LOC009845	Hydractinia|LOC130642348
OG0005869	Clytia|LOC009848	Hydractinia|LOC130641562
OG0005870	Clytia|LOC009850	Hydractinia|LOC130640915
OG0005871	Clytia|LOC009852	Hydractinia|LOC130640861
OG0005872	Clytia|LOC009860	Hydractinia|LOC130641421
OG0005873	Clytia|LOC009887	Hydractinia|LOC130657443
OG0005874	Clytia|LOC009894	Hydractinia|LOC130657310
OG0005875	Clytia|LOC009896	Hydractinia|LOC130656235
OG0005877	Clytia|LOC009917	Hydractinia|LOC130657445
OG0005878	Clytia|LOC009933	Hydractinia|LOC130624018
OG0005879	Clytia|LOC009934	Hydractinia|LOC130624020
OG0005880	Clytia|LOC009940	Hydractinia|LOC130623920
OG0005881	Clytia|LOC009941	Hydractinia|LOC130623311
OG0005882	Clytia|LOC009965	Hydractinia|LOC130622031
OG0005883	Clytia|LOC009975	Hydractinia|LOC130621136
OG0005884	Clytia|LOC009980	Hydractinia|LOC130621144
OG0005885	Clytia|LOC009981	Hydractinia|LOC130622528
OG0005886	Clytia|LOC010012	Hydractinia|LOC130647742
OG0005887	Clytia|LOC010013	Hydractinia|LOC130623501
OG0005888	Clytia|LOC010017	Hydractinia|LOC130623445
OG0005889	Clytia|LOC010018	Hydractinia|LOC130623449
OG0005890	Clytia|LOC010035	Hydractinia|LOC130623450
OG0005891	Clytia|LOC010036	Hydractinia|LOC130636738
OG0005892	Clytia|LOC010039	Hydractinia|LOC130636676
OG0005893	Clytia|LOC010045	Hydractinia|LOC130636422
OG0005894	Clytia|LOC010049	Hydractinia|LOC130636297
OG0005895	Clytia|LOC010057	Hydractinia|LOC130636300
OG0005896	Clytia|LOC010065	Hydractinia|LOC130636675
OG0005897	Clytia|LOC010075	Hydractinia|LOC130630032
OG0005899	Clytia|LOC010126	Hydractinia|LOC130654808
OG0005901	Clytia|LOC010146	Hydractinia|LOC130647479
OG0005902	Clytia|LOC010152	Hydractinia|LOC130647647
OG0005903	Clytia|LOC010177	Hydractinia|LOC130647729
OG0005904	Clytia|LOC038147, Clytia|LOC015278, Clytia|LOC015271, Clytia|LOC010187	Hydractinia|LOC130653816
OG0005905	Clytia|LOC010204	Hydractinia|LOC130646925
OG0005906	Clytia|LOC010215	Hydractinia|LOC130636707
OG0005907	Clytia|LOC010219	Hydractinia|LOC130654709
OG0005908	Clytia|LOC010224	Hydractinia|LOC130654022
OG0005909	Clytia|LOC030002, Clytia|LOC010225	Hydractinia|LOC130655721
OG0005910	Clytia|LOC010229	Hydractinia|LOC130656049
OG0005911	Clytia|LOC010230	Hydractinia|LOC130654138
OG0005912	Clytia|LOC010235	Hydractinia|LOC130654710
OG0005913	Clytia|LOC010244	Hydractinia|LOC130655285
OG0005914	Clytia|LOC010258	Hydractinia|LOC130654445
OG0005915	Clytia|LOC010259	Hydractinia|LOC130654692
OG0005916	Clytia|LOC010268	Hydractinia|LOC130654609
OG0005917	Clytia|LOC010269	Hydractinia|LOC130654613
OG0005918	Clytia|LOC010270	Hydractinia|LOC130655588
OG0005919	Clytia|LOC010272	Hydractinia|LOC130655299
OG0005920	Clytia|LOC027578, Clytia|LOC010275	Hydractinia|LOC130655662
OG0005921	Clytia|LOC010276	Hydractinia|LOC130655666
OG0005922	Clytia|LOC010289	Hydractinia|LOC130629954, Hydractinia|LOC130614468, Hydractinia|LOC130630090, Hydractinia|LOC130630523
OG0005923	Clytia|LOC010298	Hydractinia|LOC130645428
OG0005924	Clytia|LOC010300	Hydractinia|LOC130645434
OG0005925	Clytia|LOC010304	Hydractinia|LOC130646177, Hydractinia|LOC130644179
OG0005926	Clytia|LOC010309	Hydractinia|LOC130645433
OG0005927	Clytia|LOC010311	Hydractinia|LOC130644234
OG0005928	Clytia|LOC010312	Hydractinia|LOC130645424
OG0005929	Clytia|LOC010342	Hydractinia|LOC130662302
OG0005930	Clytia|LOC010343	Hydractinia|LOC130612920
OG0005931	Clytia|LOC010345	Hydractinia|LOC130662483
OG0005932	Clytia|LOC010352	Hydractinia|LOC130612495
OG0005933	Clytia|LOC010368	Hydractinia|LOC130612067
OG0005934	Clytia|LOC010377	Hydractinia|LOC130612725
OG0005935	Clytia|LOC010380	Hydractinia|LOC130662654
OG0005936	Clytia|LOC010383	Hydractinia|LOC130662411
OG0005937	Clytia|LOC010384	Hydractinia|LOC130662340
OG0005938	Clytia|LOC010406	Hydractinia|LOC130625282
OG0005939	Clytia|LOC010409	Hydractinia|LOC130625515
OG0005940	Clytia|LOC010413	Hydractinia|LOC130626199
OG0005941	Clytia|LOC010445	Hydractinia|LOC130641384
OG0005942	Clytia|LOC010455	Hydractinia|LOC130641791
OG0005943	Clytia|LOC010456	Hydractinia|LOC130641428
OG0005944	Clytia|LOC034334, Clytia|LOC010905, Clytia|LOC010476	Hydractinia|LOC130612374, Hydractinia|LOC130613063
OG0005945	Clytia|LOC010490	Hydractinia|LOC130612909
OG0005946	Clytia|LOC010504	Hydractinia|LOC130645048
OG0005948	Clytia|LOC010523	Hydractinia|LOC130630414
OG0005949	Clytia|LOC013398, Clytia|LOC021008, Clytia|LOC021007, Clytia|LOC010531	Hydractinia|LOC130628735
OG0005950	Clytia|LOC010548	Hydractinia|LOC130655101
OG0005951	Clytia|LOC010554	Hydractinia|LOC130656070
OG0005952	Clytia|LOC010555, Clytia|LOC045120	Hydractinia|LOC130657441
OG0005953	Clytia|LOC010576	Hydractinia|LOC130641589
OG0005953	Clytia|LOC039412, Clytia|LOC029023	Hydractinia|LOC130646091
OG0005955	Clytia|LOC010597	Hydractinia|LOC130657395
OG0005956	Clytia|LOC010599	Hydractinia|LOC130657683
OG0005957	Clytia|LOC010608	Hydractinia|LOC130657555
OG0005958	Clytia|LOC010610	Hydractinia|LOC130657526
OG0005959	Clytia|LOC010612	Hydractinia|LOC130657673
OG0005960	Clytia|LOC010614	Hydractinia|LOC130657710
OG0005961	Clytia|LOC010616	Hydractinia|LOC130657706
OG0005962	Clytia|LOC010634	Hydractinia|LOC130623492
OG0005963	Clytia|LOC010636	Hydractinia|LOC130622908
OG0005964	Clytia|LOC010637	Hydractinia|LOC130623560
OG0005965	Clytia|LOC010638	Hydractinia|LOC130623555
OG0005966	Clytia|LOC010644	Hydractinia|LOC130624273
OG0005967	Clytia|LOC010646	Hydractinia|LOC130623564
OG0005968	Clytia|LOC010647	Hydractinia|LOC130623782
OG0005969	Clytia|LOC010649	Hydractinia|LOC130624295
OG0005970	Clytia|LOC010664	Hydractinia|LOC130614730
OG0005971	Clytia|LOC010666	Hydractinia|LOC130614329
OG0005972	Clytia|LOC010669	Hydractinia|LOC130614127
OG0005973	Clytia|LOC010672	Hydractinia|LOC130613829
OG0005973	Clytia|LOC010671	Hydractinia|LOC130613828
OG0005974	Clytia|LOC010709	Hydractinia|LOC130645561
OG0005975	Clytia|LOC010725	Hydractinia|LOC130645251
OG0005976	Clytia|LOC010751	Hydractinia|LOC130656208
OG0005977	Clytia|LOC010752	Hydractinia|LOC130656210
OG0005978	Clytia|LOC010753	Hydractinia|LOC130656191
OG0005979	Clytia|LOC010756	Hydractinia|LOC130656485
OG0005980	Clytia|LOC010757	Hydractinia|LOC130656221
OG0005981	Clytia|LOC010761	Hydractinia|LOC130656241
OG0005982	Clytia|LOC010764	Hydractinia|LOC130657388
OG0005983	Clytia|LOC010765	Hydractinia|LOC130657399
OG0005984	Clytia|LOC010767	Hydractinia|LOC130657671
OG0005985	Clytia|LOC010770	Hydractinia|LOC130656593
OG0005986	Clytia|LOC010772	Hydractinia|LOC130657005
OG0005987	Clytia|LOC010787	Hydractinia|LOC130644588
OG0005988	Clytia|LOC010791	Hydractinia|LOC130645888, Hydractinia|LOC130645657
OG0005989	Clytia|LOC010792	Hydractinia|LOC130629782
OG0005990	Clytia|LOC010795	Hydractinia|LOC130645121
OG0005991	Clytia|LOC010796	Hydractinia|LOC130644464
OG0005992	Clytia|LOC010813	Hydractinia|LOC130612252
OG0005993	Clytia|LOC010816	Hydractinia|LOC130612451
OG0005994	Clytia|LOC010822	Hydractinia|LOC130613061
OG0005995	Clytia|LOC010826	Hydractinia|LOC130612169
OG0005997	Clytia|LOC010896	Hydractinia|LOC130629279
OG0005998	Clytia|LOC010907	Hydractinia|LOC130629285
OG0005999	Clytia|LOC010943	Hydractinia|LOC130614739
OG0006000	Clytia|LOC010948	Hydractinia|LOC130645113
OG0006001	Clytia|LOC010966	Hydractinia|LOC130654279
OG0006002	Clytia|LOC010972	Hydractinia|LOC130655522
OG0006003	Clytia|LOC010979	Hydractinia|LOC130623472
OG0006004	Clytia|LOC010998	Hydractinia|LOC130644561
OG0006005	Clytia|LOC011005	Hydractinia|LOC130645061
OG0006006	Clytia|LOC011009	Hydractinia|LOC130645248
OG0006007	Clytia|LOC011010	Hydractinia|LOC130645249
OG0006008	Clytia|LOC011012	Hydractinia|LOC130645566
OG0006009	Clytia|LOC011038	Hydractinia|LOC130625360
OG0006010	Clytia|LOC011040	Hydractinia|LOC130625021
OG0006011	Clytia|LOC011041	Hydractinia|LOC130625688
OG0006012	Clytia|LOC011046	Hydractinia|LOC130626140
OG0006013	Clytia|LOC011061	Hydractinia|LOC130647940
OG0006014	Clytia|LOC011063	Hydractinia|LOC130646941
OG0006015	Clytia|LOC011086	Hydractinia|LOC130647394
OG0006016	Clytia|LOC011093	Hydractinia|LOC130655082
OG0006017	Clytia|LOC011099	Hydractinia|LOC130655081
OG0006018	Clytia|LOC011108	Hydractinia|LOC130654816
OG0006019	Clytia|LOC011126	Hydractinia|LOC130641464
OG0006020	Clytia|LOC011132	Hydractinia|LOC130646957
OG0006021	Clytia|LOC011133	Hydractinia|LOC130646978
OG0006022	Clytia|LOC011134	Hydractinia|LOC130646979
OG0006023	Clytia|LOC011136	Hydractinia|LOC130646976
OG0006024	Clytia|LOC011139	Hydractinia|LOC130641462
OG0006025	Clytia|LOC011140	Hydractinia|LOC130641459
OG0006026	Clytia|LOC011187	Hydractinia|LOC130655895
OG0006027	Clytia|LOC011190	Hydractinia|LOC130655489
OG0006028	Clytia|LOC011191	Hydractinia|LOC130655493
OG0006029	Clytia|LOC011216	Hydractinia|LOC130646841
OG0006030	Clytia|LOC011260	Hydractinia|LOC130644532
OG0006031	Clytia|LOC011293, Clytia|LOC011263	Hydractinia|LOC130645821, Hydractinia|LOC130645711
OG0006032	Clytia|LOC011267	Hydractinia|LOC130645228
OG0006033	Clytia|LOC011270	Hydractinia|LOC130644168, Hydractinia|LOC130646163
OG0006034	Clytia|LOC011275	Hydractinia|LOC130645578
OG0006035	Clytia|LOC011278	Hydractinia|LOC130645579
OG0006036	Clytia|LOC011282	Hydractinia|LOC130644321
OG0006037	Clytia|LOC011284	Hydractinia|LOC130644314
OG0006038	Clytia|LOC011292	Hydractinia|LOC130645718, Hydractinia|LOC130645826
OG0006039	Clytia|LOC011297	Hydractinia|LOC130636021
OG0006040	Clytia|LOC011298	Hydractinia|LOC130636471
OG0006041	Clytia|LOC011300	Hydractinia|LOC130636592
OG0006042	Clytia|LOC011302	Hydractinia|LOC130636579
OG0006043	Clytia|LOC011307	Hydractinia|LOC130636473
OG0006044	Clytia|LOC011310	Hydractinia|LOC130635675
OG0006045	Clytia|LOC011324	Hydractinia|LOC130641837
OG0006046	Clytia|LOC011325	Hydractinia|LOC130640822, Hydractinia|LOC130641195
OG0006047	Clytia|LOC011360, Clytia|LOC011337	Hydractinia|LOC130645474, Hydractinia|LOC130645475
OG0006048	Clytia|LOC011339	Hydractinia|LOC130645469
OG0006049	Clytia|LOC011345	Hydractinia|LOC130641830
OG0006050	Clytia|LOC011359	Hydractinia|LOC130645477
OG0006051	Clytia|LOC011387	Hydractinia|LOC130645853
OG0006052	Clytia|LOC011391	Hydractinia|LOC130645707
OG0006053	Clytia|LOC011398	Hydractinia|LOC130645717
OG0006054	Clytia|LOC011448	Hydractinia|LOC130649351
OG0006055	Clytia|LOC011477, Clytia|LOC011466	Hydractinia|LOC130612486
OG0006056	Clytia|LOC011503	Hydractinia|LOC130662332
OG0006057	Clytia|LOC011508	Hydractinia|LOC130613107
OG0006058	Clytia|LOC011510	Hydractinia|LOC130612638
OG0006059	Clytia|LOC011514	Hydractinia|LOC130612112
OG0006060	Clytia|LOC011532	Hydractinia|LOC130662522, Hydractinia|LOC130662545
OG0006061	Clytia|LOC011537	Hydractinia|LOC130623682
OG0006062	Clytia|LOC011538	Hydractinia|LOC130622897
OG0006063	Clytia|LOC011541	Hydractinia|LOC130624222, Hydractinia|LOC130662424
OG0006064	Clytia|LOC011548	Hydractinia|LOC130624221
OG0006065	Clytia|LOC011563	Hydractinia|LOC130636523
OG0006066	Clytia|LOC011570	Hydractinia|LOC130636383
OG0006067	Clytia|LOC011574	Hydractinia|LOC130636380
OG0006068	Clytia|LOC011579	Hydractinia|LOC130636525
OG0006069	Clytia|LOC011584	Hydractinia|LOC130636432
OG0006070	Clytia|LOC011585	Hydractinia|LOC130636437
OG0006071	Clytia|LOC011598	Hydractinia|LOC130654634
OG0006072	Clytia|LOC011599	Hydractinia|LOC130654644
OG0006073	Clytia|LOC011600	Hydractinia|LOC130654639
OG0006074	Clytia|LOC011610	Hydractinia|LOC130654643
OG0006075	Clytia|LOC011612	Hydractinia|LOC130654110
OG0006076	Clytia|LOC011613	Hydractinia|LOC130655145
OG0006078	Clytia|LOC011659	Hydractinia|LOC130641868, Hydractinia|LOC130641869
OG0006079	Clytia|LOC011660	Hydractinia|LOC130641867
OG0006080	Clytia|LOC011661	Hydractinia|LOC130641862
OG0006081	Clytia|LOC011670	Hydractinia|LOC130641689
OG0006082	Clytia|LOC011694	Hydractinia|LOC130649078
OG0006083	Clytia|LOC011707	Hydractinia|LOC130654435
OG0006084	Clytia|LOC011710	Hydractinia|LOC130655288
OG0006085	Clytia|LOC011717	Hydractinia|LOC130654874
OG0006086	Clytia|LOC011739	Hydractinia|LOC130647484
OG0006087	Clytia|LOC011743	Hydractinia|LOC130645156
OG0006088	Clytia|LOC011757	Hydractinia|LOC130621747
OG0006089	Clytia|LOC011766	Hydractinia|LOC130655549
OG0006090	Clytia|LOC011768	Hydractinia|LOC130655455
OG0006091	Clytia|LOC011774	Hydractinia|LOC130654549
OG0006092	Clytia|LOC011776	Hydractinia|LOC130655547
OG0006093	Clytia|LOC011779	Hydractinia|LOC130655454
OG0006094	Clytia|LOC011801	Hydractinia|LOC130649246
OG0006095	Clytia|LOC011802	Hydractinia|LOC130649106
OG0006096	Clytia|LOC011804	Hydractinia|LOC130649104
OG0006097	Clytia|LOC011806	Hydractinia|LOC130648750
OG0006098	Clytia|LOC011807	Hydractinia|LOC130625627
OG0006099	Clytia|LOC011809	Hydractinia|LOC130648709
OG0006100	Clytia|LOC011825	Hydractinia|LOC130662431
OG0006101	Clytia|LOC011826	Hydractinia|LOC130613161
OG0006102	Clytia|LOC011827	Hydractinia|LOC130613163
OG0006103	Clytia|LOC011834	Hydractinia|LOC130612330
OG0006104	Clytia|LOC011837	Hydractinia|LOC130612082
OG0006105	Clytia|LOC011843	Hydractinia|LOC130612846
OG0006106	Clytia|LOC011855	Hydractinia|LOC130612419
OG0006107	Clytia|LOC011863	Hydractinia|LOC130621555
OG0006108	Clytia|LOC011865	Hydractinia|LOC130622548
OG0006109	Clytia|LOC011872	Hydractinia|LOC130621911
OG0006110	Clytia|LOC011922	Hydractinia|LOC130613171
OG0006111	Clytia|LOC011926	Hydractinia|LOC130613170
OG0006112	Clytia|LOC011946	Hydractinia|LOC130614701
OG0006113	Clytia|LOC011949	Hydractinia|LOC130614576
OG0006114	Clytia|LOC011951	Hydractinia|LOC130613504
OG0006115	Clytia|LOC011952	Hydractinia|LOC130614889
OG0006116	Clytia|LOC011953	Hydractinia|LOC130614265
OG0006117	Clytia|LOC011973	Hydractinia|LOC130657962
OG0006118	Clytia|LOC011974	Hydractinia|LOC130657446
OG0006119	Clytia|LOC011980	Hydractinia|LOC130614702
OG0006120	Clytia|LOC012025	Hydractinia|LOC130629555
OG0006121	Clytia|LOC012033	Hydractinia|LOC130630580
OG0006122	Clytia|LOC012053	Hydractinia|LOC130622025
OG0006123	Clytia|LOC012077	Hydractinia|LOC130623665
OG0006124	Clytia|LOC012084	Hydractinia|LOC130623590
OG0006125	Clytia|LOC012088	Hydractinia|LOC130624208
OG0006126	Clytia|LOC012089	Hydractinia|LOC130623925
OG0006127	Clytia|LOC012113	Hydractinia|LOC130613075
OG0006128	Clytia|LOC012115	Hydractinia|LOC130662420
OG0006129	Clytia|LOC012124, Clytia|LOC021939, Clytia|LOC025069, Clytia|LOC021936	Hydractinia|LOC130657792
