Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_XeniaProteins
OG0005579	Clytia|LOC007483	Xenia|LOC124457962
OG0005580	Clytia|LOC007484	Xenia|LOC124439241
OG0005581	Clytia|LOC007485	Xenia|LOC124452605
OG0005582	Clytia|LOC007498	Xenia|LOC124438717
OG0005583	Clytia|LOC007521	Xenia|LOC124444950
OG0005585	Clytia|LOC007527	Xenia|LOC124441874
OG0005586	Clytia|LOC007529	Xenia|LOC124440392
OG0005587	Clytia|LOC007577	Xenia|LOC124453299
OG0005588	Clytia|LOC007587	Xenia|LOC124444506
OG0005589	Clytia|LOC007592	Xenia|LOC124453398
OG0005590	Clytia|LOC007593	Xenia|LOC124444123
OG0005591	Clytia|LOC007634	Xenia|LOC124458019
OG0005592	Clytia|LOC007636	Xenia|LOC124448156
OG0005593	Clytia|LOC007639	Xenia|LOC124433506
OG0005594	Clytia|LOC007643	Xenia|LOC124459623
OG0005595	Clytia|LOC007644	Xenia|LOC124447687
OG0005596	Clytia|LOC007646	Xenia|LOC124452861
OG0005597	Clytia|LOC007654	Xenia|LOC124433888
OG0005598	Clytia|LOC007655	Xenia|LOC124453052
OG0005599	Clytia|LOC007657	Xenia|LOC124433518
OG0005600	Clytia|LOC007658	Xenia|LOC124459201
OG0005601	Clytia|LOC007674	Xenia|LOC124442818
OG0005602	Clytia|LOC007694	Xenia|LOC124447724
OG0005603	Clytia|LOC007733	Xenia|LOC124452816
OG0005604	Clytia|LOC007734	Xenia|LOC124452854
OG0005605	Clytia|LOC007739	Xenia|LOC124453311
OG0005606	Clytia|LOC007742	Xenia|LOC124453757
OG0005607	Clytia|LOC007749	Xenia|LOC124438370
OG0005608	Clytia|LOC007750	Xenia|LOC124452942
OG0005609	Clytia|LOC007751	Xenia|LOC124453648
OG0005610	Clytia|LOC007754	Xenia|LOC124444742
OG0005611	Clytia|LOC007755	Xenia|LOC124444750
OG0005612	Clytia|LOC007759	Xenia|LOC124452892
OG0005613	Clytia|LOC007760	Xenia|LOC124452381
OG0005614	Clytia|LOC007810	Xenia|LOC124445579
OG0005615	Clytia|LOC007811	Xenia|LOC124452686
OG0005616	Clytia|LOC007814	Xenia|LOC124453693
OG0005617	Clytia|LOC007818	Xenia|LOC124452862
OG0005618	Clytia|LOC007822	Xenia|LOC124438524
OG0005619	Clytia|LOC007897	Xenia|LOC124443674
OG0005620	Clytia|LOC007903	Xenia|LOC124434788
OG0005621	Clytia|LOC007912	Xenia|LOC124434931
OG0005622	Clytia|LOC007915	Xenia|LOC124434560
OG0005623	Clytia|LOC007949	Xenia|LOC124445795
OG0005624	Clytia|LOC007957	Xenia|LOC124452981
OG0005625	Clytia|LOC007964	Xenia|LOC124445558
OG0005626	Clytia|LOC007966	Xenia|LOC124446640
OG0005627	Clytia|LOC007995	Xenia|LOC124454103
OG0005628	Clytia|LOC008004	Xenia|LOC124444532
OG0005629	Clytia|LOC008040	Xenia|LOC124440833
OG0005630	Clytia|LOC008055	Xenia|LOC124438341
OG0005631	Clytia|LOC008057	Xenia|LOC124433411
OG0005633	Clytia|LOC008084	Xenia|LOC124435359
OG0005634	Clytia|LOC008102	Xenia|LOC124443891
OG0005635	Clytia|LOC008149	Xenia|LOC124447844
OG0005636	Clytia|LOC008161	Xenia|LOC124444018
OG0005637	Clytia|LOC008162	Xenia|LOC124443789
OG0005638	Clytia|LOC008164	Xenia|LOC124443859
OG0005639	Clytia|LOC008165	Xenia|LOC124444057
OG0005640	Clytia|LOC008166	Xenia|LOC124442544
OG0005641	Clytia|LOC008182	Xenia|LOC124443213
OG0005643	Clytia|LOC008184	Xenia|LOC124442418
OG0005644	Clytia|LOC008186	Xenia|LOC124443401
OG0005645	Clytia|LOC008188	Xenia|LOC124454371
OG0005646	Clytia|LOC008212	Xenia|LOC124441837
OG0005647	Clytia|LOC008217	Xenia|LOC124442784
OG0005649	Clytia|LOC008229	Xenia|LOC124443772
OG0005650	Clytia|LOC008231	Xenia|LOC124451055
OG0005651	Clytia|LOC008233	Xenia|LOC124441816
OG0005652	Clytia|LOC008234	Xenia|LOC124450240
OG0005653	Clytia|LOC008237	Xenia|LOC124441416
OG0005654	Clytia|LOC008240	Xenia|LOC124442446
OG0005655	Clytia|LOC008241	Xenia|LOC124442791
OG0005656	Clytia|LOC008245	Xenia|LOC124441957
OG0005657	Clytia|LOC008265	Xenia|LOC124439216
OG0005658	Clytia|LOC008272	Xenia|LOC124446093
OG0005659	Clytia|LOC008274	Xenia|LOC124449622
OG0005660	Clytia|LOC008279	Xenia|LOC124454340
OG0005663	Clytia|LOC008314	Xenia|LOC124443737
OG0005664	Clytia|LOC008320	Xenia|LOC124452987
OG0005665	Clytia|LOC008321	Xenia|LOC124444141
OG0005666	Clytia|LOC008324	Xenia|LOC124443813
OG0005667	Clytia|LOC008328	Xenia|LOC124452819
OG0005668	Clytia|LOC008332	Xenia|LOC124453554
OG0005669	Clytia|LOC008333	Xenia|LOC124453162
OG0005670	Clytia|LOC008348	Xenia|LOC124447629
OG0005671	Clytia|LOC008351	Xenia|LOC124448000
OG0005672	Clytia|LOC008352	Xenia|LOC124449477
OG0005673	Clytia|LOC008356	Xenia|LOC124448178
OG0005674	Clytia|LOC008362	Xenia|LOC124449332
OG0005675	Clytia|LOC008363	Xenia|LOC124448480
OG0005676	Clytia|LOC008424	Xenia|LOC124443406
OG0005677	Clytia|LOC008426	Xenia|LOC124452808
OG0005678	Clytia|LOC008428	Xenia|LOC124453146
OG0005679	Clytia|LOC008430	Xenia|LOC124453605
OG0005680	Clytia|LOC008464	Xenia|LOC124443630
OG0005681	Clytia|LOC008472	Xenia|LOC124442312
OG0005682	Clytia|LOC008473	Xenia|LOC124443692
OG0005683	Clytia|LOC008496	Xenia|LOC124442700
OG0005685	Clytia|LOC008507	Xenia|LOC124443308
OG0005686	Clytia|LOC008508	Xenia|LOC124444932
OG0005687	Clytia|LOC008509	Xenia|LOC124453725
OG0005688	Clytia|LOC008513	Xenia|LOC124452990
OG0005690	Clytia|LOC008531	Xenia|LOC124440423
OG0005691	Clytia|LOC008539	Xenia|LOC124452384
OG0005692	Clytia|LOC008545	Xenia|LOC124439886
OG0005693	Clytia|LOC008558	Xenia|LOC124440328
OG0005694	Clytia|LOC008574	Xenia|LOC124447902
OG0005695	Clytia|LOC008576	Xenia|LOC124455515
OG0005696	Clytia|LOC008578	Xenia|LOC124448062
OG0005697	Clytia|LOC008579	Xenia|LOC124449479
OG0005698	Clytia|LOC008585, Clytia|LOC035233	Xenia|LOC124443111
OG0005699	Clytia|LOC008588	Xenia|LOC124449586
OG0005700	Clytia|LOC008591	Xenia|LOC124442507
OG0005701	Clytia|LOC008617	Xenia|LOC124444705
OG0005702	Clytia|LOC008618	Xenia|LOC124442547
OG0005703	Clytia|LOC008620	Xenia|LOC124449581
OG0005704	Clytia|LOC008621	Xenia|LOC124442261
OG0005705	Clytia|LOC008629	Xenia|LOC124452941
OG0005706	Clytia|LOC008631	Xenia|LOC124444424
OG0005707	Clytia|LOC008651	Xenia|LOC124443881
OG0005708	Clytia|LOC008653	Xenia|LOC124444432
OG0005709	Clytia|LOC008654	Xenia|LOC124444427
OG0005710	Clytia|LOC008655	Xenia|LOC124441796
OG0005712	Clytia|LOC008676	Xenia|LOC124443961
OG0005714	Clytia|LOC008707	Xenia|LOC124455385
OG0005715	Clytia|LOC008708	Xenia|LOC124447800
OG0005716	Clytia|LOC008716	Xenia|LOC124447701
OG0005717	Clytia|LOC008737	Xenia|LOC124453037
OG0005718	Clytia|LOC008738	Xenia|LOC124441232
OG0005719	Clytia|LOC008743	Xenia|LOC124441516
OG0005720	Clytia|LOC008758	Xenia|LOC124444298
OG0005722	Clytia|LOC008840	Xenia|LOC124456979
OG0005723	Clytia|LOC008841	Xenia|LOC124448971
OG0005724	Clytia|LOC008848	Xenia|LOC124433571
OG0005726	Clytia|LOC008859	Xenia|LOC124456231
OG0005727	Clytia|LOC008877	Xenia|LOC124443083
OG0005728	Clytia|LOC008882	Xenia|LOC124444839
OG0005729	Clytia|LOC035141, Clytia|LOC008885	Xenia|LOC124441877
OG0005731	Clytia|LOC008894	Xenia|LOC124454458
OG0005733	Clytia|LOC008920	Xenia|LOC124445115
OG0005734	Clytia|LOC008924	Xenia|LOC124440004
OG0005735	Clytia|LOC008929	Xenia|LOC124433686
OG0005736	Clytia|LOC008939	Xenia|LOC124437688
OG0005738	Clytia|LOC008941	Xenia|LOC124446642
OG0005740	Clytia|LOC008963	Xenia|LOC124448854
OG0005741	Clytia|LOC008998	Xenia|LOC124458240
OG0005743	Clytia|LOC009008	Xenia|LOC124433566
OG0005744	Clytia|LOC009021	Xenia|LOC124452988
OG0005745	Clytia|LOC009023	Xenia|LOC124452513
OG0005746	Clytia|LOC009024	Xenia|LOC124452934
OG0005747	Clytia|LOC009055	Xenia|LOC124445017
OG0005748	Clytia|LOC009056	Xenia|LOC124445016
OG0005749	Clytia|LOC009067	Xenia|LOC124453662
OG0005750	Clytia|LOC009085	Xenia|LOC124444104
OG0005751	Clytia|LOC009086	Xenia|LOC124446557
OG0005752	Clytia|LOC009087	Xenia|LOC124443670
OG0005754	Clytia|LOC009099	Xenia|LOC124441308
OG0005755	Clytia|LOC009100	Xenia|LOC124444748
OG0005756	Clytia|LOC009122	Xenia|LOC124453566
OG0005757	Clytia|LOC009125	Xenia|LOC124441137
OG0005758	Clytia|LOC009127, Clytia|LOC018094	Xenia|LOC124434879
OG0005759	Clytia|LOC009142	Xenia|LOC124439855
OG0005760	Clytia|LOC009143	Xenia|LOC124440572
OG0005761	Clytia|LOC009166	Xenia|LOC124447023
OG0005762	Clytia|LOC009167	Xenia|LOC124459542
OG0005763	Clytia|LOC009170	Xenia|LOC124456933
OG0005764	Clytia|LOC009171	Xenia|LOC124459490
OG0005765	Clytia|LOC009172	Xenia|LOC124459541
OG0005766	Clytia|LOC009173	Xenia|LOC124459446
OG0005767	Clytia|LOC009175	Xenia|LOC124451282
OG0005768	Clytia|LOC009177	Xenia|LOC124445512
OG0005769	Clytia|LOC009178	Xenia|LOC124447778
OG0005771	Clytia|LOC009199	Xenia|LOC124433323
OG0005772	Clytia|LOC009204	Xenia|LOC124459637
OG0005773	Clytia|LOC009209	Xenia|LOC124435047
OG0005774	Clytia|LOC009211	Xenia|LOC124447991
OG0005775	Clytia|LOC009231	Xenia|LOC124443704
OG0005776	Clytia|LOC009232	Xenia|LOC124436840
OG0005777	Clytia|LOC009234	Xenia|LOC124445041
OG0005778	Clytia|LOC009235	Xenia|LOC124437594
OG0005779	Clytia|LOC009236	Xenia|LOC124437595
OG0005780	Clytia|LOC009244	Xenia|LOC124437819
OG0005781	Clytia|LOC009246	Xenia|LOC124453302
OG0005783	Clytia|LOC009249	Xenia|LOC124436053
OG0005784	Clytia|LOC009263	Xenia|LOC124436752
OG0005786	Clytia|LOC009266	Xenia|LOC124436466
OG0005787	Clytia|LOC009267	Xenia|LOC124437134
OG0005789	Clytia|LOC009277	Xenia|LOC124436959
OG0005790	Clytia|LOC009321	Xenia|LOC124437525
OG0005791	Clytia|LOC009323	Xenia|LOC124436862
OG0005792	Clytia|LOC009324	Xenia|LOC124437426
OG0005793	Clytia|LOC009325	Xenia|LOC124437623
OG0005794	Clytia|LOC009326	Xenia|LOC124450366
OG0005795	Clytia|LOC009327	Xenia|LOC124438036
OG0005796	Clytia|LOC009343	Xenia|LOC124455706
OG0005799	Clytia|LOC009367	Xenia|LOC124438953
OG0005802	Clytia|LOC009401	Xenia|LOC124453472
OG0005803	Clytia|LOC009407	Xenia|LOC124433769
OG0005804	Clytia|LOC009430	Xenia|LOC124434331
OG0005805	Clytia|LOC009432	Xenia|LOC124455498
OG0005807	Clytia|LOC009439	Xenia|LOC124434925
OG0005808	Clytia|LOC009440	Xenia|LOC124434909
OG0005809	Clytia|LOC009455	Xenia|LOC124436394
OG0005810	Clytia|LOC009470	Xenia|LOC124434204
OG0005812	Clytia|LOC009479	Xenia|LOC124435420
OG0005813	Clytia|LOC009484	Xenia|LOC124445744
OG0005814	Clytia|LOC009485	Xenia|LOC124434611
OG0005816	Clytia|LOC009498	Xenia|LOC124434078
OG0005817	Clytia|LOC009528	Xenia|LOC124448906
OG0005818	Clytia|LOC009530	Xenia|LOC124442715
OG0005819	Clytia|LOC009539, Clytia|LOC027166	Xenia|LOC124456505
OG0005822	Clytia|LOC009559	Xenia|LOC124441890
OG0005823	Clytia|LOC009571	Xenia|LOC124451938
OG0005824	Clytia|LOC009572	Xenia|LOC124442675
OG0005825	Clytia|LOC009576	Xenia|LOC124441154
OG0005827	Clytia|LOC009594	Xenia|LOC124433504
OG0005828	Clytia|LOC009599	Xenia|LOC124458437
OG0005829	Clytia|LOC009601	Xenia|LOC124459644
OG0005830	Clytia|LOC009613	Xenia|LOC124457725
OG0005831	Clytia|LOC009634	Xenia|LOC124451503
OG0005832	Clytia|LOC009636	Xenia|LOC124455269
OG0005833	Clytia|LOC009640	Xenia|LOC124453019
OG0005835	Clytia|LOC009656	Xenia|LOC124455528
OG0005836	Clytia|LOC009671	Xenia|LOC124452388
OG0005837	Clytia|LOC009673	Xenia|LOC124444108
OG0005838	Clytia|LOC009683	Xenia|LOC124453201
OG0005839	Clytia|LOC009684	Xenia|LOC124452929
OG0005840	Clytia|LOC009686	Xenia|LOC124444107
OG0005841	Clytia|LOC009690	Xenia|LOC124444268
OG0005842	Clytia|LOC009693	Xenia|LOC124444142
OG0005843	Clytia|LOC009696	Xenia|LOC124442300
OG0005844	Clytia|LOC009705	Xenia|LOC124434749
OG0005845	Clytia|LOC009714	Xenia|LOC124442506
OG0005847	Clytia|LOC009718	Xenia|LOC124433858
OG0005848	Clytia|LOC009719	Xenia|LOC124442714
OG0005849	Clytia|LOC009721	Xenia|LOC124441714
OG0005850	Clytia|LOC009722	Xenia|LOC124441101
OG0005851	Clytia|LOC009723	Xenia|LOC124455312
OG0005852	Clytia|LOC009727	Xenia|LOC124441113
OG0005853	Clytia|LOC009731	Xenia|LOC124443096
OG0005854	Clytia|LOC009733	Xenia|LOC124441136
OG0005855	Clytia|LOC009760	Xenia|LOC124446738
OG0005856	Clytia|LOC009762	Xenia|LOC124447187
OG0005857	Clytia|LOC009765	Xenia|LOC124438088
OG0005859	Clytia|LOC009778	Xenia|LOC124452918
OG0005860	Clytia|LOC009782	Xenia|LOC124441348
OG0005861	Clytia|LOC009787	Xenia|LOC124452439
OG0005862	Clytia|LOC009791	Xenia|LOC124444353
OG0005863	Clytia|LOC009793	Xenia|LOC124439163
OG0005864	Clytia|LOC009802	Xenia|LOC124452565
OG0005865	Clytia|LOC009803	Xenia|LOC124453611
OG0005866	Clytia|LOC009824	Xenia|LOC124454250
OG0005867	Clytia|LOC009836	Xenia|LOC124444777
OG0005868	Clytia|LOC009845	Xenia|LOC124435098
OG0005869	Clytia|LOC009848	Xenia|LOC124453295
OG0005870	Clytia|LOC009850	Xenia|LOC124444780
OG0005871	Clytia|LOC009852	Xenia|LOC124453181
OG0005872	Clytia|LOC009860	Xenia|LOC124444487
OG0005873	Clytia|LOC009887	Xenia|LOC124442204
OG0005874	Clytia|LOC009894	Xenia|LOC124441218
OG0005875	Clytia|LOC009896	Xenia|LOC124436823
OG0005877	Clytia|LOC009917	Xenia|LOC124438506
OG0005878	Clytia|LOC009933	Xenia|LOC124433792
OG0005879	Clytia|LOC009934	Xenia|LOC124442745
OG0005880	Clytia|LOC009940	Xenia|LOC124434411
OG0005881	Clytia|LOC009941	Xenia|LOC124434936
OG0005882	Clytia|LOC009965	Xenia|LOC124440343
OG0005883	Clytia|LOC009975	Xenia|LOC124437036
OG0005884	Clytia|LOC009980	Xenia|LOC124456276
OG0005885	Clytia|LOC009981	Xenia|LOC124442280
OG0005886	Clytia|LOC010012	Xenia|LOC124450178
OG0005887	Clytia|LOC010013	Xenia|LOC124435293
OG0005888	Clytia|LOC010017	Xenia|LOC124433673
OG0005889	Clytia|LOC010018	Xenia|LOC124434691
OG0005890	Clytia|LOC010035	Xenia|LOC124458011
OG0005891	Clytia|LOC010036	Xenia|LOC124446814
OG0005892	Clytia|LOC010039	Xenia|LOC124445777
OG0005893	Clytia|LOC010045	Xenia|LOC124446442
OG0005894	Clytia|LOC010049	Xenia|LOC124445910
OG0005895	Clytia|LOC010057	Xenia|LOC124445380
OG0005896	Clytia|LOC010065	Xenia|LOC124444848
OG0005897	Clytia|LOC010075	Xenia|LOC124444527
OG0005899	Clytia|LOC010126	Xenia|LOC124445305
OG0005901	Clytia|LOC010146	Xenia|LOC124459555
OG0005902	Clytia|LOC010152	Xenia|LOC124459538
OG0005903	Clytia|LOC010177	Xenia|LOC124457869
OG0005905	Clytia|LOC010204	Xenia|LOC124451816
OG0005906	Clytia|LOC010215	Xenia|LOC124438244
OG0005907	Clytia|LOC010219	Xenia|LOC124446019
OG0005908	Clytia|LOC010224	Xenia|LOC124446281
OG0005909	Clytia|LOC030002, Clytia|LOC010225	Xenia|LOC124443647
OG0005910	Clytia|LOC010229	Xenia|LOC124442278
OG0005911	Clytia|LOC010230	Xenia|LOC124450357
OG0005912	Clytia|LOC010235	Xenia|LOC124447237
OG0005913	Clytia|LOC010244	Xenia|LOC124443926
OG0005914	Clytia|LOC010258	Xenia|LOC124433735
OG0005915	Clytia|LOC010259	Xenia|LOC124451042
OG0005916	Clytia|LOC010268	Xenia|LOC124445500
OG0005917	Clytia|LOC010269	Xenia|LOC124447497
OG0005918	Clytia|LOC010270	Xenia|LOC124447493
OG0005919	Clytia|LOC010272	Xenia|LOC124453324
OG0005921	Clytia|LOC010276	Xenia|LOC124445290
OG0005923	Clytia|LOC010298	Xenia|LOC124443089
OG0005924	Clytia|LOC010300	Xenia|LOC124441931
OG0005925	Clytia|LOC010304	Xenia|LOC124442341
OG0005926	Clytia|LOC010309	Xenia|LOC124443088
OG0005927	Clytia|LOC010311	Xenia|LOC124442330
OG0005928	Clytia|LOC010312	Xenia|LOC124440930
OG0005929	Clytia|LOC010342	Xenia|LOC124451029
OG0005930	Clytia|LOC010343	Xenia|LOC124439096
OG0005931	Clytia|LOC010345	Xenia|LOC124455481
OG0005932	Clytia|LOC010352	Xenia|LOC124459603
OG0005933	Clytia|LOC010368	Xenia|LOC124454524
OG0005934	Clytia|LOC010377	Xenia|LOC124439258
OG0005935	Clytia|LOC010380	Xenia|LOC124452125
OG0005936	Clytia|LOC010383	Xenia|LOC124448451
OG0005937	Clytia|LOC010384	Xenia|LOC124454590
OG0005938	Clytia|LOC010406	Xenia|LOC124434145
OG0005939	Clytia|LOC010409	Xenia|LOC124434199
OG0005940	Clytia|LOC010413	Xenia|LOC124434887
OG0005941	Clytia|LOC010445	Xenia|LOC124436915
OG0005942	Clytia|LOC010455	Xenia|LOC124444134
OG0005943	Clytia|LOC010456	Xenia|LOC124444393
OG0005945	Clytia|LOC010490	Xenia|LOC124439092
OG0005946	Clytia|LOC010504	Xenia|LOC124439470
OG0005948	Clytia|LOC010523	Xenia|LOC124448638
OG0005950	Clytia|LOC010548	Xenia|LOC124446244
OG0005951	Clytia|LOC010554	Xenia|LOC124435786
OG0005952	Clytia|LOC010555, Clytia|LOC045120	Xenia|LOC124442422
OG0005955	Clytia|LOC010597	Xenia|LOC124441281
OG0005956	Clytia|LOC010599	Xenia|LOC124441050
OG0005957	Clytia|LOC010608	Xenia|LOC124443051
OG0005958	Clytia|LOC010610	Xenia|LOC124446973
OG0005959	Clytia|LOC010612	Xenia|LOC124441046
OG0005960	Clytia|LOC010614	Xenia|LOC124442742
OG0005961	Clytia|LOC010616	Xenia|LOC124441479
OG0005962	Clytia|LOC010634	Xenia|LOC124434951
OG0005963	Clytia|LOC010636	Xenia|LOC124433959
OG0005964	Clytia|LOC010637	Xenia|LOC124435371
OG0005965	Clytia|LOC010638	Xenia|LOC124435055
OG0005966	Clytia|LOC010644	Xenia|LOC124434151
OG0005967	Clytia|LOC010646	Xenia|LOC124435088
OG0005968	Clytia|LOC010647	Xenia|LOC124434746
OG0005969	Clytia|LOC010649	Xenia|LOC124446765
OG0005970	Clytia|LOC010664	Xenia|LOC124436864
OG0005971	Clytia|LOC010666	Xenia|LOC124436573
OG0005972	Clytia|LOC010669	Xenia|LOC124459050
OG0005974	Clytia|LOC010709	Xenia|LOC124442289
OG0005975	Clytia|LOC010725	Xenia|LOC124443550
OG0005976	Clytia|LOC010751	Xenia|LOC124443049
OG0005977	Clytia|LOC010752	Xenia|LOC124442744
OG0005978	Clytia|LOC010753	Xenia|LOC124443209
OG0005979	Clytia|LOC010756	Xenia|LOC124442277
OG0005980	Clytia|LOC010757	Xenia|LOC124443057
OG0005981	Clytia|LOC010761	Xenia|LOC124452789
OG0005982	Clytia|LOC010764	Xenia|LOC124453136
OG0005983	Clytia|LOC010765	Xenia|LOC124452253
OG0005984	Clytia|LOC010767	Xenia|LOC124442647
OG0005985	Clytia|LOC010770	Xenia|LOC124441827
OG0005986	Clytia|LOC010772	Xenia|LOC124443515
OG0005987	Clytia|LOC010787	Xenia|LOC124442288
OG0005988	Clytia|LOC010791	Xenia|LOC124442196
OG0005989	Clytia|LOC010792	Xenia|LOC124451425
OG0005990	Clytia|LOC010795	Xenia|LOC124442497
OG0005991	Clytia|LOC010796	Xenia|LOC124445090
OG0005992	Clytia|LOC010813	Xenia|LOC124439553
OG0005993	Clytia|LOC010816	Xenia|LOC124443709
OG0005994	Clytia|LOC010822	Xenia|LOC124438319
OG0005995	Clytia|LOC010826	Xenia|LOC124439172
OG0005997	Clytia|LOC010896	Xenia|LOC124453331
OG0005998	Clytia|LOC010907	Xenia|LOC124436563
OG0006000	Clytia|LOC010948	Xenia|LOC124433310
OG0006001	Clytia|LOC010966	Xenia|LOC124447414
OG0006002	Clytia|LOC010972	Xenia|LOC124445741
OG0006003	Clytia|LOC010979	Xenia|LOC124434868
OG0006004	Clytia|LOC010998	Xenia|LOC124443945
OG0006005	Clytia|LOC011005	Xenia|LOC124444352
OG0006006	Clytia|LOC011009	Xenia|LOC124444414
OG0006007	Clytia|LOC011010	Xenia|LOC124444413
OG0006008	Clytia|LOC011012	Xenia|LOC124444186
OG0006009	Clytia|LOC011038	Xenia|LOC124434878
OG0006010	Clytia|LOC011040	Xenia|LOC124434193
OG0006011	Clytia|LOC011041	Xenia|LOC124435399
OG0006012	Clytia|LOC011046	Xenia|LOC124435524
OG0006013	Clytia|LOC011061	Xenia|LOC124433364
OG0006014	Clytia|LOC011063	Xenia|LOC124447758
OG0006015	Clytia|LOC011086	Xenia|LOC124450776
OG0006016	Clytia|LOC011093	Xenia|LOC124434514
OG0006017	Clytia|LOC011099	Xenia|LOC124446269
OG0006018	Clytia|LOC011108	Xenia|LOC124443687
OG0006019	Clytia|LOC011126	Xenia|LOC124444929
OG0006020	Clytia|LOC011132	Xenia|LOC124451507
OG0006021	Clytia|LOC011133	Xenia|LOC124459579
OG0006022	Clytia|LOC011134	Xenia|LOC124458833
OG0006023	Clytia|LOC011136	Xenia|LOC124459599
OG0006024	Clytia|LOC011139	Xenia|LOC124457394
OG0006025	Clytia|LOC011140	Xenia|LOC124444473
OG0006026	Clytia|LOC011187	Xenia|LOC124446722
OG0006027	Clytia|LOC011190	Xenia|LOC124446434
OG0006028	Clytia|LOC011191	Xenia|LOC124445642
OG0006029	Clytia|LOC011216	Xenia|LOC124455117
OG0006030	Clytia|LOC011260	Xenia|LOC124440962
OG0006032	Clytia|LOC011267	Xenia|LOC124441179
OG0006033	Clytia|LOC011270	Xenia|LOC124444719
OG0006034	Clytia|LOC011275	Xenia|LOC124439479
OG0006035	Clytia|LOC011278	Xenia|LOC124442306
OG0006036	Clytia|LOC011282	Xenia|LOC124441472
OG0006037	Clytia|LOC011284	Xenia|LOC124444020
OG0006039	Clytia|LOC011297	Xenia|LOC124434889
OG0006040	Clytia|LOC011298	Xenia|LOC124445772
OG0006041	Clytia|LOC011300	Xenia|LOC124445824
OG0006042	Clytia|LOC011302	Xenia|LOC124441729
OG0006043	Clytia|LOC011307	Xenia|LOC124445639
OG0006044	Clytia|LOC011310	Xenia|LOC124439087
OG0006045	Clytia|LOC011324	Xenia|LOC124453685
OG0006048	Clytia|LOC011339	Xenia|LOC124442217
OG0006049	Clytia|LOC011345	Xenia|LOC124452732
OG0006050	Clytia|LOC011359	Xenia|LOC124444738, Xenia|LOC124444533
OG0006051	Clytia|LOC011387	Xenia|LOC124447804
OG0006052	Clytia|LOC011391	Xenia|LOC124458644
OG0006053	Clytia|LOC011398	Xenia|LOC124458596
OG0006054	Clytia|LOC011448	Xenia|LOC124448332
OG0006056	Clytia|LOC011503	Xenia|LOC124454322
OG0006057	Clytia|LOC011508	Xenia|LOC124440060
OG0006058	Clytia|LOC011510	Xenia|LOC124438498
OG0006059	Clytia|LOC011514	Xenia|LOC124446077
OG0006060	Clytia|LOC011532	Xenia|LOC124438030
OG0006061	Clytia|LOC011537	Xenia|LOC124434984
OG0006062	Clytia|LOC011538	Xenia|LOC124434550
OG0006064	Clytia|LOC011548	Xenia|LOC124434976
OG0006065	Clytia|LOC011563	Xenia|LOC124445264
OG0006066	Clytia|LOC011570	Xenia|LOC124447164
OG0006067	Clytia|LOC011574	Xenia|LOC124445962
OG0006068	Clytia|LOC011579	Xenia|LOC124446417
OG0006069	Clytia|LOC011584	Xenia|LOC124445953
OG0006070	Clytia|LOC011585	Xenia|LOC124445427
OG0006071	Clytia|LOC011598	Xenia|LOC124451993
OG0006072	Clytia|LOC011599	Xenia|LOC124447494
OG0006073	Clytia|LOC011600	Xenia|LOC124445072
OG0006074	Clytia|LOC011610	Xenia|LOC124452853
OG0006075	Clytia|LOC011612	Xenia|LOC124445901
OG0006076	Clytia|LOC011613	Xenia|LOC124445801
OG0006079	Clytia|LOC011660	Xenia|LOC124449686
OG0006080	Clytia|LOC011661	Xenia|LOC124452414
OG0006081	Clytia|LOC011670	Xenia|LOC124452737
OG0006082	Clytia|LOC011694	Xenia|LOC124448470
OG0006083	Clytia|LOC011707	Xenia|LOC124442878
OG0006084	Clytia|LOC011710	Xenia|LOC124445898
OG0006085	Clytia|LOC011717	Xenia|LOC124446646
OG0006086	Clytia|LOC011739	Xenia|LOC124459476
OG0006087	Clytia|LOC011743	Xenia|LOC124450999
OG0006088	Clytia|LOC011757	Xenia|LOC124439850
OG0006089	Clytia|LOC011766	Xenia|LOC124445975
OG0006090	Clytia|LOC011768	Xenia|LOC124447412
OG0006091	Clytia|LOC011774	Xenia|LOC124445172
OG0006092	Clytia|LOC011776	Xenia|LOC124451045
OG0006093	Clytia|LOC011779	Xenia|LOC124439848
OG0006094	Clytia|LOC011801	Xenia|LOC124458496
OG0006095	Clytia|LOC011802	Xenia|LOC124448454
OG0006096	Clytia|LOC011804	Xenia|LOC124448457
OG0006097	Clytia|LOC011806	Xenia|LOC124434455
OG0006098	Clytia|LOC011807	Xenia|LOC124434490
OG0006099	Clytia|LOC011809	Xenia|LOC124457263
OG0006100	Clytia|LOC011825	Xenia|LOC124445033
OG0006101	Clytia|LOC011826	Xenia|LOC124439276
OG0006102	Clytia|LOC011827	Xenia|LOC124438854
OG0006103	Clytia|LOC011834	Xenia|LOC124454671
OG0006104	Clytia|LOC011837	Xenia|LOC124453003
OG0006105	Clytia|LOC011843	Xenia|LOC124439233
OG0006106	Clytia|LOC011855	Xenia|LOC124439512
OG0006107	Clytia|LOC011863	Xenia|LOC124441117
OG0006108	Clytia|LOC011865	Xenia|LOC124439987
OG0006109	Clytia|LOC011872	Xenia|LOC124440667
OG0006110	Clytia|LOC011922	Xenia|LOC124439510
OG0006111	Clytia|LOC011926	Xenia|LOC124448921
OG0006112	Clytia|LOC011946	Xenia|LOC124447617
OG0006113	Clytia|LOC011949	Xenia|LOC124437628
