Orthogroup	longest_isoform_XeniaProteins	longest_isoform_ClytiaProteins
OG0004625	Xenia|LOC124447503	Clytia|LOC000584
OG0004626	Xenia|LOC124450664	Clytia|LOC000586
OG0004627	Xenia|LOC124447438	Clytia|LOC000587
OG0004628	Xenia|LOC124451048	Clytia|LOC000596
OG0004629	Xenia|LOC124433746	Clytia|LOC000597
OG0004630	Xenia|LOC124444631	Clytia|LOC000598
OG0004631	Xenia|LOC124437358	Clytia|LOC000662, Clytia|LOC000599
OG0004632	Xenia|LOC124450281	Clytia|LOC000600
OG0004633	Xenia|LOC124439487	Clytia|LOC000603
OG0004634	Xenia|LOC124438491	Clytia|LOC000605
OG0004635	Xenia|LOC124451138	Clytia|LOC000606
OG0004636	Xenia|LOC124445357	Clytia|LOC000607
OG0004638	Xenia|LOC124447394	Clytia|LOC000615
OG0004639	Xenia|LOC124446194	Clytia|LOC000618
OG0004640	Xenia|LOC124451981	Clytia|LOC000619
OG0004641	Xenia|LOC124445094	Clytia|LOC000621
OG0004642	Xenia|LOC124438051	Clytia|LOC000623
OG0004643	Xenia|LOC124446681	Clytia|LOC000632
OG0004644	Xenia|LOC124447314	Clytia|LOC000633
OG0004645	Xenia|LOC124447534	Clytia|LOC000636
OG0004646	Xenia|LOC124450229	Clytia|LOC000642
OG0004647	Xenia|LOC124447489	Clytia|LOC000644
OG0004648	Xenia|LOC124439353	Clytia|LOC000652
OG0004649	Xenia|LOC124450800	Clytia|LOC000656
OG0004650	Xenia|LOC124453931	Clytia|LOC000658
OG0004651	Xenia|LOC124434454	Clytia|LOC000659
OG0004652	Xenia|LOC124451773	Clytia|LOC000660
OG0004653	Xenia|LOC124443928	Clytia|LOC000665
OG0004654	Xenia|LOC124439564	Clytia|LOC000666
OG0004655	Xenia|LOC124451839	Clytia|LOC000667
OG0004656	Xenia|LOC124441800	Clytia|LOC000668
OG0004658	Xenia|LOC124441788	Clytia|LOC000687
OG0004659	Xenia|LOC124443082	Clytia|LOC000735
OG0004660	Xenia|LOC124442337	Clytia|LOC000750
OG0004661	Xenia|LOC124443748	Clytia|LOC000754
OG0004662	Xenia|LOC124448675	Clytia|LOC000765
OG0004663	Xenia|LOC124443579, Xenia|LOC124443955	Clytia|LOC000770
OG0004664	Xenia|LOC124436508	Clytia|LOC000779
OG0004667	Xenia|LOC124444491	Clytia|LOC000816
OG0004668	Xenia|LOC124442525	Clytia|LOC000819
OG0004669	Xenia|LOC124441209	Clytia|LOC000820
OG0004670	Xenia|LOC124440941	Clytia|LOC000823
OG0004671	Xenia|LOC124439658	Clytia|LOC000825
OG0004672	Xenia|LOC124441356	Clytia|LOC000830
OG0004673	Xenia|LOC124442458	Clytia|LOC000831
OG0004674	Xenia|LOC124441900	Clytia|LOC000832
OG0004675	Xenia|LOC124441112	Clytia|LOC000835
OG0004676	Xenia|LOC124442405	Clytia|LOC000836
OG0004677	Xenia|LOC124441301	Clytia|LOC000840
OG0004678	Xenia|LOC124441977	Clytia|LOC000841
OG0004679	Xenia|LOC124441888	Clytia|LOC000842
OG0004680	Xenia|LOC124442672	Clytia|LOC000845
OG0004681	Xenia|LOC124446667	Clytia|LOC000847
OG0004682	Xenia|LOC124442837	Clytia|LOC000848
OG0004683	Xenia|LOC124441743	Clytia|LOC000856
OG0004684	Xenia|LOC124443000	Clytia|LOC000857
OG0004685	Xenia|LOC124441454	Clytia|LOC000862
OG0004686	Xenia|LOC124442001	Clytia|LOC000865
OG0004687	Xenia|LOC124442807	Clytia|LOC000866
OG0004688	Xenia|LOC124443112	Clytia|LOC000868
OG0004689	Xenia|LOC124442427	Clytia|LOC000875
OG0004690	Xenia|LOC124441310	Clytia|LOC000897
OG0004691	Xenia|LOC124446189	Clytia|LOC000932
OG0004692	Xenia|LOC124438711	Clytia|LOC000943
OG0004693	Xenia|LOC124451049	Clytia|LOC000945
OG0004694	Xenia|LOC124438557	Clytia|LOC000963
OG0004695	Xenia|LOC124438337	Clytia|LOC000965
OG0004696	Xenia|LOC124439568	Clytia|LOC000973
OG0004697	Xenia|LOC124445632	Clytia|LOC000979
OG0004699	Xenia|LOC124447853	Clytia|LOC000982
OG0004700	Xenia|LOC124438712	Clytia|LOC000984
OG0004701	Xenia|LOC124450795	Clytia|LOC000986
OG0004702	Xenia|LOC124442286	Clytia|LOC000988
OG0004704	Xenia|LOC124447196	Clytia|LOC001005
OG0004705	Xenia|LOC124444440	Clytia|LOC001007
OG0004706	Xenia|LOC124450793	Clytia|LOC001015
OG0004707	Xenia|LOC124447538	Clytia|LOC001017
OG0004709	Xenia|LOC124445113	Clytia|LOC001061
OG0004710	Xenia|LOC124437022	Clytia|LOC001075
OG0004711	Xenia|LOC124436433	Clytia|LOC001077
OG0004712	Xenia|LOC124437766	Clytia|LOC001079
OG0004713	Xenia|LOC124437364	Clytia|LOC001082
OG0004714	Xenia|LOC124437001	Clytia|LOC001083
OG0004715	Xenia|LOC124436173	Clytia|LOC001084
OG0004716	Xenia|LOC124436894	Clytia|LOC001093
OG0004717	Xenia|LOC124437418	Clytia|LOC001094
OG0004718	Xenia|LOC124452749	Clytia|LOC001099
OG0004722	Xenia|LOC124436412	Clytia|LOC001112
OG0004723	Xenia|LOC124450451	Clytia|LOC001124
OG0004726	Xenia|LOC124445398	Clytia|LOC001180
OG0004727	Xenia|LOC124446873	Clytia|LOC001182
OG0004728	Xenia|LOC124446133	Clytia|LOC001185
OG0004729	Xenia|LOC124445932	Clytia|LOC001186
OG0004730	Xenia|LOC124446845	Clytia|LOC001190
OG0004731	Xenia|LOC124446532	Clytia|LOC001213
OG0004732	Xenia|LOC124447533	Clytia|LOC001219
OG0004733	Xenia|LOC124445272	Clytia|LOC001230
OG0004734	Xenia|LOC124446733	Clytia|LOC001233
OG0004735	Xenia|LOC124446650	Clytia|LOC001310
OG0004736	Xenia|LOC124434391	Clytia|LOC001311
OG0004738	Xenia|LOC124447222	Clytia|LOC001343
OG0004739	Xenia|LOC124446083	Clytia|LOC001344
OG0004741	Xenia|LOC124449851	Clytia|LOC001383
OG0004743	Xenia|LOC124439894	Clytia|LOC001411
OG0004744	Xenia|LOC124444036	Clytia|LOC001412
OG0004745	Xenia|LOC124435888	Clytia|LOC001415
OG0004746	Xenia|LOC124439839	Clytia|LOC001417
OG0004747	Xenia|LOC124440542	Clytia|LOC001431
OG0004748	Xenia|LOC124436804	Clytia|LOC001440
OG0004749	Xenia|LOC124440704	Clytia|LOC001442
OG0004750	Xenia|LOC124439881	Clytia|LOC001445
OG0004751	Xenia|LOC124450505	Clytia|LOC001447
OG0004752	Xenia|LOC124440536	Clytia|LOC001468
OG0004753	Xenia|LOC124435708	Clytia|LOC001469
OG0004754	Xenia|LOC124440129	Clytia|LOC001474
OG0004755	Xenia|LOC124440679	Clytia|LOC001477
OG0004756	Xenia|LOC124434920	Clytia|LOC001520
OG0004757	Xenia|LOC124434144	Clytia|LOC001526
OG0004758	Xenia|LOC124433835	Clytia|LOC001527
OG0004759	Xenia|LOC124435303	Clytia|LOC001533
OG0004760	Xenia|LOC124450710	Clytia|LOC001534
OG0004761	Xenia|LOC124443664	Clytia|LOC001536
OG0004762	Xenia|LOC124452736	Clytia|LOC001538
OG0004763	Xenia|LOC124452996	Clytia|LOC001540
OG0004764	Xenia|LOC124453604	Clytia|LOC001542
OG0004765	Xenia|LOC124444337	Clytia|LOC001554
OG0004767	Xenia|LOC124434143	Clytia|LOC001558
OG0004768	Xenia|LOC124453214	Clytia|LOC001565
OG0004769	Xenia|LOC124452910	Clytia|LOC001568
OG0004771	Xenia|LOC124443790	Clytia|LOC001574
OG0004775	Xenia|LOC124434157	Clytia|LOC001623
OG0004776	Xenia|LOC124433823	Clytia|LOC001630
OG0004777	Xenia|LOC124434725	Clytia|LOC001631
OG0004778	Xenia|LOC124434129	Clytia|LOC001639
OG0004779	Xenia|LOC124435730	Clytia|LOC001640
OG0004780	Xenia|LOC124434239	Clytia|LOC001645
OG0004781	Xenia|LOC124434108	Clytia|LOC001646
OG0004782	Xenia|LOC124434023	Clytia|LOC001647
OG0004783	Xenia|LOC124434533	Clytia|LOC001649
OG0004784	Xenia|LOC124433881	Clytia|LOC001674
OG0004786	Xenia|LOC124435811	Clytia|LOC001704
OG0004787	Xenia|LOC124437374	Clytia|LOC001705
OG0004788	Xenia|LOC124436955	Clytia|LOC001715
OG0004789	Xenia|LOC124436571	Clytia|LOC001735
OG0004790	Xenia|LOC124436962	Clytia|LOC001738
OG0004791	Xenia|LOC124436472	Clytia|LOC001741
OG0004792	Xenia|LOC124441485	Clytia|LOC001742
OG0004794	Xenia|LOC124437629	Clytia|LOC001764
OG0004795	Xenia|LOC124438496	Clytia|LOC001768
OG0004796	Xenia|LOC124436983	Clytia|LOC001772
OG0004797	Xenia|LOC124437627	Clytia|LOC001773
OG0004798	Xenia|LOC124436289	Clytia|LOC001774
OG0004799	Xenia|LOC124456969	Clytia|LOC001781
OG0004801	Xenia|LOC124435363	Clytia|LOC001819
OG0004802	Xenia|LOC124439837	Clytia|LOC001824
OG0004803	Xenia|LOC124438280	Clytia|LOC001825
OG0004804	Xenia|LOC124439836	Clytia|LOC001829
OG0004805	Xenia|LOC124440398	Clytia|LOC001832
OG0004806	Xenia|LOC124440374	Clytia|LOC001833
OG0004807	Xenia|LOC124440039	Clytia|LOC001837
OG0004808	Xenia|LOC124440016	Clytia|LOC001848
OG0004809	Xenia|LOC124440269	Clytia|LOC001849
OG0004810	Xenia|LOC124440554	Clytia|LOC001850
OG0004811	Xenia|LOC124435545	Clytia|LOC001902
OG0004812	Xenia|LOC124453644	Clytia|LOC001906, Clytia|LOC001933
OG0004813	Xenia|LOC124453636	Clytia|LOC001907
OG0004814	Xenia|LOC124456556	Clytia|LOC001914
OG0004815	Xenia|LOC124452638	Clytia|LOC001920
OG0004817	Xenia|LOC124453602	Clytia|LOC001924
OG0004818	Xenia|LOC124452634	Clytia|LOC001928
OG0004820	Xenia|LOC124453006	Clytia|LOC001934
OG0004821	Xenia|LOC124452547	Clytia|LOC001935
OG0004823	Xenia|LOC124444072	Clytia|LOC001945
OG0004824	Xenia|LOC124436965	Clytia|LOC001965
OG0004825	Xenia|LOC124434281	Clytia|LOC001980
OG0004826	Xenia|LOC124434763	Clytia|LOC001990
OG0004827	Xenia|LOC124454917	Clytia|LOC001991
OG0004828	Xenia|LOC124434716	Clytia|LOC002006
OG0004829	Xenia|LOC124434167	Clytia|LOC002010
OG0004830	Xenia|LOC124435366	Clytia|LOC002013
OG0004831	Xenia|LOC124445855	Clytia|LOC002015
OG0004832	Xenia|LOC124434985	Clytia|LOC002024
OG0004833	Xenia|LOC124434680	Clytia|LOC002029
OG0004836	Xenia|LOC124440122	Clytia|LOC002056
OG0004838	Xenia|LOC124438340	Clytia|LOC002082
OG0004840	Xenia|LOC124457348	Clytia|LOC002091
OG0004841	Xenia|LOC124459428	Clytia|LOC002097
OG0004842	Xenia|LOC124433389	Clytia|LOC002101
OG0004843	Xenia|LOC124453309	Clytia|LOC002116, Clytia|LOC023693
OG0004844	Xenia|LOC124457243	Clytia|LOC002125
OG0004845	Xenia|LOC124459608	Clytia|LOC002126
OG0004846	Xenia|LOC124440655	Clytia|LOC002133
OG0004847	Xenia|LOC124434682	Clytia|LOC002169
OG0004848	Xenia|LOC124449292	Clytia|LOC002173
OG0004849	Xenia|LOC124448633	Clytia|LOC002175
OG0004850	Xenia|LOC124456772	Clytia|LOC002178
OG0004851	Xenia|LOC124449331	Clytia|LOC002179
OG0004852	Xenia|LOC124448405	Clytia|LOC002183
OG0004853	Xenia|LOC124448228	Clytia|LOC002187
OG0004854	Xenia|LOC124448154	Clytia|LOC002188
OG0004856	Xenia|LOC124449290	Clytia|LOC002196
OG0004857	Xenia|LOC124449591	Clytia|LOC002199
OG0004858	Xenia|LOC124448173	Clytia|LOC002200
OG0004859	Xenia|LOC124449860	Clytia|LOC002201
OG0004860	Xenia|LOC124435717	Clytia|LOC002205
OG0004862	Xenia|LOC124449515	Clytia|LOC002207
OG0004863	Xenia|LOC124448572	Clytia|LOC002211
OG0004864	Xenia|LOC124447121	Clytia|LOC002252
OG0004865	Xenia|LOC124445900	Clytia|LOC002253
OG0004866	Xenia|LOC124446668	Clytia|LOC002256
OG0004867	Xenia|LOC124456878	Clytia|LOC002265
OG0004868	Xenia|LOC124447531	Clytia|LOC002267
OG0004869	Xenia|LOC124450901	Clytia|LOC002279
OG0004870	Xenia|LOC124450369	Clytia|LOC002280
OG0004871	Xenia|LOC124447059	Clytia|LOC002281
OG0004872	Xenia|LOC124444439	Clytia|LOC002282
OG0004873	Xenia|LOC124445492	Clytia|LOC002290
OG0004874	Xenia|LOC124445997	Clytia|LOC002294
OG0004875	Xenia|LOC124452744	Clytia|LOC002298
OG0004876	Xenia|LOC124446753	Clytia|LOC002299
OG0004877	Xenia|LOC124437669	Clytia|LOC002303
OG0004878	Xenia|LOC124449264	Clytia|LOC002329
OG0004879	Xenia|LOC124444215	Clytia|LOC002347
OG0004880	Xenia|LOC124446989	Clytia|LOC002349
OG0004881	Xenia|LOC124447385	Clytia|LOC002350
OG0004882	Xenia|LOC124439003	Clytia|LOC002353
OG0004883	Xenia|LOC124447544	Clytia|LOC002355
OG0004884	Xenia|LOC124452466	Clytia|LOC002358
OG0004885	Xenia|LOC124438577	Clytia|LOC002361
OG0004886	Xenia|LOC124447923	Clytia|LOC002363
OG0004887	Xenia|LOC124457464	Clytia|LOC002366
OG0004888	Xenia|LOC124446552	Clytia|LOC002369
OG0004889	Xenia|LOC124438607	Clytia|LOC002374
OG0004890	Xenia|LOC124438809	Clytia|LOC002378
OG0004891	Xenia|LOC124438382	Clytia|LOC002388
OG0004892	Xenia|LOC124453059	Clytia|LOC002390
OG0004894	Xenia|LOC124448477	Clytia|LOC002438
OG0004896	Xenia|LOC124448839	Clytia|LOC002443
OG0004897	Xenia|LOC124449564	Clytia|LOC002445
OG0004898	Xenia|LOC124448797	Clytia|LOC002447
OG0004900	Xenia|LOC124448904	Clytia|LOC002471
OG0004901	Xenia|LOC124439430	Clytia|LOC002474
OG0004902	Xenia|LOC124448799	Clytia|LOC002476
OG0004903	Xenia|LOC124449375	Clytia|LOC002481
OG0004904	Xenia|LOC124450711	Clytia|LOC002527
OG0004905	Xenia|LOC124441102	Clytia|LOC002529
OG0004906	Xenia|LOC124443410	Clytia|LOC002531
OG0004907	Xenia|LOC124441403	Clytia|LOC002536
OG0004908	Xenia|LOC124442423	Clytia|LOC002537
OG0004909	Xenia|LOC124442417	Clytia|LOC002539
OG0004910	Xenia|LOC124441316	Clytia|LOC002540
OG0004911	Xenia|LOC124442209	Clytia|LOC002541
OG0004912	Xenia|LOC124443033	Clytia|LOC002550
OG0004913	Xenia|LOC124441031	Clytia|LOC002564
OG0004914	Xenia|LOC124444966	Clytia|LOC002601
OG0004915	Xenia|LOC124444012	Clytia|LOC002603
OG0004916	Xenia|LOC124440908	Clytia|LOC002609
OG0004917	Xenia|LOC124447422	Clytia|LOC002613
OG0004918	Xenia|LOC124455662	Clytia|LOC002614
OG0004919	Xenia|LOC124444648	Clytia|LOC002621
OG0004920	Xenia|LOC124444957	Clytia|LOC002623
OG0004921	Xenia|LOC124442485	Clytia|LOC002627
OG0004922	Xenia|LOC124447575	Clytia|LOC002631
OG0004923	Xenia|LOC124443618	Clytia|LOC002633
OG0004924	Xenia|LOC124441807	Clytia|LOC002634
OG0004925	Xenia|LOC124441430	Clytia|LOC002639
OG0004926	Xenia|LOC124444953	Clytia|LOC002642
OG0004927	Xenia|LOC124444304	Clytia|LOC002649
OG0004928	Xenia|LOC124441494	Clytia|LOC002650
OG0004929	Xenia|LOC124443180	Clytia|LOC002651
OG0004930	Xenia|LOC124438416	Clytia|LOC002680
OG0004931	Xenia|LOC124446657	Clytia|LOC002687
OG0004932	Xenia|LOC124439404	Clytia|LOC002693
OG0004933	Xenia|LOC124455542	Clytia|LOC002701
OG0004934	Xenia|LOC124452699	Clytia|LOC002705
OG0004936	Xenia|LOC124452564	Clytia|LOC002714
OG0004938	Xenia|LOC124438435	Clytia|LOC002742
OG0004939	Xenia|LOC124435410	Clytia|LOC002754
OG0004940	Xenia|LOC124458530	Clytia|LOC002755
OG0004941	Xenia|LOC124455566	Clytia|LOC002757
OG0004942	Xenia|LOC124459084	Clytia|LOC002759
OG0004943	Xenia|LOC124439604	Clytia|LOC002771
OG0004944	Xenia|LOC124457870	Clytia|LOC002776
OG0004945	Xenia|LOC124439146	Clytia|LOC002780
OG0004946	Xenia|LOC124456819	Clytia|LOC002781
OG0004947	Xenia|LOC124449333	Clytia|LOC002782
OG0004948	Xenia|LOC124446553	Clytia|LOC002784
OG0004949	Xenia|LOC124433495	Clytia|LOC002785
OG0004950	Xenia|LOC124447384	Clytia|LOC002804
OG0004951	Xenia|LOC124434975	Clytia|LOC002830
OG0004952	Xenia|LOC124442802	Clytia|LOC002841
OG0004953	Xenia|LOC124437617	Clytia|LOC002843
OG0004954	Xenia|LOC124440618	Clytia|LOC002848
OG0004957	Xenia|LOC124437742	Clytia|LOC002862
OG0004958	Xenia|LOC124440631	Clytia|LOC002864
OG0004959	Xenia|LOC124439968	Clytia|LOC002867
OG0004960	Xenia|LOC124459646	Clytia|LOC002880
OG0004961	Xenia|LOC124439717	Clytia|LOC002894
OG0004962	Xenia|LOC124443607	Clytia|LOC002905
OG0004963	Xenia|LOC124438104	Clytia|LOC002906
OG0004965	Xenia|LOC124446098	Clytia|LOC002925
OG0004966	Xenia|LOC124445945	Clytia|LOC002933
OG0004967	Xenia|LOC124446171	Clytia|LOC002940
OG0004969	Xenia|LOC124446103	Clytia|LOC002953
OG0004970	Xenia|LOC124446365	Clytia|LOC002971
OG0004971	Xenia|LOC124447117	Clytia|LOC002973
OG0004972	Xenia|LOC124442803	Clytia|LOC002999
OG0004974	Xenia|LOC124434852	Clytia|LOC003014
OG0004975	Xenia|LOC124434156	Clytia|LOC003018
OG0004976	Xenia|LOC124434890	Clytia|LOC003020
OG0004977	Xenia|LOC124435418	Clytia|LOC003021
OG0004978	Xenia|LOC124435403	Clytia|LOC003025
OG0004979	Xenia|LOC124433857	Clytia|LOC003035
OG0004980	Xenia|LOC124433897	Clytia|LOC003040
OG0004981	Xenia|LOC124434484	Clytia|LOC003041
OG0004982	Xenia|LOC124434601	Clytia|LOC003046
OG0004983	Xenia|LOC124434093	Clytia|LOC003048
OG0004984	Xenia|LOC124450272	Clytia|LOC003051
OG0004986	Xenia|LOC124445161	Clytia|LOC003086
OG0004987	Xenia|LOC124447437	Clytia|LOC003096
OG0004988	Xenia|LOC124446562	Clytia|LOC003097
OG0004989	Xenia|LOC124445400	Clytia|LOC003098
OG0004990	Xenia|LOC124447550	Clytia|LOC003102
OG0004991	Xenia|LOC124447474	Clytia|LOC003103
OG0004992	Xenia|LOC124446794	Clytia|LOC003104
OG0004994	Xenia|LOC124445808	Clytia|LOC003108
OG0004995	Xenia|LOC124445475	Clytia|LOC003109
OG0004996	Xenia|LOC124446521	Clytia|LOC003110
OG0004997	Xenia|LOC124446573	Clytia|LOC003112
OG0004998	Xenia|LOC124446723	Clytia|LOC003118
OG0004999	Xenia|LOC124453241	Clytia|LOC003127
OG0005001	Xenia|LOC124446496	Clytia|LOC003161
OG0005002	Xenia|LOC124446206	Clytia|LOC003165
OG0005003	Xenia|LOC124445739	Clytia|LOC003169
OG0005004	Xenia|LOC124434990	Clytia|LOC003172
OG0005006	Xenia|LOC124456097	Clytia|LOC003191
OG0005007	Xenia|LOC124446880	Clytia|LOC003193
OG0005008	Xenia|LOC124434731	Clytia|LOC003194
OG0005012	Xenia|LOC124441673	Clytia|LOC003206
OG0005014	Xenia|LOC124442207	Clytia|LOC003251
OG0005016	Xenia|LOC124452593	Clytia|LOC003259
OG0005017	Xenia|LOC124450900	Clytia|LOC003265
OG0005018	Xenia|LOC124455482	Clytia|LOC003267
OG0005019	Xenia|LOC124452714	Clytia|LOC003268
OG0005020	Xenia|LOC124453046	Clytia|LOC003271
OG0005021	Xenia|LOC124453043	Clytia|LOC003278
OG0005023	Xenia|LOC124452866	Clytia|LOC003330
OG0005024	Xenia|LOC124453285	Clytia|LOC003331
OG0005025	Xenia|LOC124436342	Clytia|LOC003344
OG0005026	Xenia|LOC124453467	Clytia|LOC003346
OG0005028	Xenia|LOC124453729	Clytia|LOC003360
OG0005029	Xenia|LOC124453240	Clytia|LOC003364
OG0005030	Xenia|LOC124436174	Clytia|LOC003371
OG0005032	Xenia|LOC124452884	Clytia|LOC003377
OG0005033	Xenia|LOC124438225	Clytia|LOC003425
OG0005034	Xenia|LOC124444041	Clytia|LOC003426
OG0005035	Xenia|LOC124442648	Clytia|LOC003435
OG0005036	Xenia|LOC124439625	Clytia|LOC003436
OG0005037	Xenia|LOC124439068	Clytia|LOC003443
OG0005038	Xenia|LOC124438314	Clytia|LOC003444
OG0005040	Xenia|LOC124433649	Clytia|LOC003456
OG0005041	Xenia|LOC124438136	Clytia|LOC003460
OG0005042	Xenia|LOC124453769	Clytia|LOC003498
OG0005043	Xenia|LOC124453322	Clytia|LOC003501
OG0005045	Xenia|LOC124453233	Clytia|LOC003511
OG0005049	Xenia|LOC124452887	Clytia|LOC003560
OG0005050	Xenia|LOC124453537	Clytia|LOC003561
OG0005051	Xenia|LOC124438148	Clytia|LOC003565
OG0005052	Xenia|LOC124455539	Clytia|LOC003566
OG0005053	Xenia|LOC124454353	Clytia|LOC003580
OG0005054	Xenia|LOC124451306	Clytia|LOC003592
OG0005057	Xenia|LOC124438322	Clytia|LOC003601
OG0005058	Xenia|LOC124442429	Clytia|LOC003611
OG0005059	Xenia|LOC124441873	Clytia|LOC003652
OG0005060	Xenia|LOC124441761	Clytia|LOC003653
OG0005061	Xenia|LOC124442202	Clytia|LOC003654
OG0005062	Xenia|LOC124451104	Clytia|LOC003683, Clytia|LOC003657
OG0005063	Xenia|LOC124442550	Clytia|LOC003661
OG0005064	Xenia|LOC124442365	Clytia|LOC003663
OG0005065	Xenia|LOC124450689	Clytia|LOC003673
OG0005067	Xenia|LOC124441425	Clytia|LOC003677
OG0005068	Xenia|LOC124452230	Clytia|LOC003679
OG0005069	Xenia|LOC124435285	Clytia|LOC003685
OG0005070	Xenia|LOC124445852	Clytia|LOC003687
OG0005071	Xenia|LOC124446709	Clytia|LOC003690
OG0005072	Xenia|LOC124441228	Clytia|LOC003695
OG0005073	Xenia|LOC124441712	Clytia|LOC003697
OG0005074	Xenia|LOC124435198	Clytia|LOC003720
OG0005075	Xenia|LOC124452743	Clytia|LOC003723
OG0005076	Xenia|LOC124453235	Clytia|LOC003730
OG0005077	Xenia|LOC124435197	Clytia|LOC003732
OG0005078	Xenia|LOC124453625	Clytia|LOC003742
OG0005079	Xenia|LOC124453466	Clytia|LOC003765
OG0005080	Xenia|LOC124438798	Clytia|LOC003768
OG0005081	Xenia|LOC124439263	Clytia|LOC003774
OG0005084	Xenia|LOC124440102	Clytia|LOC003854
OG0005086	Xenia|LOC124452404	Clytia|LOC003874
OG0005087	Xenia|LOC124439949	Clytia|LOC003877
OG0005088	Xenia|LOC124436452	Clytia|LOC003878
OG0005089	Xenia|LOC124449810	Clytia|LOC003879
OG0005090	Xenia|LOC124444492	Clytia|LOC003884
OG0005091	Xenia|LOC124444757	Clytia|LOC003886
OG0005092	Xenia|LOC124438911	Clytia|LOC003915
OG0005093	Xenia|LOC124447252	Clytia|LOC003920
OG0005094	Xenia|LOC124444321	Clytia|LOC003923
OG0005095	Xenia|LOC124445499	Clytia|LOC003935
OG0005096	Xenia|LOC124445003	Clytia|LOC003939
OG0005098	Xenia|LOC124447254	Clytia|LOC003948
OG0005099	Xenia|LOC124445297	Clytia|LOC003949
OG0005100	Xenia|LOC124445939	Clytia|LOC003950
OG0005101	Xenia|LOC124446384	Clytia|LOC003951
OG0005102	Xenia|LOC124445078	Clytia|LOC003960
OG0005103	Xenia|LOC124446290	Clytia|LOC003962
OG0005104	Xenia|LOC124446804	Clytia|LOC003967
OG0005105	Xenia|LOC124441930	Clytia|LOC003995
OG0005106	Xenia|LOC124452950	Clytia|LOC004010
OG0005107	Xenia|LOC124454858	Clytia|LOC004016
OG0005109	Xenia|LOC124433307	Clytia|LOC004036
OG0005110	Xenia|LOC124454058	Clytia|LOC004037
OG0005111	Xenia|LOC124457200	Clytia|LOC004040
OG0005112	Xenia|LOC124459454	Clytia|LOC004060
OG0005113	Xenia|LOC124439125	Clytia|LOC004071
OG0005114	Xenia|LOC124438260	Clytia|LOC004075
OG0005115	Xenia|LOC124438847	Clytia|LOC004076
OG0005116	Xenia|LOC124439515	Clytia|LOC004079
OG0005117	Xenia|LOC124454247	Clytia|LOC004080
OG0005118	Xenia|LOC124438278	Clytia|LOC004085
OG0005119	Xenia|LOC124438998	Clytia|LOC004091
OG0005120	Xenia|LOC124451169	Clytia|LOC004106
OG0005121	Xenia|LOC124452586	Clytia|LOC004123
OG0005122	Xenia|LOC124445649	Clytia|LOC004137
OG0005123	Xenia|LOC124433442	Clytia|LOC004138
OG0005124	Xenia|LOC124447968	Clytia|LOC004152
OG0005125	Xenia|LOC124439343	Clytia|LOC004158
OG0005126	Xenia|LOC124448293	Clytia|LOC004160
OG0005127	Xenia|LOC124449312	Clytia|LOC004164
OG0005130	Xenia|LOC124436321	Clytia|LOC004200
OG0005131	Xenia|LOC124437093	Clytia|LOC004204
OG0005132	Xenia|LOC124437416	Clytia|LOC004209
OG0005133	Xenia|LOC124437535	Clytia|LOC004212
OG0005134	Xenia|LOC124436161	Clytia|LOC004214
OG0005135	Xenia|LOC124436572	Clytia|LOC004216
OG0005136	Xenia|LOC124437520	Clytia|LOC004220
OG0005137	Xenia|LOC124436367	Clytia|LOC004221
OG0005138	Xenia|LOC124437020	Clytia|LOC004223
OG0005140	Xenia|LOC124447472	Clytia|LOC004230
OG0005142	Xenia|LOC124441328	Clytia|LOC004263
OG0005143	Xenia|LOC124442898	Clytia|LOC004266
OG0005144	Xenia|LOC124452955	Clytia|LOC004269
OG0005145	Xenia|LOC124438249	Clytia|LOC004271, Clytia|LOC004270
OG0005147	Xenia|LOC124441030	Clytia|LOC004275
OG0005148	Xenia|LOC124442770	Clytia|LOC004279
OG0005149	Xenia|LOC124441983	Clytia|LOC004284
OG0005150	Xenia|LOC124439481	Clytia|LOC004285
OG0005151	Xenia|LOC124442901	Clytia|LOC004286
OG0005152	Xenia|LOC124450715	Clytia|LOC004289
OG0005153	Xenia|LOC124441826	Clytia|LOC004291
OG0005154	Xenia|LOC124442946	Clytia|LOC004297
OG0005155	Xenia|LOC124434876	Clytia|LOC004298
OG0005156	Xenia|LOC124439429	Clytia|LOC004304
OG0005157	Xenia|LOC124441765	Clytia|LOC004306
OG0005158	Xenia|LOC124433899	Clytia|LOC004308
OG0005159	Xenia|LOC124441461	Clytia|LOC004310
OG0005160	Xenia|LOC124445627	Clytia|LOC004311
OG0005161	Xenia|LOC124446491	Clytia|LOC004333
OG0005163	Xenia|LOC124445711	Clytia|LOC004353
OG0005165	Xenia|LOC124447223	Clytia|LOC004368
OG0005166	Xenia|LOC124446397	Clytia|LOC004375
OG0005167	Xenia|LOC124447386	Clytia|LOC004376
OG0005168	Xenia|LOC124445554	Clytia|LOC004385
OG0005169	Xenia|LOC124438402	Clytia|LOC004386
OG0005170	Xenia|LOC124452250	Clytia|LOC004387
OG0005171	Xenia|LOC124446218	Clytia|LOC004390
OG0005173	Xenia|LOC124447478	Clytia|LOC004432
OG0005174	Xenia|LOC124438662	Clytia|LOC004434
OG0005175	Xenia|LOC124439647	Clytia|LOC004436
OG0005176	Xenia|LOC124451052	Clytia|LOC004438
OG0005177	Xenia|LOC124445092	Clytia|LOC004439
OG0005178	Xenia|LOC124443706	Clytia|LOC004441
