Orthogroup	longest_isoform_XeniaProteins	longest_isoform_NematostellaProteins
OG0006339	Xenia|LOC124450323	Nematostella|LOC5509321
OG0006340	Xenia|LOC124434740	Nematostella|LOC5516115
OG0006341	Xenia|LOC124434300	Nematostella|LOC5512941
OG0006342	Xenia|LOC124434132	Nematostella|LOC5507691
OG0006343	Xenia|LOC124434196	Nematostella|LOC5516359
OG0006344	Xenia|LOC124436357	Nematostella|LOC5513412
OG0006345	Xenia|LOC124436950	Nematostella|LOC5518591
OG0006346	Xenia|LOC124453539	Nematostella|LOC5501076
OG0006347	Xenia|LOC124453752	Nematostella|LOC5517898
OG0006348	Xenia|LOC124452577	Nematostella|LOC5521779
OG0006349	Xenia|LOC124453454	Nematostella|LOC5521781
OG0006351	Xenia|LOC124434704	Nematostella|LOC5511566
OG0006353	Xenia|LOC124440094	Nematostella|LOC5509830
OG0006354	Xenia|LOC124436960	Nematostella|LOC5512611
OG0006355	Xenia|LOC124443475	Nematostella|LOC5520299
OG0006356	Xenia|LOC124436125	Nematostella|LOC5519055
OG0006357	Xenia|LOC124443178	Nematostella|LOC5503159
OG0006358	Xenia|LOC124445034	Nematostella|LOC5515025
OG0006359	Xenia|LOC124442709	Nematostella|LOC5510548
OG0006361	Xenia|LOC124445063	Nematostella|LOC5513930
OG0006362	Xenia|LOC124451771	Nematostella|LOC5504019
OG0006363	Xenia|LOC124443700	Nematostella|LOC5519687
OG0006364	Xenia|LOC124450285	Nematostella|LOC5508845
OG0006365	Xenia|LOC124440333	Nematostella|LOC5506596
OG0006366	Xenia|LOC124450325	Nematostella|LOC5519712
OG0006367	Xenia|LOC124450294	Nematostella|LOC5511049
OG0006368	Xenia|LOC124459552	Nematostella|LOC5517656
OG0006369	Xenia|LOC124447325	Nematostella|LOC5517666
OG0006371	Xenia|LOC124458498	Nematostella|LOC5511708
OG0006372	Xenia|LOC124445787	Nematostella|LOC5509649
OG0006373	Xenia|LOC124448008	Nematostella|LOC5501797
OG0006374	Xenia|LOC124449583	Nematostella|LOC5505614
OG0006375	Xenia|LOC124447913	Nematostella|LOC5502885
OG0006376	Xenia|LOC124447645	Nematostella|LOC5511707
OG0006377	Xenia|LOC124442904	Nematostella|LOC5520945
OG0006378	Xenia|LOC124447901	Nematostella|LOC5509544
OG0006379	Xenia|LOC124438394	Nematostella|LOC5519100
OG0006380	Xenia|LOC124439936	Nematostella|LOC5506263
OG0006381	Xenia|LOC124434564	Nematostella|LOC5517100
OG0006382	Xenia|LOC124439541	Nematostella|LOC5515253
OG0006383	Xenia|LOC124452931	Nematostella|LOC5514790
OG0006384	Xenia|LOC124453216	Nematostella|LOC5521239
OG0006385	Xenia|LOC124449397	Nematostella|LOC5511701
OG0006386	Xenia|LOC124448926	Nematostella|LOC5508297
OG0006388	Xenia|LOC124447705	Nematostella|LOC5514504
OG0006389	Xenia|LOC124448456	Nematostella|LOC5520252
OG0006390	Xenia|LOC124435398	Nematostella|LOC116612487
OG0006391	Xenia|LOC124434154	Nematostella|LOC5509805
OG0006392	Xenia|LOC124434967	Nematostella|LOC5502220
OG0006394	Xenia|LOC124435222	Nematostella|LOC5522236
OG0006395	Xenia|LOC124447502	Nematostella|LOC5522005
OG0006396	Xenia|LOC124443918	Nematostella|LOC116609452
OG0006397	Xenia|LOC124442973	Nematostella|LOC5520816
OG0006398	Xenia|LOC124441270	Nematostella|LOC5509733
OG0006399	Xenia|LOC124441721	Nematostella|LOC5506160
OG0006400	Xenia|LOC124443045	Nematostella|LOC5511931
OG0006401	Xenia|LOC124453656	Nematostella|LOC5517056
OG0006402	Xenia|LOC124444470	Nematostella|LOC5517053
OG0006403	Xenia|LOC124438739	Nematostella|LOC5512432
OG0006404	Xenia|LOC124446393	Nematostella|LOC5519186
OG0006405	Xenia|LOC124446578	Nematostella|LOC5513604
OG0006408	Xenia|LOC124434421	Nematostella|LOC5510481
OG0006410	Xenia|LOC124442762	Nematostella|LOC5504189
OG0006411	Xenia|LOC124447751	Nematostella|LOC5508119
OG0006412	Xenia|LOC124442598	Nematostella|LOC5514923
OG0006413	Xenia|LOC124442599	Nematostella|LOC5514965
OG0006414	Xenia|LOC124442191	Nematostella|LOC5507872
OG0006415	Xenia|LOC124447579	Nematostella|LOC5512669
OG0006416	Xenia|LOC124434424	Nematostella|LOC5507553
OG0006417	Xenia|LOC124438991	Nematostella|LOC5501167
OG0006418	Xenia|LOC124452798	Nematostella|LOC5512581
OG0006419	Xenia|LOC124452959	Nematostella|LOC5507764
OG0006420	Xenia|LOC124440300	Nematostella|LOC5514810
OG0006421	Xenia|LOC124439833	Nematostella|LOC5521260
OG0006422	Xenia|LOC124439410	Nematostella|LOC5517873
OG0006423	Xenia|LOC124440748	Nematostella|LOC5508495
OG0006424	Xenia|LOC124435764	Nematostella|LOC5508762
OG0006425	Xenia|LOC124439704	Nematostella|LOC5517870
OG0006426	Xenia|LOC124437815	Nematostella|LOC5510863
OG0006428	Xenia|LOC124446677	Nematostella|LOC5510249
OG0006429	Xenia|LOC124442749	Nematostella|LOC5506318
OG0006430	Xenia|LOC124441422	Nematostella|LOC5511976
OG0006431	Xenia|LOC124441871	Nematostella|LOC5512990
OG0006432	Xenia|LOC124444408	Nematostella|LOC5522188
OG0006433	Xenia|LOC124444326	Nematostella|LOC5512592
OG0006434	Xenia|LOC124452412	Nematostella|LOC116620826
OG0006435	Xenia|LOC124444484	Nematostella|LOC5512073
OG0006436	Xenia|LOC124459061	Nematostella|LOC5506280
OG0006437	Xenia|LOC124442272	Nematostella|LOC5503973
OG0006438	Xenia|LOC124437659	Nematostella|LOC5513380
OG0006439	Xenia|LOC124452674	Nematostella|LOC5512242
OG0006440	Xenia|LOC124444343	Nematostella|LOC5502651
OG0006441	Xenia|LOC124436604	Nematostella|LOC5512255
OG0006442	Xenia|LOC124436318	Nematostella|LOC5506846
OG0006443	Xenia|LOC124452633	Nematostella|LOC5518355
OG0006444	Xenia|LOC124458425	Nematostella|LOC5517545
OG0006445	Xenia|LOC124453569	Nematostella|LOC5511777
OG0006446	Xenia|LOC124449343	Nematostella|LOC116611784
OG0006447	Xenia|LOC124435069	Nematostella|LOC5507541
OG0006448	Xenia|LOC124434638	Nematostella|LOC5502387
OG0006449	Xenia|LOC124453669	Nematostella|LOC5521420
OG0006450	Xenia|LOC124435318	Nematostella|LOC5516520
OG0006451	Xenia|LOC124450618	Nematostella|LOC116601459
OG0006452	Xenia|LOC124438992	Nematostella|LOC5500914
OG0006453	Xenia|LOC124441028	Nematostella|LOC5518892
OG0006454	Xenia|LOC124439202	Nematostella|LOC5501086
OG0006455	Xenia|LOC124441795	Nematostella|LOC5521147
OG0006456	Xenia|LOC124442218	Nematostella|LOC5505666
OG0006457	Xenia|LOC124435321	Nematostella|LOC116614807
OG0006459	Xenia|LOC124435850	Nematostella|LOC5521470
OG0006460	Xenia|LOC124436842	Nematostella|LOC5508154
OG0006462	Xenia|LOC124439004	Nematostella|LOC5501706
OG0006463	Xenia|LOC124453720	Nematostella|LOC5519998
OG0006464	Xenia|LOC124434061	Nematostella|LOC5515874
OG0006465	Xenia|LOC124439022	Nematostella|LOC5503019
OG0006466	Xenia|LOC124453750	Nematostella|LOC5511599
OG0006467	Xenia|LOC124435036	Nematostella|LOC5512878
OG0006468	Xenia|LOC124445588	Nematostella|LOC5515397
OG0006469	Xenia|LOC124440620	Nematostella|LOC5519912
OG0006470	Xenia|LOC124435031	Nematostella|LOC5512880
OG0006471	Xenia|LOC124437031	Nematostella|LOC116618794
OG0006472	Xenia|LOC124436225	Nematostella|LOC5513417
OG0006474	Xenia|LOC124438220	Nematostella|LOC116615067
OG0006476	Xenia|LOC124437955	Nematostella|LOC5507239
OG0006477	Xenia|LOC124438222	Nematostella|LOC5515177
OG0006478	Xenia|LOC124440443	Nematostella|LOC5507601
OG0006479	Xenia|LOC124434114	Nematostella|LOC5517122
OG0006481	Xenia|LOC124434781	Nematostella|LOC5512872
OG0006482	Xenia|LOC124448291	Nematostella|LOC5502890
OG0006483	Xenia|LOC124436305	Nematostella|LOC5502184
OG0006484	Xenia|LOC124445367	Nematostella|LOC116619870
OG0006485	Xenia|LOC124446637	Nematostella|LOC5511004
OG0006486	Xenia|LOC124434043	Nematostella|LOC5520390
OG0006487	Xenia|LOC124454724	Nematostella|LOC116618996
OG0006488	Xenia|LOC124434040	Nematostella|LOC5520467
OG0006489	Xenia|LOC124453587	Nematostella|LOC5505223
OG0006490	Xenia|LOC124444688	Nematostella|LOC5520978
OG0006491	Xenia|LOC124440535	Nematostella|LOC5520403
OG0006492	Xenia|LOC124440282	Nematostella|LOC5521183
OG0006493	Xenia|LOC124440823	Nematostella|LOC5521174
OG0006496	Xenia|LOC124451988	Nematostella|LOC5504412
OG0006497	Xenia|LOC124439374	Nematostella|LOC5517487
OG0006498	Xenia|LOC124448423	Nematostella|LOC5520619
OG0006499	Xenia|LOC124446358	Nematostella|LOC5513507
OG0006500	Xenia|LOC124448475	Nematostella|LOC5502159
OG0006501	Xenia|LOC124438016	Nematostella|LOC5504083
OG0006502	Xenia|LOC124433285	Nematostella|LOC5505961
OG0006504	Xenia|LOC124447029	Nematostella|LOC5517427
OG0006505	Xenia|LOC124445327	Nematostella|LOC5514462
OG0006506	Xenia|LOC124439613	Nematostella|LOC5517485
OG0006507	Xenia|LOC124434783	Nematostella|LOC5502423
OG0006508	Xenia|LOC124443956	Nematostella|LOC5522376
OG0006509	Xenia|LOC124438842	Nematostella|LOC5514794
OG0006510	Xenia|LOC124450934	Nematostella|LOC5519612
OG0006512	Xenia|LOC124448635	Nematostella|LOC5511743
OG0006514	Xenia|LOC124442039	Nematostella|LOC5509837
OG0006515	Xenia|LOC124452256	Nematostella|LOC5513668
OG0006516	Xenia|LOC124441754	Nematostella|LOC5518881
OG0006517	Xenia|LOC124451114	Nematostella|LOC5506505
OG0006518	Xenia|LOC124452391	Nematostella|LOC5504242
OG0006519	Xenia|LOC124453747	Nematostella|LOC5521242
OG0006520	Xenia|LOC124452994	Nematostella|LOC5521717
OG0006521	Xenia|LOC124435893	Nematostella|LOC5519462
OG0006522	Xenia|LOC124434245	Nematostella|LOC5503049
OG0006526	Xenia|LOC124443417	Nematostella|LOC5508012
OG0006527	Xenia|LOC124441972	Nematostella|LOC5520728
OG0006528	Xenia|LOC124441466	Nematostella|LOC5516057
OG0006529	Xenia|LOC124452408	Nematostella|LOC5502962
OG0006530	Xenia|LOC124458058	Nematostella|LOC5518430
OG0006531	Xenia|LOC124455037	Nematostella|LOC5517613
OG0006532	Xenia|LOC124439351	Nematostella|LOC5509868
OG0006533	Xenia|LOC124442416	Nematostella|LOC5513908
OG0006534	Xenia|LOC124441149	Nematostella|LOC5507106
OG0006536	Xenia|LOC124447715	Nematostella|LOC5520204
OG0006537	Xenia|LOC124447900	Nematostella|LOC5516873
OG0006539	Xenia|LOC124444124	Nematostella|LOC5514201
OG0006540	Xenia|LOC124438951	Nematostella|LOC5510022
OG0006541	Xenia|LOC124434162	Nematostella|LOC5520321
OG0006542	Xenia|LOC124442988	Nematostella|LOC5504311
OG0006543	Xenia|LOC124442751	Nematostella|LOC5514954
OG0006544	Xenia|LOC124452469	Nematostella|LOC5506487
OG0006545	Xenia|LOC124441717	Nematostella|LOC5516004
OG0006546	Xenia|LOC124437866	Nematostella|LOC5503476
OG0006547	Xenia|LOC124436443	Nematostella|LOC116604379
OG0006548	Xenia|LOC124443954	Nematostella|LOC5507267
OG0006549	Xenia|LOC124436832	Nematostella|LOC5510882
OG0006550	Xenia|LOC124436464	Nematostella|LOC5506848
OG0006551	Xenia|LOC124438910	Nematostella|LOC5510787
OG0006552	Xenia|LOC124438936	Nematostella|LOC5508260
OG0006553	Xenia|LOC124446455	Nematostella|LOC5510614
OG0006554	Xenia|LOC124445668	Nematostella|LOC5502149
OG0006555	Xenia|LOC124446560	Nematostella|LOC5513591
OG0006556	Xenia|LOC124453399	Nematostella|LOC116604507
OG0006557	Xenia|LOC124434021	Nematostella|LOC5510684
OG0006558	Xenia|LOC124442646	Nematostella|LOC5513871
OG0006559	Xenia|LOC124440304	Nematostella|LOC116604499
OG0006560	Xenia|LOC124440321	Nematostella|LOC5521322
OG0006561	Xenia|LOC124445196	Nematostella|LOC5509428
OG0006562	Xenia|LOC124440984	Nematostella|LOC5514041
OG0006564	Xenia|LOC124438284	Nematostella|LOC5516198
OG0006565	Xenia|LOC124437958	Nematostella|LOC5509782
OG0006567	Xenia|LOC124454922	Nematostella|LOC5503784
OG0006568	Xenia|LOC124434266	Nematostella|LOC5510657
OG0006569	Xenia|LOC124439697	Nematostella|LOC5514344
OG0006570	Xenia|LOC124444283	Nematostella|LOC5505224
OG0006571	Xenia|LOC124437984	Nematostella|LOC5508925
OG0006572	Xenia|LOC124434293	Nematostella|LOC5507598
OG0006573	Xenia|LOC124434963	Nematostella|LOC5520393
OG0006574	Xenia|LOC124434011	Nematostella|LOC5520336
OG0006575	Xenia|LOC124454297	Nematostella|LOC5503961
OG0006577	Xenia|LOC124442225	Nematostella|LOC5518378, Nematostella|LOC5515903
OG0006578	Xenia|LOC124446401	Nematostella|LOC5516462
OG0006579	Xenia|LOC124435020	Nematostella|LOC5501116
OG0006580	Xenia|LOC124435715	Nematostella|LOC5503007
OG0006581	Xenia|LOC124439326	Nematostella|LOC5516223
OG0006582	Xenia|LOC124459641	Nematostella|LOC5512302
OG0006584	Xenia|LOC124440830	Nematostella|LOC5509069
OG0006585	Xenia|LOC124440377	Nematostella|LOC5521218
OG0006586	Xenia|LOC124435364	Nematostella|LOC5511130
OG0006587	Xenia|LOC124434888	Nematostella|LOC5507690
OG0006590	Xenia|LOC124434439	Nematostella|LOC5509206
OG0006591	Xenia|LOC124450788	Nematostella|LOC5514258
OG0006592	Xenia|LOC124459585	Nematostella|LOC5518451
OG0006593	Xenia|LOC124439133	Nematostella|LOC5519335
OG0006594	Xenia|LOC124445771	Nematostella|LOC5521074
OG0006595	Xenia|LOC124439511	Nematostella|LOC5515325
OG0006596	Xenia|LOC124439159	Nematostella|LOC116613343
OG0006597	Xenia|LOC124442214	Nematostella|LOC5504174
OG0006598	Xenia|LOC124457146	Nematostella|LOC5503587
OG0006599	Xenia|LOC124440931	Nematostella|LOC5520738
OG0006600	Xenia|LOC124444925	Nematostella|LOC5512573
OG0006601	Xenia|LOC124443890	Nematostella|LOC5513260
OG0006602	Xenia|LOC124447409	Nematostella|LOC5511629
OG0006603	Xenia|LOC124445379	Nematostella|LOC116614241
OG0006604	Xenia|LOC124437833	Nematostella|LOC5514427
OG0006605	Xenia|LOC124441434	Nematostella|LOC5511096
OG0006606	Xenia|LOC124452742	Nematostella|LOC116618481
OG0006607	Xenia|LOC124446809	Nematostella|LOC5507789
OG0006608	Xenia|LOC124446228	Nematostella|LOC5503324
OG0006609	Xenia|LOC124435498	Nematostella|LOC116604130
OG0006610	Xenia|LOC124458273	Nematostella|LOC5507823
OG0006611	Xenia|LOC124442473	Nematostella|LOC5520690
OG0006612	Xenia|LOC124442767	Nematostella|LOC5502445
OG0006613	Xenia|LOC124435681	Nematostella|LOC5515880
OG0006614	Xenia|LOC124441752	Nematostella|LOC5520875
OG0006615	Xenia|LOC124445601	Nematostella|LOC5514376
OG0006616	Xenia|LOC124433532	Nematostella|LOC5503613
OG0006617	Xenia|LOC124459475	Nematostella|LOC5517453
OG0006618	Xenia|LOC124445299	Nematostella|LOC5512144
OG0006619	Xenia|LOC124449161	Nematostella|LOC5505965
OG0006620	Xenia|LOC124450246	Nematostella|LOC5517754
OG0006621	Xenia|LOC124447425	Nematostella|LOC5516405
OG0006622	Xenia|LOC124444687	Nematostella|LOC5520972
OG0006623	Xenia|LOC124453589	Nematostella|LOC5507165
OG0006624	Xenia|LOC124434437	Nematostella|LOC116616208
OG0006625	Xenia|LOC124439345	Nematostella|LOC5502347
OG0006626	Xenia|LOC124447127	Nematostella|LOC5519145
OG0006627	Xenia|LOC124452909	Nematostella|LOC5517983
OG0006628	Xenia|LOC124453360	Nematostella|LOC5516774
OG0006629	Xenia|LOC124452453	Nematostella|LOC5516787
OG0006630	Xenia|LOC124452752	Nematostella|LOC5508490
OG0006631	Xenia|LOC124453358	Nematostella|LOC5516822
OG0006633	Xenia|LOC124442201, Xenia|LOC124442219	Nematostella|LOC5518876
OG0006634	Xenia|LOC124435263	Nematostella|LOC5520325
OG0006637	Xenia|LOC124435348	Nematostella|LOC5513731
OG0006638	Xenia|LOC124444645	Nematostella|LOC5520911
OG0006640	Xenia|LOC124443586	Nematostella|LOC5508334
OG0006641	Xenia|LOC124444674	Nematostella|LOC5507362
OG0006642	Xenia|LOC124452299	Nematostella|LOC5518672
OG0006643	Xenia|LOC124440753	Nematostella|LOC5517630
OG0006644	Xenia|LOC124441036	Nematostella|LOC5507019
OG0006645	Xenia|LOC124444068	Nematostella|LOC5512567
OG0006646	Xenia|LOC124446515	Nematostella|LOC5504836
OG0006647	Xenia|LOC124445384	Nematostella|LOC5500545
OG0006648	Xenia|LOC124453527	Nematostella|LOC5505270
OG0006649	Xenia|LOC124438020	Nematostella|LOC5513519
OG0006650	Xenia|LOC124457431	Nematostella|LOC5506729
OG0006651	Xenia|LOC124436875	Nematostella|LOC5519076
OG0006652	Xenia|LOC124443747	Nematostella|LOC5502196
OG0006653	Xenia|LOC124441383	Nematostella|LOC116611549
OG0006654	Xenia|LOC124444721	Nematostella|LOC5510532
OG0006655	Xenia|LOC124457067, Xenia|LOC124458023	Nematostella|LOC5504596
OG0006656	Xenia|LOC124437054	Nematostella|LOC5505144
OG0006657	Xenia|LOC124434305	Nematostella|LOC5516555
OG0006658	Xenia|LOC124435323	Nematostella|LOC116618569
OG0006659	Xenia|LOC124435276	Nematostella|LOC5513695
OG0006660	Xenia|LOC124434131	Nematostella|LOC5516117
OG0006661	Xenia|LOC124442948	Nematostella|LOC116618022
OG0006664	Xenia|LOC124435529	Nematostella|LOC5516308
OG0006665	Xenia|LOC124436846	Nematostella|LOC5519026
OG0006666	Xenia|LOC124453676	Nematostella|LOC5508100
OG0006667	Xenia|LOC124459496	Nematostella|LOC5507719
OG0006669	Xenia|LOC124442452	Nematostella|LOC5512250
OG0006670	Xenia|LOC124442451	Nematostella|LOC116604031
OG0006671	Xenia|LOC124442152	Nematostella|LOC5520780
OG0006672	Xenia|LOC124441732	Nematostella|LOC5512994
OG0006673	Xenia|LOC124442942	Nematostella|LOC5511222
OG0006674	Xenia|LOC124437816	Nematostella|LOC5517139
OG0006675	Xenia|LOC124445375	Nematostella|LOC5520447
OG0006676	Xenia|LOC124457468	Nematostella|LOC5511511
OG0006677	Xenia|LOC124453479	Nematostella|LOC116602160
OG0006678	Xenia|LOC124437638	Nematostella|LOC5518509
OG0006679	Xenia|LOC124439653	Nematostella|LOC5505711
OG0006681	Xenia|LOC124441412	Nematostella|LOC5507885
OG0006682	Xenia|LOC124457511	Nematostella|LOC5511783
OG0006683	Xenia|LOC124457951	Nematostella|LOC5505939
OG0006684	Xenia|LOC124444210	Nematostella|LOC5509033
OG0006686	Xenia|LOC124453684	Nematostella|LOC5516132
OG0006688	Xenia|LOC124450076	Nematostella|LOC5517566
OG0006690	Xenia|LOC124437932	Nematostella|LOC5504879
OG0006691	Xenia|LOC124441623	Nematostella|LOC5512333
OG0006692	Xenia|LOC124445262	Nematostella|LOC5514369
OG0006693	Xenia|LOC124446889	Nematostella|LOC5522103
OG0006694	Xenia|LOC124447100	Nematostella|LOC5512500
OG0006695	Xenia|LOC124453050	Nematostella|LOC5500098
OG0006696	Xenia|LOC124437194	Nematostella|LOC5512272
OG0006697	Xenia|LOC124447749	Nematostella|LOC5508303
OG0006699	Xenia|LOC124444660	Nematostella|LOC5505584
OG0006700	Xenia|LOC124442518	Nematostella|LOC5510154
OG0006702	Xenia|LOC124451189	Nematostella|LOC5516577
OG0006703	Xenia|LOC124438041	Nematostella|LOC5501089
OG0006704	Xenia|LOC124438444	Nematostella|LOC5522343
OG0006705	Xenia|LOC124438305	Nematostella|LOC116619961
OG0006708	Xenia|LOC124453705	Nematostella|LOC5510049
OG0006709	Xenia|LOC124454648	Nematostella|LOC5505382
OG0006710	Xenia|LOC124437507	Nematostella|LOC116603416
OG0006711	Xenia|LOC124434833	Nematostella|LOC5519573
OG0006712	Xenia|LOC124444702	Nematostella|LOC5520995
OG0006713	Xenia|LOC124459485	Nematostella|LOC5505446
OG0006714	Xenia|LOC124433594	Nematostella|LOC5505950
OG0006715	Xenia|LOC124442483	Nematostella|LOC5510294
OG0006716	Xenia|LOC124441428	Nematostella|LOC5518836
OG0006717	Xenia|LOC124445544	Nematostella|LOC5513535
OG0006718	Xenia|LOC124438137	Nematostella|LOC116613872
OG0006719	Xenia|LOC124455642	Nematostella|LOC5521567
OG0006720	Xenia|LOC124437565	Nematostella|LOC5513341
OG0006721	Xenia|LOC124436920	Nematostella|LOC5503621
OG0006722	Xenia|LOC124436397	Nematostella|LOC5505894
OG0006723	Xenia|LOC124447694	Nematostella|LOC5511725
OG0006724	Xenia|LOC124433657	Nematostella|LOC5503595
OG0006725	Xenia|LOC124434793	Nematostella|LOC116616060
OG0006727	Xenia|LOC124445126	Nematostella|LOC5515515
OG0006728	Xenia|LOC124447912	Nematostella|LOC5510129
OG0006729	Xenia|LOC124443738	Nematostella|LOC5506691
OG0006730	Xenia|LOC124442633	Nematostella|LOC5503173
OG0006731	Xenia|LOC124433778	Nematostella|LOC116614158
OG0006732	Xenia|LOC124447057	Nematostella|LOC5517243
OG0006733	Xenia|LOC124454604	Nematostella|LOC5507337
OG0006734	Xenia|LOC124443067	Nematostella|LOC5503258
OG0006735	Xenia|LOC124446433	Nematostella|LOC5520990
OG0006736	Xenia|LOC124442814	Nematostella|LOC5507464
OG0006737	Xenia|LOC124433489	Nematostella|LOC5517551
OG0006738	Xenia|LOC124454762	Nematostella|LOC5503093
OG0006739	Xenia|LOC124433562	Nematostella|LOC5503430
OG0006740	Xenia|LOC124439769	Nematostella|LOC5514404
OG0006741	Xenia|LOC124443923	Nematostella|LOC5504359
OG0006742	Xenia|LOC124452312	Nematostella|LOC5501854
OG0006743	Xenia|LOC124433446	Nematostella|LOC5504754
OG0006744	Xenia|LOC124439810	Nematostella|LOC5521630
OG0006745	Xenia|LOC124449434	Nematostella|LOC5516921
OG0006746	Xenia|LOC124448388	Nematostella|LOC5514481
OG0006747	Xenia|LOC124456494	Nematostella|LOC116603687
OG0006748	Xenia|LOC124458580	Nematostella|LOC5521558
OG0006749	Xenia|LOC124438797	Nematostella|LOC5499957
OG0006750	Xenia|LOC124438882	Nematostella|LOC5515317
OG0006752	Xenia|LOC124445560	Nematostella|LOC5513541
OG0006753	Xenia|LOC124447396	Nematostella|LOC5505346
OG0006754	Xenia|LOC124458318	Nematostella|LOC5503609
OG0006757	Xenia|LOC124450696	Nematostella|LOC5520059
OG0006758	Xenia|LOC124451874	Nematostella|LOC5504092
OG0006759	Xenia|LOC124435493	Nematostella|LOC5509832
OG0006760	Xenia|LOC124439261	Nematostella|LOC5504938
OG0006761	Xenia|LOC124441918	Nematostella|LOC5517120
OG0006762	Xenia|LOC124448107	Nematostella|LOC5517818
OG0006763	Xenia|LOC124449212	Nematostella|LOC5517600
OG0006764	Xenia|LOC124445963	Nematostella|LOC5499773
OG0006765	Xenia|LOC124446387	Nematostella|LOC5502144
OG0006766	Xenia|LOC124446944	Nematostella|LOC5512652
OG0006767	Xenia|LOC124434548	Nematostella|LOC5516103
OG0006768	Xenia|LOC124433929	Nematostella|LOC5509338
OG0006769	Xenia|LOC124441355	Nematostella|LOC5509072
OG0006770	Xenia|LOC124434086	Nematostella|LOC5513744
OG0006772	Xenia|LOC124454684	Nematostella|LOC5519617
OG0006773	Xenia|LOC124449773	Nematostella|LOC5520513
OG0006774	Xenia|LOC124439217	Nematostella|LOC5506132
OG0006775	Xenia|LOC124446230	Nematostella|LOC116618908
OG0006776	Xenia|LOC124442809	Nematostella|LOC5517773
OG0006777	Xenia|LOC124457975	Nematostella|LOC5515030
OG0006778	Xenia|LOC124434465	Nematostella|LOC5517378
OG0006779	Xenia|LOC124434104	Nematostella|LOC5510651
OG0006781	Xenia|LOC124441346	Nematostella|LOC5504460
OG0006782	Xenia|LOC124436471	Nematostella|LOC5508032
OG0006783	Xenia|LOC124436796	Nematostella|LOC5521472
OG0006784	Xenia|LOC124437096	Nematostella|LOC5506294
OG0006785	Xenia|LOC124442761	Nematostella|LOC5505056
OG0006786	Xenia|LOC124437008	Nematostella|LOC5510773
OG0006787	Xenia|LOC124456497	Nematostella|LOC5520614
OG0006788	Xenia|LOC124448028	Nematostella|LOC5509541
OG0006789	Xenia|LOC124433652	Nematostella|LOC5513133
OG0006790	Xenia|LOC124448752	Nematostella|LOC5503431
OG0006792	Xenia|LOC124450224	Nematostella|LOC5517664
OG0006793	Xenia|LOC124459459	Nematostella|LOC5517698
OG0006795	Xenia|LOC124438151	Nematostella|LOC116611690
OG0006796	Xenia|LOC124446152	Nematostella|LOC5514579
OG0006797	Xenia|LOC124439243	Nematostella|LOC116612185
OG0006798	Xenia|LOC124439339	Nematostella|LOC5515542
OG0006799	Xenia|LOC124438826	Nematostella|LOC5506377
OG0006800	Xenia|LOC124434262	Nematostella|LOC5510658
OG0006801	Xenia|LOC124452881	Nematostella|LOC5517069
OG0006802	Xenia|LOC124459361, Xenia|LOC124446662	Nematostella|LOC5521927
OG0006803	Xenia|LOC124449517	Nematostella|LOC5520628
OG0006804	Xenia|LOC124448231	Nematostella|LOC5506101
OG0006805	Xenia|LOC124447716	Nematostella|LOC5509668
OG0006806	Xenia|LOC124440249	Nematostella|LOC5508758
OG0006807	Xenia|LOC124443921	Nematostella|LOC5507364
OG0006808	Xenia|LOC124450289	Nematostella|LOC5513990
OG0006809	Xenia|LOC124433687	Nematostella|LOC5512741
OG0006810	Xenia|LOC124458234	Nematostella|LOC5513967
OG0006811	Xenia|LOC124438185	Nematostella|LOC5515925
OG0006812	Xenia|LOC124446899	Nematostella|LOC5517283
OG0006813	Xenia|LOC124446756	Nematostella|LOC5517331
OG0006814	Xenia|LOC124440610	Nematostella|LOC5515704
OG0006816	Xenia|LOC124452750	Nematostella|LOC5512722
OG0006817	Xenia|LOC124453129	Nematostella|LOC5507716
OG0006818	Xenia|LOC124445397	Nematostella|LOC5505435
OG0006819	Xenia|LOC124447670	Nematostella|LOC5516851
OG0006820	Xenia|LOC124447979	Nematostella|LOC5506889
OG0006821	Xenia|LOC124436211	Nematostella|LOC5505178
OG0006822	Xenia|LOC124437756	Nematostella|LOC5506727
OG0006823	Xenia|LOC124448646	Nematostella|LOC5501708
OG0006824	Xenia|LOC124444230	Nematostella|LOC5511260
OG0006825	Xenia|LOC124438499	Nematostella|LOC5507252
OG0006826	Xenia|LOC124457672	Nematostella|LOC5503776
OG0006827	Xenia|LOC124438938	Nematostella|LOC5512692
OG0006828	Xenia|LOC124441905	Nematostella|LOC5518953
OG0006829	Xenia|LOC124443091	Nematostella|LOC5515995
OG0006830	Xenia|LOC124435332	Nematostella|LOC5517399
OG0006831	Xenia|LOC124438934	Nematostella|LOC5519571
OG0006832	Xenia|LOC124434587	Nematostella|LOC116603379
OG0006833	Xenia|LOC124440768	Nematostella|LOC5517957
OG0006834	Xenia|LOC124440379	Nematostella|LOC5518337
OG0006837	Xenia|LOC124436555	Nematostella|LOC5506878
OG0006838	Xenia|LOC124436767	Nematostella|LOC5502765
OG0006839	Xenia|LOC124436339	Nematostella|LOC5507653
OG0006840	Xenia|LOC124437651	Nematostella|LOC5505898
OG0006841	Xenia|LOC124434243	Nematostella|LOC5512938
OG0006843	Xenia|LOC124459635	Nematostella|LOC5511536
OG0006844	Xenia|LOC124444905	Nematostella|LOC5518419
