Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_ClytiaProteins
OG0004002	Nematostella|LOC5505588	Clytia|LOC033811
OG0004003	Nematostella|LOC5519825	Clytia|LOC033815
OG0004004	Nematostella|LOC5518587	Clytia|LOC033833
OG0004005	Nematostella|LOC5507680	Clytia|LOC033845
OG0004006	Nematostella|LOC116608366	Clytia|LOC033954, Clytia|LOC033970
OG0004007	Nematostella|LOC5520223	Clytia|LOC033959
OG0004008	Nematostella|LOC5509665	Clytia|LOC033971
OG0004009	Nematostella|LOC5506617	Clytia|LOC033976
OG0004010	Nematostella|LOC5500388	Clytia|LOC033981
OG0004011	Nematostella|LOC5519118	Clytia|LOC034043
OG0004012	Nematostella|LOC5514405, Nematostella|LOC116619356	Clytia|LOC034063
OG0004013	Nematostella|LOC5516600	Clytia|LOC034138
OG0004014	Nematostella|LOC5499735	Clytia|LOC034172, Clytia|LOC034245
OG0004015	Nematostella|LOC5518895	Clytia|LOC034184
OG0004016	Nematostella|LOC5518747	Clytia|LOC034187
OG0004017	Nematostella|LOC5522176	Clytia|LOC034198
OG0004018	Nematostella|LOC5511859	Clytia|LOC034252
OG0004019	Nematostella|LOC5507132	Clytia|LOC034289
OG0004020	Nematostella|LOC5516253	Clytia|LOC034298
OG0004022	Nematostella|LOC5516467, Nematostella|LOC5516466	Clytia|LOC034416
OG0004023	Nematostella|LOC5513030	Clytia|LOC034472
OG0004024	Nematostella|LOC5519664	Clytia|LOC034493, Clytia|LOC034494
OG0004025	Nematostella|LOC5516476	Clytia|LOC034519, Clytia|LOC034557
OG0004026	Nematostella|LOC5519263	Clytia|LOC034580, Clytia|LOC034544
OG0004027	Nematostella|LOC5521949	Clytia|LOC034603, Clytia|LOC044625
OG0004028	Nematostella|LOC5517012	Clytia|LOC034641, Clytia|LOC034630
OG0004029	Nematostella|LOC5510669	Clytia|LOC034701
OG0004030	Nematostella|LOC5505095	Clytia|LOC034705
OG0004031	Nematostella|LOC116604372	Clytia|LOC034770, Clytia|LOC034743
OG0004032	Nematostella|LOC5505739	Clytia|LOC034761
OG0004033	Nematostella|LOC5506829, Nematostella|LOC5521881	Clytia|LOC034824
OG0004034	Nematostella|LOC5504529	Clytia|LOC034988, Clytia|LOC034987, Clytia|LOC041457
OG0004035	Nematostella|LOC5505624	Clytia|LOC035194
OG0004036	Nematostella|LOC5513066	Clytia|LOC035195
OG0004037	Nematostella|LOC5511869	Clytia|LOC035473, Clytia|LOC035474
OG0004038	Nematostella|LOC5506934	Clytia|LOC035481, Clytia|LOC035480
OG0004039	Nematostella|LOC5512683	Clytia|LOC035500
OG0004040	Nematostella|LOC5503598	Clytia|LOC035538
OG0004041	Nematostella|LOC5501204	Clytia|LOC035598, Clytia|LOC035597
OG0004042	Nematostella|LOC5508902	Clytia|LOC035748
OG0004043	Nematostella|LOC5514268	Clytia|LOC035753
OG0004044	Nematostella|LOC5521358	Clytia|LOC035763, Clytia|LOC035764
OG0004045	Nematostella|LOC5522266	Clytia|LOC035794
OG0004046	Nematostella|LOC5502522	Clytia|LOC035795
OG0004047	Nematostella|LOC5503090	Clytia|LOC035808
OG0004048	Nematostella|LOC5504341	Clytia|LOC035809
OG0004049	Nematostella|LOC5515511	Clytia|LOC035813
OG0004050	Nematostella|LOC116615673	Clytia|LOC035814
OG0004051	Nematostella|LOC5509154	Clytia|LOC035820
OG0004052	Nematostella|LOC5515776	Clytia|LOC035835
OG0004053	Nematostella|LOC5505745	Clytia|LOC035837
OG0004054	Nematostella|LOC5506107	Clytia|LOC035867
OG0004055	Nematostella|LOC5515928	Clytia|LOC035964
OG0004057	Nematostella|LOC116620084	Clytia|LOC036133
OG0004058	Nematostella|LOC5515273, Nematostella|LOC5515328	Clytia|LOC036142
OG0004059	Nematostella|LOC5515336	Clytia|LOC036147
OG0004060	Nematostella|LOC5515299	Clytia|LOC036148
OG0004061	Nematostella|LOC5511732	Clytia|LOC036253
OG0004062	Nematostella|LOC116603961	Clytia|LOC036255, Clytia|LOC036264
OG0004063	Nematostella|LOC5503236	Clytia|LOC036405
OG0004064	Nematostella|LOC5517490	Clytia|LOC036408, Clytia|LOC036422
OG0004065	Nematostella|LOC5508128	Clytia|LOC036415
OG0004066	Nematostella|LOC5505447, Nematostella|LOC5521987	Clytia|LOC036417
OG0004067	Nematostella|LOC5520958	Clytia|LOC036471
OG0004068	Nematostella|LOC5518856	Clytia|LOC036472
OG0004069	Nematostella|LOC5506486, Nematostella|LOC5514549	Clytia|LOC036540
OG0004070	Nematostella|LOC5501584	Clytia|LOC036566, Clytia|LOC045486
OG0004071	Nematostella|LOC5519937	Clytia|LOC036675
OG0004072	Nematostella|LOC5517620	Clytia|LOC036676
OG0004073	Nematostella|LOC5507566	Clytia|LOC036686
OG0004074	Nematostella|LOC5502924	Clytia|LOC036718, Clytia|LOC036719
OG0004076	Nematostella|LOC5517367	Clytia|LOC036806
OG0004077	Nematostella|LOC5510770	Clytia|LOC036808
OG0004078	Nematostella|LOC5506311	Clytia|LOC036813
OG0004079	Nematostella|LOC5514391	Clytia|LOC036818, Clytia|LOC036865
OG0004080	Nematostella|LOC5515770	Clytia|LOC036877
OG0004081	Nematostella|LOC5512957	Clytia|LOC036952
OG0004082	Nematostella|LOC116604715, Nematostella|LOC5519469	Clytia|LOC036975
OG0004083	Nematostella|LOC5521993, Nematostella|LOC5522184	Clytia|LOC036992
OG0004084	Nematostella|LOC5504273	Clytia|LOC036993
OG0004085	Nematostella|LOC5507951	Clytia|LOC037059
OG0004086	Nematostella|LOC5518420, Nematostella|LOC5509827	Clytia|LOC037073
OG0004087	Nematostella|LOC116603357	Clytia|LOC037076
OG0004088	Nematostella|LOC5512767, Nematostella|LOC5504951, Nematostella|LOC5517057	Clytia|LOC037087
OG0004089	Nematostella|LOC5512781, Nematostella|LOC5519351	Clytia|LOC037235
OG0004090	Nematostella|LOC5519934	Clytia|LOC037241
OG0004091	Nematostella|LOC5521187	Clytia|LOC037260
OG0004092	Nematostella|LOC116616085, Nematostella|LOC5518131	Clytia|LOC037288, Clytia|LOC037265
OG0004093	Nematostella|LOC5515731	Clytia|LOC037355
OG0004094	Nematostella|LOC5501007	Clytia|LOC037357
OG0004095	Nematostella|LOC116610688	Clytia|LOC037363
OG0004096	Nematostella|LOC5510357	Clytia|LOC037389, Clytia|LOC038865
OG0004097	Nematostella|LOC5514982	Clytia|LOC037403
OG0004098	Nematostella|LOC5502181	Clytia|LOC037481
OG0004099	Nematostella|LOC5509932	Clytia|LOC037482
OG0004100	Nematostella|LOC5521080	Clytia|LOC037494
OG0004101	Nematostella|LOC5513367	Clytia|LOC037543, Clytia|LOC037563
OG0004102	Nematostella|LOC116615561	Clytia|LOC037545
OG0004103	Nematostella|LOC5504248	Clytia|LOC037548
OG0004104	Nematostella|LOC5522233	Clytia|LOC037550, Clytia|LOC037549
OG0004105	Nematostella|LOC5508493	Clytia|LOC037555
OG0004106	Nematostella|LOC5521303	Clytia|LOC037556
OG0004107	Nematostella|LOC5515721	Clytia|LOC037557
OG0004108	Nematostella|LOC5521341	Clytia|LOC037564
OG0004109	Nematostella|LOC5521836	Clytia|LOC037571
OG0004110	Nematostella|LOC5515426	Clytia|LOC037617
OG0004111	Nematostella|LOC5503411	Clytia|LOC043208, Clytia|LOC037625
OG0004112	Nematostella|LOC5516883	Clytia|LOC037680, Clytia|LOC037646
OG0004113	Nematostella|LOC116614149	Clytia|LOC037659, Clytia|LOC037660
OG0004114	Nematostella|LOC5515460	Clytia|LOC037665
OG0004115	Nematostella|LOC5500904	Clytia|LOC037759
OG0004116	Nematostella|LOC5514458, Nematostella|LOC5505982	Clytia|LOC037773
OG0004117	Nematostella|LOC5518715	Clytia|LOC037853
OG0004118	Nematostella|LOC5511286	Clytia|LOC037918
OG0004119	Nematostella|LOC5521326	Clytia|LOC037989
OG0004120	Nematostella|LOC5514203	Clytia|LOC038001
OG0004121	Nematostella|LOC5519894, Nematostella|LOC5509418	Clytia|LOC038053
OG0004123	Nematostella|LOC5506894	Clytia|LOC038105
OG0004124	Nematostella|LOC5512260	Clytia|LOC038164
OG0004125	Nematostella|LOC5518592	Clytia|LOC038188
OG0004126	Nematostella|LOC5501453	Clytia|LOC038199, Clytia|LOC043067
OG0004127	Nematostella|LOC5520041	Clytia|LOC038254
OG0004128	Nematostella|LOC5517699	Clytia|LOC038274, Clytia|LOC038258
OG0004129	Nematostella|LOC5522174	Clytia|LOC038341
OG0004130	Nematostella|LOC5509899	Clytia|LOC038390
OG0004131	Nematostella|LOC5505391	Clytia|LOC038391, Clytia|LOC038392
OG0004132	Nematostella|LOC5505235	Clytia|LOC038488
OG0004133	Nematostella|LOC5520603, Nematostella|LOC5520500	Clytia|LOC038538
OG0004134	Nematostella|LOC5514411	Clytia|LOC038540
OG0004135	Nematostella|LOC5513876	Clytia|LOC038541
OG0004136	Nematostella|LOC116612857, Nematostella|LOC5515978	Clytia|LOC038621
OG0004137	Nematostella|LOC5519618	Clytia|LOC038661
OG0004138	Nematostella|LOC5514817	Clytia|LOC038676
OG0004140	Nematostella|LOC5521749	Clytia|LOC038829
OG0004141	Nematostella|LOC5519930	Clytia|LOC038851
OG0004142	Nematostella|LOC5521805	Clytia|LOC038857
OG0004143	Nematostella|LOC5521347	Clytia|LOC038886
OG0004144	Nematostella|LOC5511748	Clytia|LOC038920
OG0004145	Nematostella|LOC5507798	Clytia|LOC039063
OG0004146	Nematostella|LOC5515425	Clytia|LOC039068
OG0004147	Nematostella|LOC5507456	Clytia|LOC039085
OG0004148	Nematostella|LOC5513915	Clytia|LOC039090, Clytia|LOC039099
OG0004149	Nematostella|LOC5510315	Clytia|LOC039096
OG0004150	Nematostella|LOC5518824	Clytia|LOC039106
OG0004151	Nematostella|LOC5505392	Clytia|LOC039193
OG0004152	Nematostella|LOC5506898	Clytia|LOC039255, Clytia|LOC039244
OG0004153	Nematostella|LOC5512757	Clytia|LOC039250, Clytia|LOC039256
OG0004154	Nematostella|LOC5519455	Clytia|LOC039285, Clytia|LOC039323
OG0004155	Nematostella|LOC116614402	Clytia|LOC039355
OG0004156	Nematostella|LOC5515153	Clytia|LOC039405
OG0004158	Nematostella|LOC5520798	Clytia|LOC039446, Clytia|LOC039448
OG0004159	Nematostella|LOC5517735	Clytia|LOC039478
OG0004160	Nematostella|LOC5501662	Clytia|LOC039489, Clytia|LOC039649
OG0004161	Nematostella|LOC5500708	Clytia|LOC039591
OG0004162	Nematostella|LOC116614488, Nematostella|LOC5509484	Clytia|LOC039652
OG0004164	Nematostella|LOC5513193, Nematostella|LOC5513175	Clytia|LOC039858
OG0004165	Nematostella|LOC5515791	Clytia|LOC039942
OG0004166	Nematostella|LOC5504834	Clytia|LOC039976
OG0004167	Nematostella|LOC5515121	Clytia|LOC039990
OG0004168	Nematostella|LOC5521977	Clytia|LOC040068, Clytia|LOC040042
OG0004169	Nematostella|LOC116613873	Clytia|LOC040146, Clytia|LOC040147
OG0004170	Nematostella|LOC5505359	Clytia|LOC040152
OG0004171	Nematostella|LOC5504309, Nematostella|LOC5509676	Clytia|LOC040245
OG0004172	Nematostella|LOC5505339	Clytia|LOC040278
OG0004173	Nematostella|LOC5513520, Nematostella|LOC5514429	Clytia|LOC040361
OG0004174	Nematostella|LOC5505537	Clytia|LOC040367
OG0004175	Nematostella|LOC5503920, Nematostella|LOC5515836	Clytia|LOC040410
OG0004176	Nematostella|LOC5500894	Clytia|LOC040432, Clytia|LOC044047
OG0004177	Nematostella|LOC5514816	Clytia|LOC040454
OG0004178	Nematostella|LOC5501848	Clytia|LOC040455
OG0004179	Nematostella|LOC5504559	Clytia|LOC040461, Clytia|LOC040460
OG0004182	Nematostella|LOC5513409	Clytia|LOC040616
OG0004183	Nematostella|LOC5504909	Clytia|LOC040676, Clytia|LOC040690
OG0004184	Nematostella|LOC5504232	Clytia|LOC040996, Clytia|LOC040973
OG0004185	Nematostella|LOC5515358	Clytia|LOC040980, Clytia|LOC040979
OG0004186	Nematostella|LOC116612023	Clytia|LOC041149, Clytia|LOC041148
OG0004187	Nematostella|LOC5506388, Nematostella|LOC5510099	Clytia|LOC041160
OG0004188	Nematostella|LOC5509614	Clytia|LOC041168
OG0004189	Nematostella|LOC116618945	Clytia|LOC041171
OG0004190	Nematostella|LOC5511714	Clytia|LOC041292
OG0004191	Nematostella|LOC5499944, Nematostella|LOC5509635	Clytia|LOC041298
OG0004192	Nematostella|LOC5516949, Nematostella|LOC5521511	Clytia|LOC041304
OG0004194	Nematostella|LOC5501805	Clytia|LOC041318
OG0004195	Nematostella|LOC5516917	Clytia|LOC041324
OG0004196	Nematostella|LOC5511646	Clytia|LOC041354
OG0004197	Nematostella|LOC116620114	Clytia|LOC041424
OG0004198	Nematostella|LOC5519122	Clytia|LOC041434
OG0004199	Nematostella|LOC116603922	Clytia|LOC041454
OG0004200	Nematostella|LOC5517387	Clytia|LOC041484, Clytia|LOC041483
OG0004201	Nematostella|LOC5503424	Clytia|LOC041555
OG0004202	Nematostella|LOC5510214	Clytia|LOC041561
OG0004203	Nematostella|LOC5510608	Clytia|LOC041564
OG0004204	Nematostella|LOC5522098	Clytia|LOC041579, Clytia|LOC041567
OG0004205	Nematostella|LOC5515682	Clytia|LOC041580
OG0004206	Nematostella|LOC5514796	Clytia|LOC041703
OG0004207	Nematostella|LOC5505670	Clytia|LOC041710, Clytia|LOC041709
OG0004208	Nematostella|LOC5521123	Clytia|LOC041814
OG0004209	Nematostella|LOC5518784	Clytia|LOC041918
OG0004210	Nematostella|LOC5520009	Clytia|LOC041921
OG0004211	Nematostella|LOC5516087	Clytia|LOC041923
OG0004213	Nematostella|LOC5508554, Nematostella|LOC5508574	Clytia|LOC041974
OG0004214	Nematostella|LOC5501978	Clytia|LOC041982, Clytia|LOC041997
OG0004215	Nematostella|LOC5503618	Clytia|LOC041983
OG0004216	Nematostella|LOC116618821	Clytia|LOC041995
OG0004217	Nematostella|LOC5516862	Clytia|LOC042082
OG0004218	Nematostella|LOC5507974	Clytia|LOC042097, Clytia|LOC042085
OG0004219	Nematostella|LOC5508252, Nematostella|LOC5508237	Clytia|LOC042138
OG0004220	Nematostella|LOC5519270, Nematostella|LOC5519271	Clytia|LOC042139, Clytia|LOC042140
OG0004221	Nematostella|LOC5506838	Clytia|LOC042154
OG0004222	Nematostella|LOC5516967	Clytia|LOC042222, Clytia|LOC042191
OG0004223	Nematostella|LOC116620347	Clytia|LOC042202
OG0004224	Nematostella|LOC125561346, Nematostella|LOC5512779	Clytia|LOC042244
OG0004226	Nematostella|LOC5518658	Clytia|LOC042266
OG0004227	Nematostella|LOC5503039	Clytia|LOC042396
OG0004228	Nematostella|LOC5510408	Clytia|LOC042418, Clytia|LOC042417
OG0004229	Nematostella|LOC5515361, Nematostella|LOC5512805	Clytia|LOC042451
OG0004230	Nematostella|LOC5517105	Clytia|LOC042459, Clytia|LOC042460
OG0004231	Nematostella|LOC5507520	Clytia|LOC042470
OG0004232	Nematostella|LOC5505647	Clytia|LOC042522
OG0004233	Nematostella|LOC5519848	Clytia|LOC042535
OG0004234	Nematostella|LOC5512445	Clytia|LOC042544
OG0004235	Nematostella|LOC5518093	Clytia|LOC042552
OG0004236	Nematostella|LOC5511659	Clytia|LOC042660, Clytia|LOC042675
OG0004237	Nematostella|LOC5514379, Nematostella|LOC5519378	Clytia|LOC042715
OG0004238	Nematostella|LOC5514443	Clytia|LOC042750
OG0004239	Nematostella|LOC5509311	Clytia|LOC042857, Clytia|LOC042850
OG0004240	Nematostella|LOC5501897	Clytia|LOC042915, Clytia|LOC042886
OG0004241	Nematostella|LOC5514820	Clytia|LOC042895, Clytia|LOC042920
OG0004242	Nematostella|LOC5521658	Clytia|LOC042929
OG0004243	Nematostella|LOC5518183, Nematostella|LOC5506425	Clytia|LOC042976
OG0004244	Nematostella|LOC5508788	Clytia|LOC042990
OG0004245	Nematostella|LOC5509990	Clytia|LOC043103
OG0004246	Nematostella|LOC116616081	Clytia|LOC043146
OG0004247	Nematostella|LOC5508503	Clytia|LOC043154
OG0004248	Nematostella|LOC5511594	Clytia|LOC043209
OG0004249	Nematostella|LOC5512377, Nematostella|LOC5510959	Clytia|LOC043228
OG0004250	Nematostella|LOC5522386	Clytia|LOC043249
OG0004251	Nematostella|LOC5520678, Nematostella|LOC5505390	Clytia|LOC043266
OG0004252	Nematostella|LOC116618751, Nematostella|LOC5511736	Clytia|LOC043273
OG0004253	Nematostella|LOC5517198	Clytia|LOC043291
OG0004254	Nematostella|LOC5503002	Clytia|LOC043338
OG0004255	Nematostella|LOC5512276	Clytia|LOC043352
OG0004256	Nematostella|LOC5514986, Nematostella|LOC5520922	Clytia|LOC043394
OG0004257	Nematostella|LOC5512780	Clytia|LOC043433
OG0004258	Nematostella|LOC5506211	Clytia|LOC043441, Clytia|LOC043434
OG0004259	Nematostella|LOC125561944, Nematostella|LOC5516647	Clytia|LOC043442
OG0004260	Nematostella|LOC5506692	Clytia|LOC043518, Clytia|LOC043562
OG0004262	Nematostella|LOC5507377, Nematostella|LOC5505154	Clytia|LOC043596
OG0004263	Nematostella|LOC5501083	Clytia|LOC043695, Clytia|LOC043696
OG0004264	Nematostella|LOC5508671	Clytia|LOC043838
OG0004266	Nematostella|LOC5522270, Nematostella|LOC5511245	Clytia|LOC043897
OG0004267	Nematostella|LOC116620363, Nematostella|LOC5516369	Clytia|LOC043899
OG0004268	Nematostella|LOC125567974, Nematostella|LOC5509244	Clytia|LOC043910
OG0004270	Nematostella|LOC5521761	Clytia|LOC044103, Clytia|LOC044053
OG0004271	Nematostella|LOC116621200	Clytia|LOC044113
OG0004272	Nematostella|LOC125561231, Nematostella|LOC5517044, Nematostella|LOC5518710	Clytia|LOC044136
OG0004273	Nematostella|LOC116611899, Nematostella|LOC5509359	Clytia|LOC044143
OG0004274	Nematostella|LOC116619918, Nematostella|LOC116619920	Clytia|LOC044145
OG0004275	Nematostella|LOC5521682	Clytia|LOC044160
OG0004276	Nematostella|LOC5502007	Clytia|LOC044259, Clytia|LOC044227, Clytia|LOC044238
OG0004277	Nematostella|LOC5501520	Clytia|LOC044336, Clytia|LOC044281
OG0004278	Nematostella|LOC5521039	Clytia|LOC044292
OG0004279	Nematostella|LOC5505527	Clytia|LOC044295
OG0004280	Nematostella|LOC5501949	Clytia|LOC044323
OG0004281	Nematostella|LOC5513882	Clytia|LOC044330
OG0004282	Nematostella|LOC5509246	Clytia|LOC044341
OG0004283	Nematostella|LOC5508585	Clytia|LOC044349, Clytia|LOC044348
OG0004284	Nematostella|LOC5503461	Clytia|LOC044350
OG0004285	Nematostella|LOC116613986	Clytia|LOC044364
OG0004286	Nematostella|LOC5521728	Clytia|LOC044519, Clytia|LOC044520
OG0004287	Nematostella|LOC5521852	Clytia|LOC044527
OG0004288	Nematostella|LOC5515546	Clytia|LOC044530
OG0004289	Nematostella|LOC5504233	Clytia|LOC044566
OG0004290	Nematostella|LOC5514356	Clytia|LOC044586
OG0004291	Nematostella|LOC5521129, Nematostella|LOC116619295	Clytia|LOC044616
OG0004292	Nematostella|LOC5517764	Clytia|LOC044727
OG0004293	Nematostella|LOC5513687	Clytia|LOC045692, Clytia|LOC044760
OG0004294	Nematostella|LOC5510504	Clytia|LOC044794
OG0004295	Nematostella|LOC5501742	Clytia|LOC044835, Clytia|LOC044832
OG0004296	Nematostella|LOC116618953	Clytia|LOC044883
OG0004298	Nematostella|LOC5502617	Clytia|LOC044986
OG0004300	Nematostella|LOC5512653	Clytia|LOC045086
OG0004301	Nematostella|LOC5506431	Clytia|LOC045091
OG0004302	Nematostella|LOC5510514	Clytia|LOC045148
OG0004304	Nematostella|LOC5503253	Clytia|LOC045182
OG0004305	Nematostella|LOC5521060	Clytia|LOC045185
OG0004306	Nematostella|LOC5510152	Clytia|LOC045271, Clytia|LOC045215
OG0004307	Nematostella|LOC5514721	Clytia|LOC045218
OG0004308	Nematostella|LOC5518493	Clytia|LOC045219
OG0004309	Nematostella|LOC5509637	Clytia|LOC045275
OG0004310	Nematostella|LOC5508163, Nematostella|LOC5519418	Clytia|LOC045282
OG0004311	Nematostella|LOC5503769	Clytia|LOC045296
OG0004312	Nematostella|LOC5516599	Clytia|LOC045408
OG0004313	Nematostella|LOC5501120	Clytia|LOC045418
OG0004314	Nematostella|LOC5517179	Clytia|LOC045559
OG0004316	Nematostella|LOC5518365	Clytia|LOC045754
OG0004317	Nematostella|LOC5508640	Clytia|LOC045763, Clytia|LOC045795
OG0004318	Nematostella|LOC5505276	Clytia|LOC045772
OG0004319	Nematostella|LOC5514580	Clytia|LOC045811
OG0004320	Nematostella|LOC125560743	Clytia|LOC045845
OG0004534	Nematostella|LOC5508633	Clytia|LOC000001
OG0004535	Nematostella|LOC5517569	Clytia|LOC000003
OG0004536	Nematostella|LOC5518608	Clytia|LOC000005
OG0004537	Nematostella|LOC5500841	Clytia|LOC000006
OG0004538	Nematostella|LOC5518431, Nematostella|LOC5505273	Clytia|LOC000008
OG0004539	Nematostella|LOC5508650	Clytia|LOC000009
OG0004540	Nematostella|LOC5501350	Clytia|LOC000011
OG0004541	Nematostella|LOC5518557	Clytia|LOC000019
OG0004542	Nematostella|LOC5501396	Clytia|LOC000026
OG0004543	Nematostella|LOC5504382	Clytia|LOC000033
OG0004544	Nematostella|LOC5510194	Clytia|LOC000117, Clytia|LOC000034
OG0004545	Nematostella|LOC5520080	Clytia|LOC000037
OG0004546	Nematostella|LOC5511103	Clytia|LOC000038
OG0004548	Nematostella|LOC5513349	Clytia|LOC045231, Clytia|LOC000045, Clytia|LOC033594
OG0004549	Nematostella|LOC5514717	Clytia|LOC000046
OG0004550	Nematostella|LOC5508131	Clytia|LOC000049
OG0004551	Nematostella|LOC5503215	Clytia|LOC000051
OG0004552	Nematostella|LOC116601241	Clytia|LOC000053
OG0004553	Nematostella|LOC5511789	Clytia|LOC000062
OG0004554	Nematostella|LOC5501905	Clytia|LOC000064
OG0004555	Nematostella|LOC5503228	Clytia|LOC000069
OG0004556	Nematostella|LOC5522306	Clytia|LOC000070, Clytia|LOC000145
OG0004558	Nematostella|LOC5508092	Clytia|LOC000078
OG0004559	Nematostella|LOC5508651	Clytia|LOC000079
OG0004560	Nematostella|LOC5505260	Clytia|LOC000082
OG0004561	Nematostella|LOC116615633	Clytia|LOC000088
OG0004562	Nematostella|LOC5510185	Clytia|LOC000098
OG0004563	Nematostella|LOC5502718	Clytia|LOC000099
OG0004564	Nematostella|LOC5505268	Clytia|LOC000104
OG0004565	Nematostella|LOC5511416	Clytia|LOC000105
OG0004566	Nematostella|LOC5507709	Clytia|LOC000107
OG0004567	Nematostella|LOC5504411	Clytia|LOC000108
OG0004568	Nematostella|LOC5504056	Clytia|LOC000118
OG0004569	Nematostella|LOC5511236	Clytia|LOC000122
OG0004570	Nematostella|LOC5508105	Clytia|LOC000128
OG0004571	Nematostella|LOC5502968	Clytia|LOC000141
OG0004572	Nematostella|LOC5501380	Clytia|LOC000142
OG0004573	Nematostella|LOC5500843	Clytia|LOC000143
OG0004575	Nematostella|LOC5519681	Clytia|LOC000244
OG0004577	Nematostella|LOC5504405	Clytia|LOC000249
OG0004578	Nematostella|LOC116619385	Clytia|LOC000263, Clytia|LOC023940, Clytia|LOC018935
OG0004579	Nematostella|LOC5514837	Clytia|LOC000269
OG0004580	Nematostella|LOC5521312	Clytia|LOC000270
OG0004581	Nematostella|LOC5504252	Clytia|LOC000281
OG0004582	Nematostella|LOC5514111	Clytia|LOC000282
OG0004583	Nematostella|LOC5509383	Clytia|LOC000283
OG0004584	Nematostella|LOC5514853	Clytia|LOC000285
OG0004585	Nematostella|LOC5515774	Clytia|LOC000297
OG0004586	Nematostella|LOC5514870	Clytia|LOC000300
OG0004587	Nematostella|LOC5507475	Clytia|LOC000301
OG0004588	Nematostella|LOC5509135	Clytia|LOC000303
OG0004589	Nematostella|LOC5516828	Clytia|LOC000309
OG0004590	Nematostella|LOC5508943	Clytia|LOC000318
OG0004591	Nematostella|LOC5515504	Clytia|LOC000325
OG0004592	Nematostella|LOC116615990	Clytia|LOC000326
OG0004593	Nematostella|LOC5508800	Clytia|LOC000328
OG0004594	Nematostella|LOC5509129	Clytia|LOC000331
OG0004595	Nematostella|LOC5514855	Clytia|LOC000337
OG0004596	Nematostella|LOC5516815	Clytia|LOC000344
OG0004597	Nematostella|LOC5525268	Clytia|LOC000350
OG0004598	Nematostella|LOC5519001	Clytia|LOC000358
OG0004599	Nematostella|LOC5502934	Clytia|LOC000377
OG0004600	Nematostella|LOC5501960	Clytia|LOC000409
OG0004601	Nematostella|LOC5516406	Clytia|LOC000438
OG0004602	Nematostella|LOC5512538	Clytia|LOC000440
OG0004603	Nematostella|LOC5506072	Clytia|LOC000442
OG0004604	Nematostella|LOC5515611	Clytia|LOC000444
OG0004605	Nematostella|LOC5522358	Clytia|LOC000448
OG0004606	Nematostella|LOC5516392	Clytia|LOC000449
OG0004607	Nematostella|LOC5509407	Clytia|LOC000455
OG0004608	Nematostella|LOC5512460	Clytia|LOC000457
OG0004610	Nematostella|LOC116619323	Clytia|LOC000473
OG0004611	Nematostella|LOC5521930	Clytia|LOC000484
OG0004612	Nematostella|LOC116616330	Clytia|LOC000487
OG0004614	Nematostella|LOC5516385	Clytia|LOC000513
OG0004615	Nematostella|LOC116618163	Clytia|LOC000515
OG0004616	Nematostella|LOC5521912, Nematostella|LOC5522023	Clytia|LOC000521
OG0004617	Nematostella|LOC5500988	Clytia|LOC000539
OG0004618	Nematostella|LOC5515021	Clytia|LOC000548
OG0004619	Nematostella|LOC116615612	Clytia|LOC000555
OG0004620	Nematostella|LOC5513503	Clytia|LOC000571
OG0004621	Nematostella|LOC5519702	Clytia|LOC000573
OG0004622	Nematostella|LOC5513539	Clytia|LOC000579
OG0004623	Nematostella|LOC5510241	Clytia|LOC000581
OG0004624	Nematostella|LOC5508675	Clytia|LOC000582
OG0004625	Nematostella|LOC5513521	Clytia|LOC000584
OG0004626	Nematostella|LOC5517039	Clytia|LOC000586
OG0004627	Nematostella|LOC5519181	Clytia|LOC000587
OG0004628	Nematostella|LOC5519621	Clytia|LOC000596
OG0004629	Nematostella|LOC5516538	Clytia|LOC000597
OG0004630	Nematostella|LOC5510935	Clytia|LOC000598
OG0004632	Nematostella|LOC5509325	Clytia|LOC000600
OG0004633	Nematostella|LOC5514524	Clytia|LOC000603
OG0004634	Nematostella|LOC116610735	Clytia|LOC000605
OG0004635	Nematostella|LOC5516156	Clytia|LOC000606
OG0004636	Nematostella|LOC5513555	Clytia|LOC000607
OG0004637	Nematostella|LOC5506090	Clytia|LOC031858, Clytia|LOC000613
OG0004638	Nematostella|LOC5512489	Clytia|LOC000615
OG0004639	Nematostella|LOC5516508	Clytia|LOC000618
OG0004640	Nematostella|LOC5516522	Clytia|LOC000619
OG0004641	Nematostella|LOC5513553	Clytia|LOC000621
OG0004642	Nematostella|LOC5510789	Clytia|LOC000623
OG0004643	Nematostella|LOC5516444	Clytia|LOC000632
OG0004644	Nematostella|LOC5506771	Clytia|LOC000633
OG0004645	Nematostella|LOC5519209	Clytia|LOC000636
OG0004646	Nematostella|LOC5503943	Clytia|LOC000642
OG0004647	Nematostella|LOC5512192	Clytia|LOC000644
OG0004648	Nematostella|LOC5513456	Clytia|LOC000652
OG0004649	Nematostella|LOC5502401	Clytia|LOC000656
OG0004650	Nematostella|LOC5511023	Clytia|LOC000658
OG0004651	Nematostella|LOC116616210	Clytia|LOC000659
OG0004652	Nematostella|LOC5509287	Clytia|LOC000660
OG0004653	Nematostella|LOC5506184	Clytia|LOC000665
OG0004654	Nematostella|LOC5510804	Clytia|LOC000666
OG0004655	Nematostella|LOC5506592	Clytia|LOC000667
OG0004656	Nematostella|LOC5510480	Clytia|LOC000668
